@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1-2,5'

@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.557344,0.625641,0.225681,0.295369,0.628294,0.335329,1
0.589537,0.553846,0.007782,0.395494,0.648704,0.365269,1
0.643863,0.520513,0.194553,0.468085,0.69771,0.437126,1
0.595573,0.523077,0.163424,0.40801,0.766796,0.42515,0
0.529175,0.525641,0.124514,0.445557,0.816343,0.419162,0
0.448692,0.479487,0.07393,0.385482,0.84843,0.365269,0
0.364185,0.497436,0.175097,0.536921,0.863449,0.443114,0
0.336016,0.51282,0.229572,0.35169,0.855411,0.449102,0
0.370221,0.535897,0.268482,0.380476,0.845249,0.45509,1
0.501006,0.605128,0.167315,0.380476,0.812369,0.461078,1
0.665996,0.576923,0.182879,0.743429,0.783141,0.473054,1
0.690141,0.523077,0.280156,0.531915,0.777957,0.467066,1
0.702213,0.420513,0.342412,0.349186,0.769248,0.437126,1
0.65996,0.305128,0.44358,0.342929,0.767962,0.389222,1
0.68008,0.3,0.342412,0.292866,0.770062,0.335329,2
0.672032,0.294872,0.439689,0.38423,0.779491,0.329341,2
0.682093,0.384615,0.350195,0.414268,0.77159,0.281437,2
0.668008,0.392308,0.36965,0.513141,0.766591,0.293413,2
0.71831,0.423077,0.59144,0.320401,0.753355,0.269461,2
0.661972,0.274359,0.365759,0.429287,0.743735,0.11976,2
0.593561,0.292308,0.365759,0.428035,0.731391,0.131737,2
0.496982,0.230769,0.22179,0.469337,0.719882,0.113772,1
0.392354,0.238462,0.33463,0.446809,0.674486,0.137725,1
0.307847,0.225641,0.396887,0.310388,0.622119,0.155689,1
0.315895,0.189744,0.470817,0.205257,0.541891,0.137725,1
0.279678,0.058974,0.564202,0.232791,0.475787,0.233533,2
0.37827,0,0.719844,0.364205,0.385825,0.215569,3
0.492958,0.058974,0.70428,0.434293,0.338512,0.239521,2
0.661972,0.217949,0.575875,0.421777,0.384355,0.257485,2
0.587525,0.335897,0.326848,0.441802,0.461026,0.233533,2
0.515091,0.366667,0.159533,0.570713,0.48334,0.233533,2
0.599598,0.351282,0.439689,0.460576,0.46934,0.131737,2
0.782696,0.453846,0.610895,0.47184,0.518593,0.125749,2
0.674044,0.520513,0.447471,0.425532,0.573075,0,2
0.698189,0.551282,0.490272,0.48811,0.58193,0.005988,2
0.702213,0.412821,0.385214,0.496871,0.571192,0.05988,2
0.746479,0.351282,0.346304,0.496871,0.580647,0.035928,3
0.758551,0.376923,0.560311,0.510638,0.607102,0.083832,3
0.708249,0.441026,0.626459,0.470588,0.653375,0.167665,2
0.56338,0.558974,0.214008,0.51189,0.678318,0.149701,1
0.430583,0.733333,0.428016,0.345432,0.676436,0.281437,1
0.360161,0.784615,0.494163,0.260325,0.663016,0.335329,2
0.28169,0.769231,0.595331,0.392991,0.637248,0.371257,3
0.193159,0.794872,0.731518,0.545682,0.595705,0.389222,3
0.321932,0.882051,0.731518,0.602003,0.58125,0.461078,3
0.448692,0.653846,0.206226,0.643304,0.646216,0.443114,3
0.384306,0.5,0.14786,0.623279,0.663648,0.443114,2
0.34004,0.353846,0.256809,0.635795,0.635293,0.42515,2
0.267606,0.394872,0.299611,0.540676,0.57727,0.449102,1
0.273642,0.458974,0.350195,0.425532,0.50647,0.467066,2
0.464789,0.717949,0.330739,0.401752,0.505292,0.473054,2
0.394366,0.679487,0.478599,0.413016,0.551387,0.461078,2
0.374245,0.548718,0.36965,0.486859,0.539122,0.479042,2
0.422535,0.512821,0.568093,0.334168,0.539107,0.473054,2
0.577465,0.64359,0.552529,0.36796,0.574432,0.383234,2
0.490946,0.633333,0.381323,0.451815,0.598778,0.413174,2
0.279678,0.607692,0.303502,0.481852,0.591548,0.431138,1
0.221328,0.597436,0.521401,0.302879,0.567753,0.443114,2
0.237425,0.65641,0.322957,0.36796,0.555014,0.437126,2
0.219316,0.510256,0.326848,0.411765,0.538453,0.449102,2
0.293763,0.323077,0.385214,0.379224,0.472091,0.449102,2
0.50503,0.361538,0.48249,0.331665,0.446421,0.42515,2
0.645875,0.517949,0.18677,0.441802,0.461112,0.443114,1
0.694165,0.551282,0.042802,0.400501,0.503994,0.407186,1
0.688129,0.548718,0.544747,0.270338,0.552148,0.389222,1
0.579477,0.528205,0.330739,0.322904,0.612774,0.407186,1
0.444668,0.561539,0.120623,0.342929,0.632852,0.431138,0
0.273642,0.492308,0.264591,0.376721,0.644542,0.449102,1
0.243461,0.551282,0.361868,0.234043,0.628924,0.449102,1
0.237425,0.45641,0.354086,0.365457,0.641931,0.461078,2
0.21328,0.410256,0.389105,0.459324,0.636799,0.461078,2
0.219316,0.4,0.385214,0.416771,0.635279,0.449102,2
0.342052,0.435897,0.346304,0.463079,0.621153,0.431138,1
0.360161,0.492308,0.307393,0.438048,0.644001,0.449102,1
0.390342,0.551282,0.249027,0.403004,0.643151,0.461078,1
0.392354,0.566667,0.14786,0.433041,0.651188,0.42515,1
0.315895,0.551282,0.225681,0.42428,0.641501,0.42515,1
0.171026,0.489744,0.416342,0.230288,0.60033,0.45509,1
0.06841,0.564103,0.583658,0.262829,0.533262,0.467066,3
0.086519,0.592308,0.809339,0.460576,0.481574,0.473054,3
0.181087,0.653846,0.785992,0.580726,0.423764,0.467066,3
0.360161,0.766667,0.505837,0.566959,0.401903,0.479042,2
0.382294,0.815385,0.486381,0.438048,0.420513,0.502994,2
0.418511,0.851282,0.431907,0.494368,0.431351,0.473054,2
0.599598,0.802564,0.51751,0.499374,0.493659,0.461078,2
0.55332,0.717949,0.404669,0.509387,0.572667,0.45509,2
0.49497,0.689744,0.385214,0.543179,0.613083,0.467066,2
0.515091,0.641026,0.311284,0.613267,0.620923,0.449102,2
0.50503,0.653846,0.361868,0.46433,0.622829,0.407186,2
0.496982,0.646154,0.29572,0.499374,0.616243,0.419162,2
0.297787,0.684615,0.381323,0.429287,0.574471,0.45509,2
0.243461,0.735897,0.669261,0.396746,0.490359,0.461078,3
0.277666,0.676923,0.688716,0.469337,0.434989,0.431138,2
0.400402,0.630769,0.396887,0.555695,0.402433,0.449102,2
0.513078,0.75641,0.33463,0.475594,0.412681,0.461078,2
0.517103,0.797436,0.424125,0.576971,0.432753,0.45509,2
0.581489,0.75641,0.400778,0.539424,0.482546,0.443114,2
0.567404,0.671795,0.420233,0.550688,0.531727,0.431138,2
0.484909,0.628205,0.385214,0.550688,0.561839,0.45509,2
0.442656,0.612821,0.284047,0.553191,0.551485,0.437126,2
0.454728,0.612821,0.159533,0.573217,0.537922,0.419162,2
0.440644,0.635897,0.128405,0.593242,0.523828,0.365269,2
0.452716,0.651282,0.18677,0.593242,0.515484,0.443114,2
0.460765,0.587179,0.225681,0.578223,0.498042,0.443114,2
0.545272,0.476923,0.077821,0.553191,0.507174,0.371257,2
0.613682,0.423077,0.105058,0.576971,0.54283,0.431138,1
0.712274,0.453846,0.385214,0.565707,0.613226,0.39521,1
0.698189,0.466667,0.2607,0.361702,0.660962,0.389222,2
0.575453,0.669231,0.252918,0.445557,0.661108,0.383234,1
0.460765,0.730769,0.439689,0.282854,0.646465,0.419162,1
0.426559,0.746154,0.505837,0.294118,0.584597,0.443114,1
0.539235,0.75641,0.377432,0.305382,0.555514,0.353293,2
0.545272,0.720513,0.552529,0.433041,0.55178,0.419162,2
0.422535,0.641026,0.494163,0.450563,0.573151,0.377246,2
0.364185,0.530769,0.326848,0.521902,0.59889,0.431138,2
0.34004,0.4,0.287938,0.564456,0.630752,0.437126,1
0.372233,0.284615,0.439689,0.436796,0.661416,0.383234,1
0.372233,0.179487,0.315175,0.321652,0.678958,0.419162,1
0.480885,0.166667,0.365759,0.332916,0.695403,0.401198,1
0.517103,0.182051,0.315175,0.290363,0.715631,0.431138,1
0.56338,0.24359,0.272374,0.342929,0.717165,0.407186,1
0.573441,0.289744,0.190661,0.322904,0.725308,0.401198,0
0.573441,0.451282,0.151751,0.314143,0.722112,0.42515,0
0.511066,0.541026,0.14786,0.34418,0.705911,0.42515,0
0.480885,0.553846,0.159533,0.339174,0.670919,0.389222,0
0.492958,0.517949,0.178988,0.324155,0.660652,0.39521,0
0.559356,0.466667,0.303502,0.172716,0.667453,0.419162,1
0.605634,0.515385,0.342412,0.385482,0.68044,0.419162,1
0.605634,0.582051,0.198444,0.419274,0.663022,0.39521,1
0.567404,0.666667,0.322957,0.286608,0.640776,0.401198,1
0.557344,0.710256,0.338521,0.211514,0.608992,0.449102,1
0.442656,0.812821,0.486381,0.262829,0.566005,0.437126,2
0.531187,0.815385,0.692607,0.347935,0.517599,0.45509,2
0.579477,0.558974,0.326848,0.49562,0.554601,0.42515,2
0.591549,0.571795,0.272374,0.498123,0.549895,0.431138,2
0.603622,0.417949,0.182879,0.521902,0.57168,0.407186,2
0.625754,0.461538,0.214008,0.541927,0.578508,0.371257,2
0.637827,0.425641,0.396887,0.499374,0.610267,0.371257,1
0.559356,0.461538,0.256809,0.445557,0.632428,0.413174,1
0.496982,0.512821,0.268482,0.50438,0.594393,0.39521,1
0.503018,0.7,0.521401,0.35169,0.492575,0.353293,2
0.54326,0.815385,0.626459,0.336671,0.397125,0.365269,2
0.68008,0.607692,0.428016,0.415519,0.382786,0.407186,2
0.716298,0.615385,0.346304,0.473091,0.37476,0.317365,2
0.756539,0.589744,0.424125,0.434293,0.377869,0.269461,2
0.738431,0.579487,0.470817,0.550688,0.378815,0.293413,3
0.802817,0.584615,0.536965,0.586984,0.377257,0.329341,3
0.794769,0.574359,0.365759,0.590738,0.390137,0.311377,3
0.849095,0.553846,0.599222,0.710889,0.394454,0.299401,3
0.873239,0.507692,0.622568,0.595745,0.44244,0.299401,3
0.873239,0.558974,0.723735,0.627034,0.50522,0.311377,3
0.752515,0.607692,0.264591,0.607009,0.525556,0.209581,2
0.704225,0.602564,0.400778,0.559449,0.53936,0.281437,2
0.617706,0.569231,0.315175,0.50438,0.568151,0.227545,1
0.533199,0.592308,0.2607,0.409262,0.583009,0.299401,1
0.513078,0.589744,0.175097,0.451815,0.559291,0.305389,1
0.519115,0.533333,0.44358,0.269086,0.559355,0.263473,1
0.619718,0.45641,0.066148,0.400501,0.546079,0.173653,1
0.623742,0.384615,0.214008,0.360451,0.589164,0.365269,1
0.637827,0.479487,0.116732,0.439299,0.612058,0.341317,1
0.442656,0.75641,0.377432,0.429287,0.604492,0.341317,2
0.386318,0.902564,0.805447,0.255319,0.485195,0.371257,3
0.782696,0.730769,0.44358,0.549437,0.454309,0.45509,2
0.605634,0.753846,0.474708,0.518148,0.481233,0.443114,3
0.617706,0.802564,0.571984,0.534418,0.470985,0.407186,3
0.698189,0.776923,0.51751,0.620776,0.502289,0.443114,3
0.730382,0.753846,0.529183,0.737171,0.557361,0.45509,3
0.724346,0.730769,0.513619,0.640801,0.614806,0.413174,3
0.65996,0.707692,0.548638,0.609512,0.675653,0.383234,2
0.61167,0.651282,0.389105,0.514393,0.701376,0.401198,2
0.615694,0.653846,0.428016,0.525657,0.722282,0.371257,2
0.653924,0.615385,0.326848,0.46433,0.731574,0.359281,2
0.627767,0.576923,0.29572,0.423029,0.764275,0.335329,1
0.434608,0.728205,0.396887,0.345432,0.790993,0.39521,2
0.350101,0.889744,0.614786,0.301627,0.755503,0.449102,3
0.34004,0.941026,0.88716,0.40801,0.684463,0.437126,3
0.480885,0.917949,0.610895,0.635795,0.661435,0.497006,3
0.454728,0.802564,0.501946,0.673342,0.672393,0.497006,3
0.43662,0.810256,0.525292,0.579474,0.657053,0.508982,3
0.45674,0.792308,0.389105,0.609512,0.614503,0.48503,2
0.599598,0.723077,0.428016,0.501877,0.637321,0.491018,3
0.545272,0.630769,0.354086,0.583229,0.69225,0.479042,2
0.482897,0.610256,0.287938,0.509387,0.687548,0.479042,2
0.547284,0.520513,0.202335,0.566959,0.655747,0.443114,2
0.619718,0.520513,0.214008,0.662078,0.632851,0.419162,2
0.599598,0.525641,0.22179,0.610763,0.651545,0.377246,2
0.631791,0.428205,0.311284,0.558198,0.688348,0.317365,2
0.688129,0.369231,0.357977,0.389237,0.726018,0.323353,2
0.674044,0.384615,0.36965,0.420526,0.772667,0.371257,2
0.623742,0.492308,0.233463,0.438048,0.807291,0.365269,1
0.527163,0.625641,0.264591,0.404255,0.804987,0.365269,1
0.293763,0.694872,0.51751,0.266583,0.745101,0.389222,2
0.21328,0.769231,0.708171,0.286608,0.609738,0.39521,3
0.235412,0.651282,0.863813,0.508135,0.52274,0.365269,3
0.303823,0.487179,0.754864,0.545682,0.509691,0.389222,3
0.356137,0.266667,0.626459,0.536921,0.562293,0.443114,3
0.382294,0.225641,0.424125,0.549437,0.625965,0.473054,2
0.462777,0.248718,0.338521,0.499374,0.676254,0.467066,2
0.579477,0.294872,0.252918,0.451815,0.665406,0.461078,1
0.55332,0.310256,0.18677,0.381727,0.665211,0.42515,1
0.565392,0.4,0.14786,0.456821,0.657781,0.389222,1
0.547284,0.453846,0.054475,0.461827,0.662608,0.401198,0
0.535211,0.502564,0.14786,0.505632,0.663081,0.449102,0
0.45674,0.510256,0.252918,0.389237,0.659675,0.461078,1
0.394366,0.561538,0.202335,0.423029,0.634665,0.431138,1
0.231388,0.538462,0.459144,0.220275,0.578201,0.443114,1
0.156942,0.553846,0.587549,0.252816,0.460477,0.467066,3
0.249497,0.584615,0.836576,0.520651,0.343086,0.443114,3
0.43662,0.694872,0.661479,0.515645,0.328796,0.443114,3
0.474849,0.825641,0.63035,0.496871,0.374075,0.437126,2
0.454728,0.882051,0.529183,0.445557,0.429831,0.413174,2
0.372233,0.884615,0.498054,0.460576,0.458535,0.39521,3
0.336016,0.807692,0.603113,0.454318,0.453381,0.461078,3
0.338028,0.707692,0.431907,0.513141,0.446426,0.461078,2
0.362173,0.717949,0.431907,0.44806,0.443236,0.491018,2
0.37827,0.615385,0.474708,0.451815,0.423815,0.479042,2
0.464789,0.423077,0.29572,0.376721,0.398974,0.461078,1
0.525151,0.35641,0.14786,0.425532,0.443345,0.467066,1
0.605634,0.387179,0.116732,0.428035,0.515405,0.497006,1
0.603622,0.417949,0.155642,0.381727,0.575366,0.491018,1
0.56338,0.582051,0.175097,0.484355,0.590994,0.473054,1
0.476861,0.625641,0.280156,0.356696,0.558911,0.45509,1
0.597585,0.548718,0.175097,0.36796,0.563725,0.389222,1
0.647887,0.538462,0.272374,0.282854,0.585294,0.401198,2
0.641851,0.607692,0.326848,0.44806,0.589943,0.449102,2
0.704225,0.6,0.36965,0.428035,0.57671,0.39521,2
0.736419,0.54359,0.385214,0.416771,0.601502,0.461078,2
0.712274,0.425641,0.233463,0.490613,0.621023,0.449102,2
0.694165,0.366667,0.249027,0.559449,0.679868,0.479042,2
0.649899,0.405128,0.241245,0.519399,0.729626,0.48503,1
0.643863,0.441026,0.225681,0.496871,0.771618,0.497006,1
0.613682,0.44359,0.085603,0.434293,0.794043,0.479042,1
0.49497,0.507692,0.167315,0.436796,0.794118,0.437126,0
0.38833,0.54359,0.229572,0.410513,0.779628,0.461078,0
0.311871,0.579487,0.276265,0.235294,0.750878,0.473054,1
0.255533,0.54359,0.389105,0.196496,0.717616,0.497006,1
0.259557,0.44359,0.447471,0.245307,0.698269,0.491018,1
0.275654,0.351282,0.431907,0.265332,0.696037,0.491018,2
0.293763,0.284615,0.416342,0.413016,0.695384,0.508982,1
0.370221,0.215385,0.33463,0.339174,0.694766,0.51497,1
0.438632,0.217949,0.315175,0.321652,0.701989,0.497006,1
0.501006,0.215385,0.365759,0.246558,0.721603,0.508982,1
0.559356,0.264103,0.303502,0.209011,0.741542,0.520958,0
0.557344,0.307692,0.233463,0.212766,0.757987,0.502994,0
0.54326,0.323077,0.136187,0.198999,0.775657,0.491018,0
0.488934,0.433333,0.027237,0.276596,0.807016,0.508982,0
0.486921,0.525641,0.081712,0.403004,0.823927,0.592814,0
0.440644,0.597436,0.198444,0.337922,0.822569,0.556886,0
0.338028,0.648718,0.249027,0.110138,0.79468,0.532934,0
0.331992,0.682051,0.412451,0.131414,0.762928,0.526946,2
0.348089,0.723077,0.571984,0.259074,0.722923,0.51497,1
0.511066,0.689744,0.315175,0.317897,0.703236,0.520958,1
0.62173,0.605128,0.342412,0.28035,0.701382,0.461078,1
0.525151,0.561538,0.256809,0.314143,0.732425,0.45509,1
0.342052,0.674359,0.319066,0.274093,0.706427,0.491018,1
0.356137,0.861538,0.575875,0.2403,0.64736,0.538922,2
0.368209,0.879487,0.501946,0.299124,0.627692,0.526946,2
0.360161,0.702564,0.463035,0.339174,0.621845,0.538922,2
0.400402,0.615385,0.373541,0.364205,0.574776,0.538922,1
0.50503,0.692308,0.381323,0.337922,0.5562,0.51497,2
0.585513,0.805128,0.785992,0.307885,0.597526,0.461078,2
0.501006,0.805128,0.533074,0.40801,0.670869,0.502994,2
0.490946,0.766667,0.428016,0.297872,0.711798,0.508982,1
0.523139,0.748718,0.428016,0.325407,0.737786,0.497006,2
0.547284,0.694872,0.40856,0.423029,0.746685,0.443114,2
0.519115,0.694872,0.326848,0.43179,0.756211,0.431138,1
0.486921,0.671795,0.284047,0.347935,0.753926,0.479042,1
0.372233,0.712821,0.354086,0.331665,0.70182,0.48503,1
0.346076,0.741026,0.55642,0.211514,0.62747,0.479042,2
0.468813,0.723077,0.326848,0.331665,0.583528,0.51497,1
0.501006,0.723077,0.319066,0.310388,0.591728,0.479042,2
0.452716,0.576923,0.237354,0.385482,0.596811,0.461078,3
0.509054,0.45641,0.190661,0.729662,0.611395,0.48503,2
0.519115,0.353846,0.210117,0.620776,0.625438,0.479042,2
0.571429,0.276923,0.361868,0.47184,0.647285,0.491018,2
0.603622,0.294872,0.303502,0.499374,0.65265,0.497006,1
0.571429,0.282051,0.182879,0.485607,0.690643,0.437126,1
0.56338,0.315385,0.089494,0.423029,0.712171,0.54491,1
0.492958,0.338462,0.050584,0.466834,0.742928,0.580838,0
0.50503,0.464103,0.085603,0.434293,0.745168,0.568862,0
0.460765,0.548718,0.14786,0.458073,0.741262,0.532934,0
0.458752,0.623077,0.311284,0.237797,0.724016,0.532934,0
0.450704,0.65641,0.307393,0.20025,0.706311,0.508982,0
0.452716,0.682051,0.350195,0.201502,0.68327,0.538922,1
0.422535,0.661538,0.361868,0.239049,0.677195,0.538922,1
0.420523,0.664103,0.291829,0.307885,0.67369,0.550898,1
0.444668,0.607692,0.29572,0.374218,0.705214,0.57485,1
0.513078,0.489744,0.198444,0.486859,0.736725,0.54491,1
0.535211,0.402564,0.194553,0.559449,0.775684,0.51497,1
0.569416,0.397436,0.241245,0.489362,0.808705,0.526946,1
0.55332,0.41282,0.256809,0.496871,0.837166,0.532934,1
0.573441,0.358974,0.326848,0.438048,0.849843,0.532934,1
0.56338,0.412821,0.330739,0.416771,0.862922,0.491018,1
0.531187,0.38718,0.315175,0.356696,0.863703,0.443114,0
0.521127,0.425641,0.256809,0.325407,0.857777,0.449102,0
0.476861,0.379487,0.159533,0.406758,0.849985,0.48503,0
0.541247,0.412821,0.159533,0.463079,0.834647,0.520958,0
0.513078,0.44359,0.124514,0.513141,0.828997,0.491018,0
0.476861,0.461538,0.14786,0.44806,0.836177,0.508982,0
0.476861,0.446154,0.120623,0.579474,0.828428,0.508982,0
0.438632,0.446154,0.178988,0.617021,0.833081,0.520958,0
0.428571,0.448718,0.210117,0.515645,0.844813,0.449102,0
0.430583,0.482051,0.159533,0.533166,0.855697,0.538922,0
0.450704,0.494872,0.108949,0.585732,0.857735,0.562874,0
0.482897,0.535897,0.132296,0.53567,0.8498,0.562874,0
0.466801,0.515385,0.178988,0.451815,0.848328,0.556886,0
0.511066,0.525641,0.140078,0.505632,0.837274,0.562874,0
0.517103,0.474359,0.151751,0.369212,0.827458,0.568862,0
0.547284,0.471795,0.124514,0.411765,0.825434,0.57485,0
0.541247,0.458974,0.11284,0.379224,0.836102,0.57485,0
0.55332,0.464103,0.132296,0.561952,0.833307,0.592814,0
0.535211,0.469231,0.058366,0.571965,0.839048,0.57485,0
0.549296,0.466667,0.167315,0.536921,0.838008,0.568862,1
0.535211,0.466667,0.116732,0.618273,0.842797,0.508982,0
0.539235,0.523077,0.058366,0.52816,0.837372,0.610778,0
0.527163,0.515385,0.093385,0.539424,0.832595,0.652695,0
0.525151,0.582051,0.159533,0.386733,0.817414,0.586826,0
0.521127,0.579487,0.22179,0.451815,0.817327,0.622754,0
0.498994,0.641026,0.190661,0.317897,0.82044,0.634731,0
0.525151,0.553846,0.132296,0.352941,0.814161,0.634731,0
0.496982,0.515385,0.124514,0.339174,0.811315,0.616766,0
0.523139,0.517949,0.101167,0.387985,0.794566,0.60479,0
0.547284,0.407692,0.105058,0.354193,0.791614,0.640719,0
0.561368,0.448718,0.194553,0.505632,0.785614,0.622754,1
0.571429,0.410256,0.171206,0.647059,0.790278,0.568862,1
0.545272,0.405128,0.085603,0.723404,0.799755,0.556886,1
0.531187,0.394872,0.11284,0.680851,0.813718,0.598802,1
0.488934,0.366667,0.046693,0.729662,0.796381,0.610778,1
0.509054,0.35641,0.093385,0.724656,0.793409,0.60479,0
0.589537,0.376923,0.093385,0.644556,0.795396,0.616766,1
0.617706,0.394872,0.22179,0.566959,0.835084,0.634731,0
0.631791,0.394872,0.354086,0.235294,0.850428,0.616766,1
0.589537,0.346154,0.291829,0.340426,0.884784,0.60479,0
0.609658,0.402564,0.2607,0.221527,0.889084,0.60479,1
0.623742,0.366667,0.202335,0.342929,0.902006,0.622754,0
0.577465,0.34359,0.291829,0.249061,0.904175,0.610778,0
0.641851,0.346154,0.280156,0.257822,0.920309,0.598802,0
0.625754,0.323077,0.322957,0.214018,0.919483,0.580838,1
0.609658,0.328205,0.342412,0.291615,0.921609,0.610778,1
0.649899,0.325641,0.36965,0.275344,0.901054,0.598802,1
0.657948,0.358974,0.350195,0.300375,0.888192,0.586826,1
0.649899,0.34359,0.404669,0.259074,0.86704,0.610778,1
0.653924,0.34359,0.389105,0.281602,0.852024,0.628743,1
0.649899,0.364103,0.389105,0.180225,0.828928,0.622754,1
0.68008,0.325641,0.389105,0.254068,0.812473,0.54491,1
0.684105,0.358974,0.396887,0.212766,0.798748,0.562874,0
0.633803,0.330769,0.346304,0.216521,0.790506,0.598802,1
0.615694,0.369231,0.354086,0.195244,0.777875,0.568862,0
0.674044,0.410256,0.330739,0.191489,0.759067,0.556886,0
0.645875,0.410256,0.342412,0.193992,0.749125,0.57485,1
0.643863,0.382051,0.33463,0.284105,0.735164,0.592814,1
0.635815,0.428205,0.276265,0.294118,0.721686,0.556886,1
0.615694,0.430769,0.272374,0.35169,0.711349,0.532934,1
0.60161,0.451282,0.225681,0.324155,0.700757,0.580838,0
0.607646,0.48718,0.284047,0.285357,0.700236,0.616766,0
0.583501,0.535897,0.229572,0.284105,0.679972,0.610778,0
0.549296,0.453846,0.198444,0.291615,0.679816,0.598802,0
0.511066,0.523077,0.058366,0.339174,0.660519,0.610778,0
0.533199,0.6,0.182879,0.441802,0.649807,0.634731,0
0.577465,0.664103,0.299611,0.132666,0.628625,0.60479,0
0.523139,0.715385,0.354086,0.162703,0.625165,0.652695,1
0.29175,0.758974,0.51751,0.140175,0.593625,0.676647,2
0.289738,0.866667,0.669261,0.312891,0.503967,0.682635,2
0.458753,0.907692,0.509728,0.411765,0.468108,0.652695,2
0.583501,0.823077,0.498054,0.389237,0.488675,0.628743,2
0.511066,0.735897,0.490272,0.364205,0.52923,0.634731,2
0.56338,0.658974,0.416342,0.439299,0.539779,0.634731,2
0.651911,0.569231,0.225681,0.415519,0.582069,0.628743,1
0.609658,0.625641,0.237354,0.550688,0.63809,0.628743,1
0.539235,0.65641,0.175097,0.491865,0.689045,0.640719,1
0.539235,0.648718,0.202335,0.42428,0.69917,0.640719,1
0.535211,0.689744,0.326848,0.385482,0.696054,0.640719,1
0.541247,0.689744,0.330739,0.261577,0.687236,0.640719,1
0.496982,0.633333,0.330739,0.326658,0.688026,0.640719,1
0.537223,0.579487,0.338521,0.276596,0.675932,0.628743,1
0.573441,0.51282,0.210117,0.395494,0.670474,0.634731,0
0.655936,0.397436,0.284047,0.239049,0.676989,0.622754,0
0.684105,0.438462,0.268482,0.274093,0.719292,0.628743,0
0.67002,0.494872,0.268482,0.201502,0.770266,0.664671,0
0.637827,0.476923,0.237354,0.217772,0.806892,0.658683,0
0.597585,0.533333,0.225681,0.230288,0.827714,0.646707,0
0.595573,0.571795,0.175097,0.326658,0.845435,0.646707,0
0.523139,0.689744,0.272374,0.245307,0.847786,0.658683,0
0.498994,0.746154,0.338521,0.210263,0.819016,0.658683,1
0.474849,0.8,0.478599,0.180225,0.779643,0.652695,2
0.496982,0.848718,0.564202,0.34418,0.732364,0.628743,2
0.531187,0.769231,0.478599,0.345432,0.695496,0.658683,2
0.668008,0.646154,0.428016,0.399249,0.65476,0.646707,1
0.732394,0.589744,0.377432,0.32791,0.659229,0.598802,1
0.65996,0.589744,0.385214,0.359199,0.672039,0.580838,2
0.655936,0.646154,0.287938,0.644556,0.658138,0.610778,2
0.682093,0.571795,0.303502,0.505632,0.644551,0.616766,2
0.690141,0.484615,0.33463,0.613267,0.675784,0.57485,1
0.655936,0.410256,0.198444,0.534418,0.739478,0.640719,2
0.651911,0.44359,0.241245,0.544431,0.812547,0.682635,1
0.637827,0.448718,0.206226,0.506884,0.840712,0.670659,1
0.639839,0.489744,0.287938,0.439299,0.873235,0.664671,1
0.625755,0.394872,0.233463,0.356696,0.896104,0.658683,1
0.641851,0.346154,0.202335,0.428035,0.926736,0.670659,1
0.643863,0.323077,0.194553,0.415519,0.924247,0.676647,1
0.676056,0.3,0.291829,0.32791,0.915674,0.664671,0
0.609658,0.341026,0.276265,0.230288,0.906919,0.676647,0
0.674044,0.338462,0.190661,0.292866,0.879824,0.658683,0
0.62173,0.323077,0.237354,0.229036,0.853596,0.622754,0
0.651911,0.289744,0.214008,0.255319,0.825747,0.622754,0
0.551308,0.302564,0.202335,0.1602,0.815004,0.748503,0
0.529175,0.274359,0.178988,0.196496,0.800889,0.778443,0
0.490946,0.266667,0.132296,0.251564,0.788818,0.766467,0
0.523139,0.307692,0.136187,0.227785,0.76254,0.760479,0
0.519115,0.289744,0.194553,0.185232,0.754014,0.802395,0
