@relation test-weka.filters.unsupervised.attribute.Remove-R16-17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A+0.650031)/(16.050012+0.650031)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-96020)/(103850-96020)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-48)/(100-48)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A+24.399998)/(25.300001+24.399998)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A+17.9)/(21.10002+17.9)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A+0)/(359-0)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-0.1)/(19.7-0.1)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-0.4)/(26.1-0.4)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-2.94)/(17.39-2.94)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-3.1)/(11.09-3.1)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-95880)/(103830-95880)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A+0.9)/(15.8+0.9)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R10

@attribute air numeric
@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.580839,0.544061,0.404427,0.266667,0.066852,0.357977,0.214018,0.568553,0.622754,?
0.520959,0.532567,0.426559,0.389743,0.267409,0.206226,0.269086,0.557233,0.550898,?
0.580839,0.538953,0.496982,0.320513,0.064067,0.22179,0.237797,0.555975,0.592814,?
0.604791,0.550447,0.56338,0.384615,0.935933,0.14786,0.261577,0.56478,0.598802,?
0.562874,0.572158,0.605634,0.407692,0.844011,0.256809,0.221527,0.573585,0.592814,?
0.520958,0.616858,0.631791,0.507692,0.796657,0.315175,0.128911,0.608805,0.60479,?
0.610779,0.661558,0.623742,0.553846,0.662953,0.272374,0.100125,0.651572,0.610778,?
0.610779,0.699872,0.55332,0.561538,0.674095,0.245136,0.136421,0.703145,0.616766,?
0.592814,0.715198,0.468813,0.553846,0.590529,0.085603,0.415519,0.720755,0.610778,?
0.544911,0.725415,0.404427,0.535897,0.545961,0.081712,0.382979,0.739623,0.598802,?
0.616766,0.739464,0.370221,0.520513,0.328691,0.229572,0.43179,0.749686,0.640719,?
0.652693,0.753512,0.336016,0.523077,0.337047,0.233463,0.329161,0.76478,0.658683,?
0.634729,0.735632,0.338028,0.538461,0.334262,0.256809,0.274093,0.758491,0.664671,?
0.598801,0.730524,0.293763,0.541025,0.303621,0.29572,0.20776,0.755975,0.652695,?
0.652694,0.692209,0.275654,0.435897,0.29805,0.303502,0.197747,0.732075,0.658683,?
0.610779,0.641124,0.227364,0.407692,0.245125,0.435798,0.146433,0.683019,0.658683,?
0.616766,0.555556,0.249497,0.451282,0.214485,0.505837,0.245307,0.593711,0.658683,?
0.592812,0.508301,0.400402,0.594872,0.236769,0.455253,0.245307,0.518239,0.622754,?
0.622754,0.510856,0.523139,0.715384,0.582173,0.373541,0.349186,0.52327,0.622754,?
0.652694,0.523627,0.478873,0.746154,0.476323,0.357977,0.277847,0.559748,0.646707,?
0.592814,0.544061,0.470825,0.625641,0.45961,0.206226,0.284105,0.563522,0.634731,?
0.568863,0.572158,0.488934,0.551282,0.420613,0.128405,0.324155,0.589937,0.634731,?
0.616766,0.614304,0.523139,0.476923,0.29805,0.132296,0.356696,0.625157,0.652695,?
0.652694,0.667944,0.559356,0.482051,0.197772,0.101167,0.479349,0.677987,0.694611,?
0.652693,0.710089,0.585513,0.433333,0.947075,0.097276,0.466834,0.715723,0.706587,?
0.616766,0.762452,0.583501,0.44359,0.830084,0.140078,0.510638,0.761006,0.688623,?
0.622753,0.812261,0.571429,0.392308,0.871866,0.194553,0.380476,0.808805,0.682635,?
0.664671,0.846743,0.527163,0.433333,0.810585,0.116732,0.436796,0.844025,0.706587,?
0.664671,0.868455,0.523139,0.433333,0.877437,0.108949,0.294118,0.864151,0.706587,?
0.634731,0.888889,0.513078,0.441025,0.938719,0.097276,0.430538,0.885535,0.694611,?
0.664671,0.90166,0.448692,0.410256,0.97493,0.175097,0.216521,0.904403,0.700599,?
0.712575,0.905492,0.416499,0.428205,0.08078,0.07393,0.484355,0.906918,0.742515,?
0.682634,0.863346,0.366197,0.474359,0.272981,0.097276,0.569462,0.885535,0.748503,?
0.652694,0.832695,0.27163,0.523077,0.295265,0.276265,0.070088,0.860377,0.712575,?
0.682633,0.786718,0.21328,0.54359,0.278552,0.494163,0.126408,0.816352,0.706587,?
0.706586,0.727969,0.235412,0.574359,0.267409,0.575875,0.286608,0.763522,0.712575,?
0.676646,0.660281,0.307847,0.61282,0.306407,0.435798,0.321652,0.693082,0.682635,?
0.640719,0.633461,0.410463,0.617948,0.467967,0.357977,0.309136,0.665409,0.634731,?
0.67066,0.642401,0.434608,0.535897,0.259053,0.202335,0.252816,0.656604,0.658683,?
0.652694,0.661558,0.509054,0.417949,0.114206,0.124514,0.426783,0.659119,0.670659,?
0.634731,0.676884,0.537223,0.348718,0.052925,0.136187,0.428035,0.675472,0.688623,?
0.628743,0.694764,0.549296,0.31282,0.011142,0.210117,0.302879,0.700629,0.682635,?
0.67066,0.726692,0.597586,0.294872,0.913649,0.280156,0.225282,0.730818,0.694611,?
0.658681,0.761175,0.623742,0.35641,0.869081,0.198444,0.285357,0.763522,0.712575,?
0.622754,0.781609,0.649899,0.387179,0.774373,0.29572,0.205257,0.781132,0.676647,?
0.568861,0.791826,0.657948,0.423077,0.793872,0.365759,0.163955,0.793711,0.60479,?
0.574851,0.807152,0.645875,0.494872,0.721448,0.29572,0.206508,0.807547,0.628743,?
0.580838,0.817369,0.631791,0.571795,0.674095,0.299611,0.175219,0.812579,0.652695,?
0.610779,0.805875,0.609658,0.620513,0.640669,0.342412,0.168961,0.807547,0.658683,?
0.592814,0.807152,0.583501,0.635897,0.612813,0.33463,0.375469,0.793711,0.664671,?
0.658681,0.787995,0.561368,0.694871,0.557103,0.326848,0.350438,0.788679,0.670659,?
0.646706,0.781609,0.507042,0.687179,0.573816,0.322957,0.36796,0.781132,0.658683,?
0.634731,0.750958,0.474849,0.717948,0.506964,0.338521,0.349186,0.767296,0.652695,?
0.610778,0.720307,0.426559,0.735897,0.43454,0.420233,0.307885,0.732075,0.658683,?
0.640719,0.703704,0.390342,0.753846,0.462396,0.455253,0.345432,0.713208,0.664671,?
0.652694,0.683269,0.348089,0.761538,0.398329,0.486381,0.359199,0.70566,0.682635,?
0.622753,0.655172,0.303823,0.738461,0.398329,0.470817,0.347935,0.68805,0.682635,?
0.622754,0.624521,0.336016,0.705128,0.359331,0.466926,0.436796,0.655346,0.682635,?
0.682633,0.62069,0.376258,0.66923,0.359331,0.466926,0.403004,0.623899,0.682635,?
0.67066,0.619413,0.50503,0.643589,0.451253,0.319066,0.453066,0.620126,0.682635,?
0.628743,0.630907,0.557344,0.602564,0.532033,0.237354,0.484355,0.631447,0.634731,?
0.604791,0.630907,0.527163,0.553846,0.518106,0.159533,0.478098,0.641509,0.598802,?
0.622754,0.632184,0.519115,0.502564,0.448468,0.116732,0.475594,0.636478,0.628743,?
0.67066,0.627075,0.515091,0.482051,0,0,0.463079,0.626415,0.634731,?
0.634731,0.600255,0.577465,0.487179,0.665738,0.054475,0.454318,0.605031,0.646707,?
0.610779,0.59387,0.587525,0.55641,0.660167,0.116732,0.441802,0.598742,0.640719,?
0.634731,0.61175,0.607646,0.587179,0.679666,0.151751,0.435544,0.603774,0.634731,?
0.634731,0.628352,0.623742,0.633333,0.643454,0.182879,0.34418,0.631447,0.670659,?
0.616766,0.644955,0.631791,0.605128,0.665738,0.217899,0.310388,0.645283,0.658683,?
0.592814,0.651341,0.619718,0.592307,0.660167,0.249027,0.231539,0.657862,0.646707,?
0.598803,0.660281,0.565392,0.61282,0.601671,0.194553,0.269086,0.667925,0.658683,?
0.658683,0.675607,0.559356,0.61282,0.495822,0.171206,0.301627,0.685535,0.688623,?
0.664671,0.684547,0.559356,0.569231,0.437326,0.085603,0.326658,0.685535,0.658683,?
0.616766,0.688378,0.573441,0.587179,0.543175,0.143969,0.371715,0.68805,0.670659,?
0.646706,0.697318,0.581489,0.574359,0.573816,0.081712,0.390488,0.685535,0.670659,?
0.634731,0.713921,0.587525,0.582051,0.662953,0.14786,0.377972,0.703145,0.688623,?
0.652694,0.704981,0.575453,0.579487,0.610028,0.214008,0.312891,0.708176,0.688623,?
0.622754,0.716475,0.537223,0.56923,0.548747,0.120623,0.335419,0.725786,0.688623,?
0.67066,0.731801,0.535211,0.543589,0.526462,0.085603,0.317897,0.743396,0.694611,?
0.724551,0.754789,0.488934,0.497436,0.612813,0.023346,0.252816,0.768553,0.742515,?
0.712575,0.765006,0.476861,0.469231,0.264624,0.050584,0.401752,0.773585,0.736527,?
0.67066,0.765006,0.406439,0.415384,0.116992,0.151751,0.337922,0.778616,0.736527,?
0.724551,0.759898,0.390342,0.402564,0.233983,0.202335,0.475594,0.778616,0.742515,?
0.718563,0.752235,0.374245,0.392308,0.194986,0.249027,0.162703,0.779874,0.760479,?
0.67066,0.740741,0.354125,0.394872,0.228412,0.194553,0.138924,0.76478,0.724551,?
0.688623,0.724138,0.317907,0.41282,0.222841,0.241245,0.126408,0.753459,0.736527,?
0.7006,0.719029,0.336016,0.464102,0.220056,0.22179,0.156446,0.742138,0.760479,?
0.712573,0.727969,0.331992,0.533333,0.311978,0.29572,0.072591,0.745912,0.754491,?
0.670658,0.717752,0.368209,0.630769,0.362117,0.330739,0.214018,0.739623,0.736527,?
0.694611,0.725415,0.38833,0.620513,0.339833,0.29572,0.245307,0.735849,0.730539,?
0.688623,0.722861,0.406439,0.661538,0.4039,0.322957,0.251564,0.739623,0.712575,?
0.67066,0.740741,0.414487,0.658974,0.445682,0.350195,0.215269,0.759748,0.736527,?
0.676646,0.748404,0.390342,0.628205,0.417827,0.241245,0.252816,0.768553,0.724551,?
0.652694,0.757344,0.392354,0.589743,0.451253,0.140078,0.216521,0.772327,0.718563,?
0.694611,0.744572,0.458752,0.551282,0.367688,0.124514,0.352941,0.763522,0.730539,?
0.688623,0.752235,0.472837,0.54359,0.387187,0.042802,0.244055,0.759748,0.754491,?
0.664671,0.739464,0.545272,0.487179,0.688022,0.066148,0.349186,0.74717,0.724551,?
0.646706,0.731801,0.581489,0.515384,0.727019,0.11284,0.360451,0.72956,0.730539,?
0.682634,0.738186,0.539235,0.541025,0.718663,0.11284,0.416771,0.732075,0.718563,?
0.724551,0.735632,0.444668,0.56923,0.537604,0.210117,0.356696,0.738365,0.748503,?
0.712575,0.710089,0.38833,0.61282,0.445682,0.214008,0.156446,0.730818,0.712575,?
0.688623,0.687101,0.376258,0.589743,0.367688,0.330739,0.142678,0.70566,0.736527,?
0.742515,0.671775,0.418511,0.579487,0.325905,0.416342,0.214018,0.684277,0.718563,?
0.754491,0.659004,0.541247,0.541025,0.303621,0.315175,0.24781,0.657862,0.748503,?
0.718563,0.628352,0.653924,0.551282,0.637883,0.178988,0.361702,0.628931,0.718563,?
0.646706,0.62069,0.605634,0.533333,0.699164,0.342412,0.250313,0.616352,0.706587,?
0.694609,0.627075,0.561368,0.474359,0.626741,0.198444,0.350438,0.622642,0.694611,?
0.748503,0.651341,0.498994,0.417949,0.548747,0.089494,0.335419,0.640252,0.724551,?
0.718561,0.652618,0.515091,0.369231,0.16156,0.062257,0.392991,0.661635,0.742515,?
0.706586,0.66539,0.496982,0.351282,0.220056,0.097276,0.406758,0.671698,0.754491,?
0.772455,0.678161,0.470825,0.317949,0.05571,0.233463,0.275344,0.691824,0.778443,?
0.79042,0.685824,0.454728,0.338461,0.075209,0.256809,0.24781,0.710692,0.790419,?
0.76048,0.702427,0.440644,0.282051,0.058496,0.338521,0.20776,0.724528,0.814371,?
0.736526,0.717752,0.466801,0.284615,0.027855,0.182879,0.197747,0.733333,0.796407,?
0.754491,0.738186,0.480885,0.279487,0.94429,0.2607,0.202753,0.742138,0.784431,?
0.760478,0.747126,0.537223,0.346154,0.774373,0.062257,0.235294,0.755975,0.790419,?
0.736526,0.750958,0.551308,0.433333,0.746518,0.194553,0.241552,0.755975,0.772455,?
0.7006,0.759898,0.513078,0.507692,0.56546,0.058366,0.256571,0.766038,0.760479,?
0.754489,0.768838,0.523139,0.517949,0.473538,0.097276,0.300375,0.778616,0.784431,?
0.742515,0.772669,0.49497,0.546154,0.451253,0.108949,0.357947,0.781132,0.832335,?
0.772455,0.770115,0.470825,0.530769,0.476323,0.081712,0.396746,0.778616,0.820359,?
0.706586,0.763729,0.517103,0.505128,0.766017,0.140078,0.444305,0.76478,0.778443,?
0.736526,0.750958,0.54326,0.535897,0.598886,0.155642,0.372966,0.757233,0.748503,?
0.736526,0.754789,0.56338,0.582051,0.51532,0.163424,0.397997,0.759748,0.748503,?
0.706586,0.745849,0.559356,0.564102,0.67688,0.206226,0.297872,0.750943,0.724551,?
0.658683,0.747126,0.55332,0.582051,0.64624,0.202335,0.284105,0.761006,0.712575,?
0.712573,0.765006,0.533199,0.541025,0.70195,0.116732,0.296621,0.777358,0.688623,?
0.730538,0.794381,0.525151,0.530769,0.590529,0.151751,0.269086,0.803774,0.766467,?
0.718561,0.809706,0.501006,0.541025,0.610028,0.151751,0.374218,0.818868,0.742515,?
0.676646,0.831418,0.517103,0.497436,0.512535,0.116732,0.419274,0.83522,0.718563,?
0.724549,0.841635,0.511066,0.476923,0.451253,0.105058,0.426783,0.841509,0.742515,?
0.79042,0.849298,0.555332,0.474359,0.629526,0.120623,0.405507,0.845283,0.802395,?
0.766466,0.833972,0.593561,0.438461,0.699164,0.151751,0.357947,0.827673,0.790419,?
0.712575,0.817369,0.583501,0.492307,0.752089,0.120623,0.389237,0.815094,0.772455,?
0.730538,0.790549,0.597585,0.505128,0.654596,0.159533,0.291615,0.788679,0.796407,?
0.754491,0.767561,0.577465,0.610256,0.610028,0.237354,0.076345,0.767296,0.808383,?
0.730538,0.721584,0.539235,0.694871,0.568245,0.350195,0.126408,0.725786,0.772455,?
0.736526,0.675607,0.490946,0.764102,0.520891,0.385214,0.193992,0.69434,0.742515,?
0.736526,0.636015,0.422535,0.75641,0.445682,0.439689,0.256571,0.656604,0.766467,?
0.736526,0.621967,0.400402,0.766666,0.462396,0.564202,0.282854,0.626415,0.778443,?
0.742515,0.58493,0.380282,0.720513,0.417827,0.486381,0.301627,0.612579,0.784431,?
0.754489,0.574713,0.311871,0.684615,0.359331,0.529183,0.269086,0.593711,0.796407,?
0.766466,0.564496,0.323944,0.653846,0.356546,0.552529,0.320401,0.578616,0.784431,?
0.778441,0.574713,0.334004,0.638461,0.350975,0.439689,0.329161,0.587421,0.790419,?
0.76048,0.565773,0.323944,0.574359,0.339833,0.486381,0.285357,0.58239,0.796407,?
0.754489,0.551724,0.307847,0.505128,0.259053,0.533074,0.291615,0.569811,0.802395,?
0.778443,0.54023,0.305835,0.489743,0.261838,0.525292,0.295369,0.563522,0.802395,?
0.766466,0.555556,0.356137,0.464102,0.225627,0.330739,0.329161,0.56478,0.802395,?
0.772453,0.550447,0.434608,0.420513,0.194986,0.143969,0.347935,0.568553,0.778443,?
0.772453,0.572158,0.501006,0.366667,0.058496,0.22179,0.342929,0.581132,0.790419,?
0.778443,0.627075,0.521127,0.353846,0.058496,0.287938,0.257822,0.631447,0.808383,?
0.808383,0.687101,0.511066,0.358974,0.064067,0.264591,0.270338,0.695597,0.844311,?
0.79042,0.754789,0.458753,0.384615,0.111421,0.124514,0.340426,0.753459,0.814371,?
0.76048,0.786718,0.476861,0.430769,0.130919,0.070039,0.316646,0.793711,0.796407,?
0.772453,0.807152,0.432596,0.482051,0.208914,0.101167,0.399249,0.825157,0.820359,?
0.796406,0.817369,0.376258,0.494872,0.275766,0.233463,0.205257,0.828931,0.826347,?
0.784431,0.798212,0.352113,0.484615,0.275766,0.229572,0.236546,0.820126,0.820359,?
0.748501,0.790549,0.344064,0.469231,0.24234,0.237354,0.155194,0.807547,0.826347,?
0.796406,0.780332,0.338028,0.446154,0.208914,0.214008,0.192741,0.803774,0.820359,?
0.81437,0.765006,0.364185,0.433333,0.267409,0.206226,0.141427,0.783648,0.808383,?
0.796406,0.736909,0.37827,0.464102,0.231198,0.167315,0.221527,0.766038,0.808383,?
0.730538,0.724138,0.38833,0.420513,0.264624,0.303502,0.121402,0.745912,0.766467,?
0.748501,0.717752,0.43662,0.34359,0.069638,0.206226,0.145181,0.740881,0.814371,?
0.760478,0.720307,0.503018,0.328205,0.966574,0.182879,0.192741,0.733333,0.808383,?
0.736526,0.721584,0.537223,0.353846,0.005571,0.217899,0.166458,0.733333,0.850299,?
0.7006,0.716475,0.579477,0.41282,0.869081,0.101167,0.182728,0.724528,0.826347,?
0.730538,0.713921,0.587525,0.476923,0.738162,0.116732,0.251564,0.724528,0.784431,?
0.73054,0.716475,0.533199,0.574359,0.537604,0.155642,0.294118,0.720755,0.802395,?
0.718563,0.701149,0.488934,0.610256,0.54039,0.276265,0.137672,0.710692,0.802395,?
0.724549,0.685824,0.416499,0.610256,0.45961,0.237354,0.16771,0.695597,0.802395,?
0.766466,0.676884,0.38833,0.620513,0.412256,0.299611,0.092616,0.691824,0.790419,?
0.802395,0.680715,0.38833,0.594872,0.345404,0.233463,0.123905,0.695597,0.796407,?
0.796406,0.67433,0.394366,0.582051,0.359331,0.22179,0.125156,0.693082,0.832335,?
0.760478,0.669221,0.408451,0.530769,0.364903,0.159533,0.204005,0.684277,0.820359,?
0.79042,0.662835,0.360161,0.530769,0.339833,0.280156,0.111389,0.679245,0.826347,?
0.814371,0.643678,0.311871,0.45641,0.261838,0.268482,0.133917,0.665409,0.820359,?
0.802393,0.601533,0.301811,0.353846,0.200557,0.229572,0.151439,0.636478,0.820359,?
0.76048,0.559387,0.364185,0.274359,0.164345,0.233463,0.133917,0.601258,0.826347,?
0.796406,0.56705,0.45674,0.225641,0.050139,0.225681,0.18398,0.588679,0.838323,?
0.79042,0.60281,0.515091,0.305128,0.008357,0.206226,0.369212,0.603774,0.850299,?
0.796406,0.634738,0.511066,0.394872,0.013928,0.023346,0.356696,0.627673,0.826347,?
0.79042,0.67433,0.498994,0.466666,0.169916,0.116732,0.418023,0.669182,0.844311,?
0.832335,0.715198,0.468813,0.543589,0.203343,0.143969,0.356696,0.715723,0.862275,?
0.838323,0.772669,0.462777,0.587179,0.428969,0.11284,0.345432,0.768553,0.856287,?
0.826346,0.803321,0.434608,0.594871,0.512535,0.190661,0.299124,0.806289,0.862275,?
0.784431,0.835249,0.368209,0.55641,0.384401,0.175097,0.206508,0.844025,0.850299,?
0.832335,0.846743,0.299799,0.492307,0.325905,0.287938,0.136421,0.862893,0.862275,?
0.844311,0.833972,0.251509,0.538461,0.292479,0.404669,0.171464,0.860377,0.88024,?
0.838321,0.804598,0.297787,0.6,0.284123,0.451362,0.205257,0.831447,0.868263,?
0.802395,0.816092,0.358149,0.623077,0.359331,0.291829,0.274093,0.826415,0.856287,?
0.8503,0.817369,0.408451,0.628205,0.331476,0.29572,0.211514,0.81761,0.868263,?
0.862275,0.812261,0.430583,0.65641,0.440111,0.307393,0.166458,0.818868,0.868263,?
0.82036,0.810983,0.486922,0.592307,0.473538,0.225681,0.219024,0.821384,0.844311,?
0.784431,0.821201,0.492958,0.525641,0.462396,0.085603,0.250313,0.832704,0.844311,?
0.84431,0.844189,0.535211,0.458974,0.852368,0.058366,0.306633,0.846541,0.856287,?
0.8503,0.8659,0.555332,0.458974,0.883008,0.143969,0.401752,0.867925,0.832335,?
0.808383,0.877395,0.541248,0.417949,0.827298,0.120623,0.44806,0.885535,0.808383,?
0.76048,0.897829,0.472837,0.461538,0.155989,0.070039,0.516896,0.898113,0.796407,?
0.802395,0.904215,0.476861,0.51282,0.526462,0.058366,0.491865,0.906918,0.790419,?
0.82036,0.911877,0.472837,0.469231,0.830084,0.035019,0.46433,0.91195,0.826347,?
0.796406,0.893997,0.452716,0.502564,0.401114,0.07393,0.602003,0.900629,0.808383,?
0.766466,0.886335,0.426559,0.487179,0.362117,0.101167,0.623279,0.890566,0.784431,?
0.814371,0.867178,0.39839,0.466666,0.398329,0.085603,0.723404,0.879245,0.766467,?
0.820358,0.841635,0.418511,0.494872,0.275766,0.155642,0.571965,0.85283,0.784431,?
0.76048,0.800766,0.426559,0.482051,0.412256,0.128405,0.578223,0.816352,0.772455,?
0.802395,0.770115,0.478873,0.489743,0.350975,0.116732,0.491865,0.78239,0.760479,?
0.796406,0.749681,0.507042,0.489743,0.576602,0.050584,0.571965,0.759748,0.820359,?
0.802395,0.742018,0.55332,0.507692,0.623955,0.101167,0.490613,0.752201,0.844311,?
0.760478,0.747126,0.515091,0.520513,0.738162,0.143969,0.459324,0.744654,0.796407,?
0.766466,0.744572,0.503018,0.520513,0.584958,0.081712,0.576971,0.748428,0.784431,?
0.772455,0.752235,0.498994,0.523077,0.640669,0.136187,0.51189,0.754717,0.796407,?
0.82036,0.763729,0.466801,0.558974,0.534819,0.143969,0.630788,0.767296,0.856287,?
0.808383,0.749681,0.408451,0.610256,0.381616,0.245136,0.261577,0.762264,0.91018,?
0.82036,0.750958,0.38833,0.607692,0.384401,0.241245,0.235294,0.758491,0.904192,?
0.862275,0.752235,0.448692,0.615384,0.398329,0.22179,0.221527,0.76478,0.922156,?
0.91018,0.773946,0.484909,0.633333,0.4039,0.198444,0.289111,0.771069,0.922156,?
0.838323,0.790549,0.565392,0.579487,0.643454,0.249027,0.20025,0.793711,0.874251,?
0.826346,0.809706,0.492958,0.533333,0.537604,0.089494,0.284105,0.813836,0.886228,?
0.832335,0.804598,0.462777,0.564102,0.451253,0.124514,0.341677,0.823899,0.91018,?
0.856286,0.793103,0.412475,0.558974,0.359331,0.178988,0.357947,0.810063,0.934132,?
0.850298,0.771392,0.400402,0.625641,0.381616,0.225681,0.22403,0.787421,0.904192,?
0.862275,0.753512,0.404427,0.635897,0.43454,0.272374,0.28035,0.762264,0.856287,?
0.862273,0.736909,0.482897,0.682051,0.473538,0.241245,0.266583,0.745912,0.892216,?
0.856286,0.744572,0.515091,0.615384,0.48468,0.241245,0.279099,0.745912,0.922156,?
0.82036,0.750958,0.523139,0.558974,0.607242,0.093385,0.352941,0.743396,0.886228,?
0.808383,0.736909,0.490946,0.515384,0.674095,0.143969,0.354193,0.744654,0.832335,?
0.832335,0.729246,0.464789,0.520513,0.158774,0.035019,0.443054,0.740881,0.826347,?
0.874251,0.704981,0.426559,0.510256,0.094708,0.182879,0.421777,0.714465,0.874251,?
0.862275,0.652618,0.400402,0.617948,0.376045,0.354086,0.217772,0.67044,0.898204,?
0.856286,0.604087,0.450704,0.633333,0.409471,0.268482,0.211514,0.61761,0.898204,?
0.832335,0.570881,0.486921,0.607692,0.548747,0.287938,0.20776,0.596226,0.886228,?
0.874251,0.536398,0.501006,0.597436,0.401114,0.198444,0.220275,0.559748,0.850299,?
0.850298,0.499361,0.555332,0.528205,0.551532,0.272374,0.245307,0.510692,0.868263,?
0.832333,0.457216,0.62173,0.461538,0.523677,0.151751,0.291615,0.469182,0.868263,?
0.856286,0.46871,0.700201,0.366667,0.869081,0.342412,0.305382,0.459119,0.874251,?
0.862273,0.505747,0.782696,0.371795,0.830084,0.59144,0.307885,0.475472,0.844311,?
0.862273,0.530013,0.772636,0.435897,0.791086,0.474708,0.387985,0.522013,0.874251,?
0.820358,0.555556,0.738431,0.535897,0.740947,0.466926,0.257822,0.554717,0.874251,?
0.832333,0.586207,0.694165,0.589743,0.682451,0.428016,0.285357,0.577358,0.868263,?
0.832335,0.600255,0.625755,0.615384,0.671309,0.346304,0.36796,0.597484,0.868263,?
0.826346,0.616858,0.577465,0.51282,0.785515,0.29572,0.381727,0.611321,0.844311,?
0.796406,0.616858,0.531187,0.474359,0.807799,0.190661,0.370463,0.628931,0.814371,?
0.814371,0.63857,0.523139,0.461538,0.827298,0.070039,0.381727,0.655346,0.838323,?
0.826346,0.651341,0.551308,0.51282,0.623955,0.136187,0.341677,0.666667,0.856287,?
0.79042,0.62963,0.448692,0.594871,0.462396,0.249027,0.254068,0.645283,0.868263,?
0.84431,0.536398,0.414487,0.658974,0.337047,0.478599,0.242804,0.568553,0.802395,?
0.886226,0.487867,0.615694,0.615384,0.54039,0.264591,0.289111,0.484277,0.862275,?
0.91018,0.518519,0.645875,0.446154,0.75766,0.171206,0.423029,0.485535,0.862275,?
0.898201,0.547893,0.692153,0.389743,0.930362,0.412451,0.394243,0.538365,0.862275,?
0.814371,0.605364,0.712274,0.425641,0.816156,0.365759,0.456821,0.606289,0.874251,?
0.814371,0.64751,0.657948,0.551282,0.70195,0.322957,0.410513,0.641509,0.874251,?
0.832335,0.661558,0.651911,0.664102,0.660167,0.373541,0.379224,0.656604,0.874251,?
0.826346,0.633461,0.539235,0.661538,0.590529,0.361868,0.317897,0.636478,0.850299,?
0.766466,0.590038,0.54326,0.587179,0.537604,0.151751,0.418023,0.603774,0.772455,?
0.796406,0.57599,0.625755,0.502564,0.846797,0.268482,0.397997,0.579874,0.772455,?
0.808383,0.582375,0.665996,0.55641,0.740947,0.2607,0.347935,0.587421,0.850299,?
0.78443,0.590038,0.661972,0.558974,0.662953,0.18677,0.335419,0.598742,0.790419,?
0.754489,0.63857,0.663984,0.471795,0.724234,0.319066,0.340426,0.628931,0.850299,?
0.82036,0.678161,0.647887,0.54359,0.752089,0.338521,0.335419,0.671698,0.868263,?
0.838323,0.697318,0.641851,0.674359,0.640669,0.326848,0.395494,0.698113,0.88024,?
0.808383,0.684547,0.67002,0.661538,0.654596,0.361868,0.396746,0.68805,0.826347,?
0.778441,0.670498,0.665996,0.641025,0.657382,0.389105,0.377972,0.671698,0.850299,?
0.82036,0.675607,0.615694,0.589743,0.682451,0.33463,0.336671,0.669182,0.844311,?
0.802393,0.661558,0.549296,0.528205,0.660167,0.361868,0.359199,0.67044,0.844311,?
0.790418,0.652618,0.430583,0.541025,0.498607,0.140078,0.364205,0.665409,0.796407,?
0.820358,0.61175,0.400402,0.628205,0.392758,0.272374,0.349186,0.638994,0.850299,?
0.856286,0.554278,0.490946,0.723077,0.342618,0.350195,0.195244,0.581132,0.856287,?
0.928143,0.530013,0.635815,0.733333,0.504178,0.361868,0.191489,0.515723,0.88024,?
0.838323,0.528736,0.690141,0.723077,0.643454,0.486381,0.289111,0.520755,0.868263,?
0.838323,0.533844,0.603622,0.671795,0.579387,0.40856,0.375469,0.537107,0.832335,?
0.856286,0.546616,0.593561,0.653846,0.551532,0.33463,0.349186,0.540881,0.844311,?
0.868263,0.546616,0.573441,0.658974,0.48468,0.315175,0.320401,0.52956,0.88024,?
0.826346,0.536398,0.579477,0.605128,0.729805,0.14786,0.385482,0.532075,0.802395,?
0.748501,0.521073,0.615694,0.625641,0.554318,0.178988,0.347935,0.525786,0.772455,?
0.79042,0.498084,0.511066,0.605128,0.426184,0.159533,0.380476,0.535849,0.754491,?
0.862275,0.508301,0.511066,0.420513,0.114206,0.163424,0.394243,0.535849,0.832335,?
