@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6'

@attribute air numeric
@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute APD numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.335331,0.372925,0.531187,0.54359,0.373541,0.449312,1
0.257486,0.374202,0.513078,0.469231,0.105058,0.468085,1
0.287426,0.389527,0.571429,0.392308,0.151751,0.396746,3
0.311379,0.509579,0.722334,0.307692,0.420233,0.558198,2
0.263474,0.528736,0.722334,0.297436,0.599222,0.493116,3
0.227545,0.61175,0.748491,0.251282,0.653696,0.453066,3
0.245509,0.666667,0.754527,0.192308,0.661479,0.560701,3
0.479041,0.62069,0.44668,0.579487,0.357977,0.635795,3
0.353294,0.775223,0.559356,0.620513,0.175097,0.31164,0
0.395209,0.786718,0.44668,0.653846,0.252918,0.242804,0
0.449101,0.772669,0.366197,0.658974,0.319066,0.296621,1
0.437126,0.743295,0.360161,0.635897,0.365759,0.392991,1
0.419162,0.725415,0.366197,0.589744,0.264591,0.404255,2
0.449101,0.703704,0.352113,0.507692,0.214008,0.494368,1
0.395211,0.519796,0.344064,0.635897,0.571984,0.476846,2
0.443114,0.546616,0.422535,0.605128,0.447471,0.484355,2
0.383234,0.526181,0.283702,0.797436,0.540856,0.337922,3
0.419162,0.52235,0.649899,0.492308,0.241245,0.531915,2
0.389222,0.560664,0.39839,0.682051,0.237354,0.649562,3
0.413174,0.578544,0.468813,0.615385,0.357977,0.628285,2
0.425151,0.591315,0.557344,0.679487,0.311284,0.595745,2
0.251497,0.679438,0.321932,0.338462,0.140078,0.478098,2
0.341319,0.810983,0.672032,0.641026,0.373541,0.366708,2
0.431139,0.596424,0.197183,0.553846,0.536965,0.197747,2
0.455091,0.560664,0.279678,0.625641,0.649805,0.345432,2
0.449102,0.579821,0.468813,0.635897,0.486381,0.416771,2
0.407186,0.577267,0.527163,0.589744,0.268482,0.463079,2
0.395209,0.609195,0.569417,0.582051,0.143969,0.544431,2
0.365271,0.708812,0.573441,0.664103,0.322957,0.428035,1
0.371259,0.758621,0.49497,0.630769,0.291829,0.465582,1
0.473052,0.758621,0.444668,0.669231,0.33463,0.399249,1
0.449102,0.782886,0.392354,0.615385,0.307393,0.390488,1
0.419161,0.804598,0.406439,0.630769,0.237354,0.455569,1
0.431137,0.842912,0.368209,0.517949,0.198444,0.434293,1
0.449101,0.84802,0.307847,0.482051,0.29572,0.355444,1
0.389222,0.802043,0.195171,0.407692,0.48249,0.269086,2
0.473054,0.720307,0.070422,0.397436,0.626459,0.297872,2
0.383234,0.596424,0.295775,0.405128,0.400778,0.420526,2
0.377246,0.59387,0.261569,0.44359,0.381323,0.455569,2
0.389222,0.851852,0.364185,0.497436,0.175097,0.536921,0
0.425151,0.720307,0.573441,0.451282,0.151751,0.314143,0
0.383234,0.546616,0.476861,0.625641,0.280156,0.356696,1
0.431139,0.581098,0.647887,0.538462,0.272374,0.282854,2
0.389222,0.586207,0.641851,0.607692,0.326848,0.44806,2
0.389222,0.60281,0.736419,0.54359,0.385214,0.416771,2
0.377246,0.434227,0.458752,0.279487,0.202335,0.598248,2
0.365269,0.384419,0.412475,0.694872,0.435798,0.520651,2
0.323352,0.238825,0.89336,0.61282,0.677043,0.554443,3
0.371257,0.236271,0.885312,0.61282,0.657588,0.67209,3
0.377246,0.254151,0.859155,0.502564,0.529183,0.793492,3
0.359281,0.310345,0.794769,0.305128,0.529183,0.550688,3
0.293414,0.384419,0.802817,0.271795,0.657588,0.50438,2
0.305391,0.402299,0.754527,0.382051,0.48249,0.463079,2
0.239522,0.45977,0.637827,0.328205,0.206226,1,2
0.443114,0.578544,0.382294,0.246154,0.361868,0.212766,1
0.497006,0.544061,0.430583,0.346154,0.389105,0.20025,0
0.413174,0.471264,0.402414,0.861538,0.626459,0.419274,3
0.395211,0.49553,0.362173,0.853846,0.59144,0.515645,3
0.419162,0.512133,0.307847,0.74359,0.649805,0.515645,3
0.443112,0.57599,0.513078,0.666667,0.307393,0.531915,2
0.419162,0.588761,0.476861,0.758974,0.307393,0.450563,2
0.461079,0.50447,0.549296,0.541026,0.163424,0.536921,2
0.389222,0.568327,0.31992,0.671795,0.357977,0.623279,2
0.419161,0.57599,0.386318,0.635897,0.451362,0.612015,2
0.413174,0.560664,0.418511,0.782051,0.40856,0.441802,2
0.461079,0.496807,0.422535,0.725641,0.548638,0.434293,2
0.401199,0.514687,0.716298,0.615385,0.29572,0.458073,2
0.407186,0.565773,0.742455,0.630769,0.478599,0.396746,2
0.365271,0.684547,0.583501,0.607692,0.299611,0.454318,2
0.425149,0.711367,0.519115,0.653846,0.307393,0.441802,2
0.491019,0.463602,0.412475,0.792308,0.684825,0.449312,3
0.508981,0.45977,0.597586,0.817949,0.525292,0.516896,2
0.461079,0.521073,0.555332,0.830769,0.55642,0.450563,3
0.437126,0.57599,0.56338,0.751282,0.470817,0.540676,3
0.359282,0.604087,0.525151,0.735897,0.326848,0.578223,2
0.431139,0.618135,0.498994,0.641026,0.280156,0.509387,2
0.431139,0.633461,0.555332,0.676923,0.357977,0.302879,1
0.502994,0.634738,0.201207,0.561538,0.509728,0.434293,2
0.437126,0.628352,0.301811,0.330769,0.447471,0.541927,2
0.353294,0.627075,0.323944,0.307692,0.44358,0.483104,2
0.443114,0.632184,0.38833,0.330769,0.40856,0.521902,2
0.341319,0.644955,0.338028,0.382051,0.40856,0.509387,2
0.305391,0.664112,0.400402,0.382051,0.389105,0.50438,1
0.419162,0.632184,0.334004,0.546154,0.256809,0.39174,1
0.455089,0.613027,0.317907,0.535897,0.346304,0.262829,1
0.479041,0.590038,0.321932,0.546154,0.404669,0.232791,1
0.508983,0.579821,0.344064,0.738462,0.400778,0.290363,1
0.359281,0.669221,0.507042,0.54359,0.167315,0.536921,1
0.443114,0.60281,0.245473,0.528205,0.315175,0.449312,2
0.508983,0.46871,0.307847,0.584615,0.735409,0.314143,2
0.473054,0.435504,0.627767,0.784615,0.677043,0.397997,2
0.467066,0.457216,0.591549,0.651282,0.498054,0.359199,2
0.437126,0.435504,0.515091,0.505128,0.245136,0.385482,2
0.455091,0.383142,0.438632,0.5,0.120623,0.451815,2
0.526946,0.346105,0.422535,0.584615,0.330739,0.436796,2
0.401197,0.344828,0.744467,0.75641,0.642023,0.341677,2
0.479041,0.33461,0.235412,0.723077,0.548638,0.556946,3
0.502992,0.347382,0.704225,0.741026,0.29572,0.549437,3
0.508983,0.463602,0.820926,0.735897,0.840467,0.553191,3
0.467066,0.564496,0.565392,0.666667,0.396887,0.569462,2
0.550899,0.544061,0.311871,0.661538,0.311284,0.515645,2
0.574851,0.398467,0.253521,0.410256,0.322957,0.531915,2
0.443114,0.328225,0.619718,0.248718,0.365759,0.474343,2
0.371257,0.47765,0.746479,0.433333,0.299611,0.556946,2
0.317366,0.559387,0.665996,0.479487,0.447471,0.392991,2
0.221557,0.616858,0.637827,0.405128,0.361868,0.484355,2
0.233534,0.662835,0.605634,0.417949,0.455253,0.501877,2
0.233534,0.688378,0.55332,0.407692,0.315175,0.501877,2
0.155689,0.707535,0.498994,0.441026,0.198444,0.508135,2
0.227545,0.694764,0.454728,0.464103,0.105058,0.529412,1
0.221557,0.678161,0.402414,0.451282,0.124514,0.524406,1
0.263474,0.67433,0.404427,0.520513,0.116732,0.500626,1
0.281439,0.659004,0.434608,0.525641,0.128405,0.513141,0
0.353294,0.648787,0.323944,0.525641,0.311284,0.413016,1
0.347306,0.675607,0.589537,0.641026,0.385214,0.505632,2
0.383234,0.648787,0.45674,0.510256,0.252918,0.389237,1
0.383234,0.583653,0.56338,0.582051,0.175097,0.484355,1
0.419162,0.556833,0.597585,0.548718,0.175097,0.36796,1
0.341319,0.772669,0.643863,0.441026,0.225681,0.496871,1
0.395211,0.794381,0.613682,0.44359,0.085603,0.434293,1
0.365271,0.787995,0.49497,0.507692,0.167315,0.436796,0
0.389222,0.767561,0.38833,0.54359,0.229572,0.410513,0
0.443114,0.697318,0.255533,0.54359,0.389105,0.196496,1
0.401197,0.676884,0.259557,0.44359,0.447471,0.245307,1
0.257486,0.600255,0.682093,0.44359,0.36965,0.331665,2
0.341319,0.833972,0.678068,0.466667,0.381323,0.683354,3
0.311379,0.831418,0.581489,0.592308,0.322957,0.742178,2
0.371259,0.503193,0.060362,0.669231,0.727626,0.409262,3
0.383234,0.266922,0.344064,0.505128,0.579767,0.65582,3
0.371257,0.344828,0.376258,0.294872,0.40856,0.589487,2
0.389222,0.473819,0.521127,0.476923,0.143969,0.624531,2
0.377246,0.227331,0.498994,0.753846,0.684825,0.317897,2
0.383232,0.206897,0.857143,0.461538,0.548638,0.359199,3
0.317366,0.237548,0.911469,0.530769,0.529183,0.46433,3
0.245511,0.719029,0.712274,0.174359,0.595331,0.476846,3
0.281439,0.759898,0.672032,0.269231,0.540856,0.489362,2
0.443114,0.630907,0.327968,0.341026,0.307393,0.366708,0
0.443114,0.555556,0.460765,0.633333,0.307393,0.261577,1
0.473054,0.532567,0.348089,0.551282,0.264591,0.399249,1
0.473054,0.466156,0.255533,0.553846,0.392996,0.379224,1
0.485031,0.403576,0.299799,0.664103,0.40856,0.314143,2
0.395211,0.412516,0.408451,0.820513,0.540856,0.296621,2
0.377246,0.619413,0.641851,0.630769,0.373541,0.468085,2
0.413174,0.655172,0.551308,0.641026,0.40856,0.435544,2
0.413174,0.688378,0.366197,0.702564,0.389105,0.49562,2
0.425151,0.578544,0.225352,0.758974,0.657588,0.35169,3
0.401199,0.614304,0.509054,0.55641,0.214008,0.554443,2
0.371257,0.59387,0.593561,0.610256,0.299611,0.489362,1
0.341319,0.696041,0.571429,0.561538,0.311284,0.392991,1
0.413174,0.704981,0.515091,0.561538,0.206226,0.392991,1
0.431137,0.712644,0.559356,0.725641,0.463035,0.210263,1
0.514971,0.577267,0.521127,0.682051,0.2607,0.438048,2
0.455091,0.551724,0.589537,0.638462,0.237354,0.421777,2
0.449101,0.587484,0.561368,0.707692,0.377432,0.396746,2
0.347306,0.692209,0.418511,0.620513,0.55642,0.252816,2
0.419162,0.671775,0.305835,0.607692,0.392996,0.347935,2
0.455091,0.642401,0.255533,0.605128,0.466926,0.322904,2
0.413174,0.625798,0.229376,0.441026,0.494163,0.44806,3
0.347306,0.538953,0.17505,0.369231,0.610895,0.334168,2
0.401199,0.54023,0.241449,0.471795,0.66537,0.390488,3
0.514971,0.574713,0.321932,0.525641,0.560311,0.510638,2
0.473054,0.590038,0.289738,0.520513,0.424125,0.479349,2
0.502994,0.568327,0.253521,0.407692,0.365759,0.529412,2
0.479041,0.551724,0.37827,0.407692,0.470817,0.480601,3
0.467066,0.609195,0.484909,0.464103,0.463035,0.516896,2
0.425149,0.657727,0.396378,0.533333,0.311284,0.53567,2
0.514971,0.650064,0.245473,0.594872,0.276265,0.530663,2
0.544911,0.605364,0.146881,0.65641,0.540856,0.401752,2
0.622754,0.614304,0.193159,0.694872,0.571984,0.395494,3
0.526946,0.613027,0.342052,0.658974,0.575875,0.521902,3
0.502994,0.627075,0.39839,0.610256,0.178988,0.588235,2
0.491019,0.62069,0.482897,0.54359,0.163424,0.541927,2
0.508983,0.605364,0.492958,0.492308,0.093385,0.513141,2
0.461079,0.60281,0.587525,0.484615,0.143969,0.570713,2
0.413174,0.615581,0.676056,0.435897,0.140078,0.52816,1
0.389221,0.641124,0.639839,0.466667,0.182879,0.548185,1
0.395209,0.650064,0.573441,0.474359,0.206226,0.505632,1
0.413174,0.644955,0.454728,0.453846,0.175097,0.510638,1
0.413174,0.639847,0.384306,0.566667,0.210117,0.533166,0
0.491019,0.569604,0.400402,0.638462,0.264591,0.32791,1
0.473052,0.512133,0.201207,0.7,0.607004,0.265332,3
0.532934,0.446999,0.243461,0.794872,0.673152,0.443054,3
0.562872,0.422733,0.350101,0.787179,0.614786,0.429287,3
0.538921,0.439336,0.406439,0.820513,0.51751,0.505632,3
0.473052,0.53129,0.573441,0.805128,0.548638,0.513141,3
0.449101,0.621967,0.511066,0.684615,0.420233,0.531915,3
0.520959,0.642401,0.331992,0.569231,0.346304,0.558198,2
0.467066,0.528736,0.126761,0.55641,0.536965,0.569462,3
0.622753,0.422733,0.191147,0.866667,0.649805,0.599499,3
0.544911,0.358876,0.307847,0.897436,0.642023,0.576971,3
0.526946,0.326948,0.279678,0.853846,0.560311,0.609512,3
0.526946,0.259259,0.317907,0.797436,0.735409,0.553191,3
0.473052,0.273308,0.509054,0.7,0.303502,0.645807,3
0.455091,0.288633,0.649899,0.715385,0.392996,0.571965,3
0.401199,0.348659,0.678068,0.782051,0.505837,0.53567,3
0.514971,0.390805,0.537223,0.810256,0.48249,0.553191,3
0.497006,0.390805,0.474849,0.751282,0.342412,0.619524,3
0.449102,0.346105,0.674044,0.510256,0.463035,0.55194,2
0.395209,0.404853,0.605634,0.538462,0.280156,0.613267,2
0.425149,0.43295,0.462777,0.515385,0.108949,0.59199,2
0.425151,0.430396,0.358149,0.489744,0.190661,0.624531,2
0.449101,0.411239,0.346076,0.394872,0.291829,0.602003,2
0.461077,0.399745,0.442656,0.305128,0.400778,0.474343,2
0.443114,0.412516,0.595573,0.223077,0.525292,0.403004,2
0.419162,0.47765,0.686117,0.266667,0.55642,0.354193,2
0.401199,0.560664,0.710262,0.341026,0.326848,0.379224,1
0.365271,0.632184,0.655936,0.430769,0.22179,0.456821,1
0.497006,0.279693,0.56338,0.579487,0.132296,0.489362,2
0.473052,0.416347,0.545272,0.751282,0.463035,0.493116,2
0.437126,0.394636,0.392354,0.779487,0.416342,0.475594,2
0.532934,0.380587,0.492958,0.735897,0.455253,0.463079,2
0.479043,0.412516,0.629779,0.684615,0.466926,0.52816,2
0.562874,0.45083,0.420523,0.697436,0.416342,0.560701,2
0.425151,0.734355,0.311871,0.579487,0.276265,0.235294,1
0.467066,0.675607,0.275654,0.351282,0.431907,0.265332,2
0.281439,0.507024,0.641851,0.410256,0.299611,0.479349,1
0.281437,0.52235,0.665996,0.361538,0.276265,0.361702,2
0.239522,0.545338,0.676056,0.317949,0.385214,0.340426,2
0.233534,0.573436,0.724346,0.420513,0.536965,0.350438,2
0.365269,0.624521,0.517103,0.653846,0.249027,0.563204,1
0.359281,0.808429,0.758551,0.451282,0.529183,0.633292,3
0.508981,0.349936,0.273642,0.774359,1,0.635795,3
0.467066,0.316731,0.661972,0.794872,0.513619,0.733417,3
0.377246,0.301405,0.575453,0.817949,0.51751,0.620776,3
0.413174,0.256705,0.448692,0.874359,0.607004,0.627034,3
0.383234,0.237548,0.374245,0.738462,0.743191,0.669587,3
0.371259,0.265645,0.822938,0.392308,0.59144,0.645807,3
0.425149,0.669221,0.327968,0.448718,0.210117,0.455569,1
0.532934,0.547893,0.438632,0.441026,0.198444,0.251564,0
0.473052,0.559387,0.452716,0.584615,0.066148,0.320401,0
0.383232,0.592593,0.551308,0.5,0.163424,0.559449,2
0.413174,0.675607,0.557344,0.676923,0.303502,0.320401,1
0.425149,0.684547,0.595573,0.592308,0.217899,0.357947,1
0.359282,0.715198,0.490946,0.694872,0.307393,0.206508,1
0.443114,0.724138,0.629779,0.682051,0.377432,0.221527,1
0.437126,0.731801,0.466801,0.651282,0.264591,0.28786,1
0.502994,0.623244,0.400402,0.853846,0.626459,0.336671,2
0.491017,0.59387,0.537223,0.838462,0.571984,0.370463,2
0.449101,0.591315,0.529175,0.779487,0.498054,0.390488,2
0.449101,0.581098,0.597586,0.741026,0.365759,0.443054,2
0.413172,0.583653,0.692153,0.574359,0.315175,0.59199,2
0.431137,0.642401,0.72837,0.387179,0.439689,0.508135,2
0.407186,0.835249,0.641851,0.410256,0.311284,0.361702,1
0.299402,0.897829,0.54326,0.535897,0.252918,0.34418,1
0.335329,0.878672,0.595573,0.638462,0.412451,0.235294,1
0.365269,0.851852,0.647887,0.741026,0.455253,0.206508,1
0.323354,0.802043,0.716298,0.689744,0.412451,0.309136,2
0.311379,0.771392,0.657948,0.707692,0.377432,0.39174,2
0.299402,0.756066,0.651911,0.679487,0.311284,0.480601,2
0.299402,0.744572,0.595573,0.682051,0.319066,0.40801,1
0.269462,0.724138,0.55332,0.638462,0.303502,0.355444,1
0.233534,0.717752,0.474849,0.651282,0.237354,0.390488,1
0.18563,0.713921,0.338028,0.223077,0.490272,0.441802,3
0.155689,0.715198,0.470825,0.235897,0.357977,0.486859,2
0.173654,0.711367,0.384306,0.279487,0.163424,0.530663,1
0.215571,0.680715,0.346076,0.405128,0.303502,0.480601,2
0.209582,0.613027,0.199195,0.4,0.548638,0.281602,2
0.526946,0.356322,0.442656,0.669231,0.342412,0.683354,3
0.508981,0.323116,0.484909,0.633333,0.229572,0.625782,2
0.461079,0.675607,0.293763,0.284615,0.416342,0.413016,1
0.467066,0.678161,0.370221,0.215385,0.33463,0.339174,1
0.508983,0.688378,0.438632,0.217949,0.315175,0.321652,1
0.502994,0.715198,0.501006,0.215385,0.365759,0.246558,1
0.502994,0.738186,0.559356,0.264103,0.303502,0.209011,0
0.485031,0.754789,0.557344,0.307692,0.233463,0.212766,0
0.479043,0.772669,0.54326,0.323077,0.136187,0.198999,0
0.532934,0.694764,0.511066,0.689744,0.315175,0.317897,1
0.485029,0.661558,0.501006,0.805128,0.533074,0.40801,2
0.443114,0.702427,0.490946,0.766667,0.428016,0.297872,1
0.395211,0.740741,0.547284,0.694872,0.40856,0.423029,2
0.425151,0.749681,0.519115,0.694872,0.326848,0.43179,1
0.389222,0.347382,0.551308,0.505128,0.116732,0.61577,2
0.407186,0.374202,0.458752,0.582051,0.128405,0.69587,1
0.401197,0.321839,0.525151,0.782051,0.420233,0.67209,2
0.383234,0.348659,0.519115,0.679487,0.330739,0.544431,2
0.359282,0.492976,0.71831,0.476923,0.587549,0.525657,2
0.311377,0.503193,0.641851,0.479487,0.33463,0.496871,2
0.287426,0.621967,0.571429,0.458974,0.159533,0.539424,2
0.341319,0.789272,0.454728,0.620513,0.2607,0.663329,2
0.413172,0.722861,0.498994,0.607692,0.237354,0.330413,0
0.437126,0.683269,0.38833,0.769231,0.428016,0.260325,2
0.443114,0.734355,0.720322,0.358974,0.392996,0.379224,2
0.443114,0.790549,0.647887,0.394872,0.338521,0.446809,1
0.443114,0.876117,0.55332,0.438462,0.108949,0.438048,1
0.401199,0.905492,0.547284,0.541026,0.22179,0.337922,1
0.269462,0.855683,0.515091,0.246154,0.22179,0.444305,2
0.293414,0.890166,0.507042,0.389744,0.128405,0.455569,1
0.544909,0.831418,0.305835,0.864103,0.743191,0.65582,3
0.365269,0.696041,0.338028,0.366667,0.579767,0.396746,3
0.257486,0.707535,0.263581,0.297436,0.544747,0.506884,2
0.113774,0.729246,0.410463,0.315385,0.463035,0.521902,2
0.389222,0.65645,0.535211,0.502564,0.14786,0.505632,0
0.413174,0.570881,0.603622,0.417949,0.155642,0.381727,1
0.479043,0.799489,0.488934,0.433333,0.027237,0.276596,0
0.514971,0.747126,0.331992,0.682051,0.412451,0.131414,2
0.550899,0.55811,0.400402,0.615385,0.373541,0.364205,1
0.461077,0.590038,0.585513,0.805128,0.785992,0.307885,2
0.413174,0.730524,0.523139,0.748718,0.428016,0.325407,2
0.443114,0.745849,0.486921,0.671795,0.284047,0.347935,1
0.485029,0.687101,0.372233,0.712821,0.354086,0.331665,1
0.491019,0.609195,0.346076,0.741026,0.55642,0.211514,2
0.502994,0.570881,0.468813,0.723077,0.326848,0.331665,1
0.371257,0.42401,0.305835,0.471795,0.365759,0.446809,1
0.544911,0.282248,0.247485,0.417949,0.770428,0.499374,3
0.449102,0.314176,0.317907,0.682051,0.361868,0.47184,2
0.311379,0.149425,0.740443,0.866667,0.821012,0.689612,3
0.395209,0.209451,0.690141,0.876923,0.77821,0.628285,3
0.371257,0.274585,0.629779,0.882051,0.634241,0.664581,3
0.341319,0.503193,0.716298,0.51282,0.396887,0.571965,2
0.353294,0.678161,0.207243,0.592308,0.412451,0.436796,2
0.437126,0.897829,0.571429,0.484615,0.18677,0.380476,0
0.419162,0.905492,0.533199,0.484615,0.143969,0.386733,0
0.419161,0.918263,0.549296,0.494872,0.143969,0.406758,1
0.425151,0.931034,0.56338,0.458974,0.167315,0.496871,1
0.425151,0.947637,0.539235,0.446154,0.128405,0.446809,0
0.275449,0.790549,0.521127,0.128205,0.455253,0.533166,2
0.32934,0.679438,0.661972,0.533333,0.435798,0.352941,1
0.395211,0.657727,0.577465,0.733333,0.346304,0.36796,1
0.449102,0.609195,0.627767,0.664103,0.439689,0.312891,2
0.479043,0.896552,0.203219,0.725641,0.723735,0.371715,3
0.526946,0.845466,0.167002,0.815385,0.7393,0.607009,3
0.479043,0.83014,0.183099,0.882051,0.789883,0.588235,3
0.562874,0.845466,0.305835,0.817949,0.603113,0.629537,3
0.544909,0.842912,0.394366,0.789744,0.568093,0.534418,3
0.413172,0.927203,0.466801,0.323077,0.105058,0.531915,2
0.383232,0.707535,0.897384,0.335897,0.809339,0.639549,3
0.413172,0.754789,0.84507,0.276923,0.607004,0.550688,2
0.425151,0.782886,0.710262,0.353846,0.575875,0.478098,2
0.449102,0.784163,0.647887,0.423077,0.346304,0.521902,1
0.437126,0.782886,0.579477,0.44359,0.128405,0.42428,1
0.461079,0.759898,0.488934,0.471795,0.11284,0.476846,2
0.353294,0.731801,0.396378,0.433333,0.626459,0.405507,2
0.395209,0.510856,0.605634,0.387179,0.116732,0.428035,1
0.514971,0.780332,0.338028,0.648718,0.249027,0.110138,0
0.502994,0.706258,0.348089,0.723077,0.571984,0.259074,1
0.520959,0.698595,0.62173,0.605128,0.342412,0.28035,1
0.473054,0.689655,0.342052,0.674359,0.319066,0.274093,1
0.580838,0.610473,0.368209,0.879487,0.501946,0.299124,2
0.556886,0.604087,0.360161,0.702564,0.463035,0.339174,2
0.479043,0.544061,0.50503,0.692308,0.381323,0.337922,2
0.449102,0.581098,0.501006,0.723077,0.319066,0.310388,2
0.491017,0.583653,0.452716,0.576923,0.237354,0.385482,3
0.467066,0.648787,0.603622,0.294872,0.303502,0.499374,1
0.538923,0.683269,0.571429,0.282051,0.182879,0.485607,1
0.419161,0.915709,0.484909,0.664103,0.373541,0.549437,2
0.425151,0.353768,0.297787,0.374359,0.392996,0.570713,2
0.383232,0.422733,0.651911,0.341026,0.36965,0.365457,1
0.353292,0.453384,0.617706,0.397436,0.182879,0.409262,1
0.341319,0.453384,0.432596,0.497436,0.046693,0.419274,1
0.532932,0.283525,0.297787,0.5,0.361868,0.623279,3
0.485031,0.284802,0.299799,0.407692,0.385214,0.730914,3
0.449102,0.287356,0.344064,0.333333,0.357977,0.594493,2
0.413174,0.316731,0.525151,0.417949,0.206226,0.618273,2
0.502992,0.168582,0.134809,0.597436,0.638132,0.36796,3
0.497006,0.029374,0.28169,0.648718,0.875486,0.573217,3
0.431137,0.381865,0.557344,0.574359,0.214008,0.690864,2
0.437126,0.630907,0.790744,0.541026,0.638132,0.28786,3
0.317366,0.757344,0.826962,0.484615,0.607004,0.679599,3
0.413172,0.722861,0.503018,0.597436,0.18677,0.375469,1
0.455091,0.915709,0.569417,0.535897,0.225681,0.423029,1
0.443114,0.965517,0.498994,0.446154,0.042802,0.518148,1
0.191617,0.63857,0.627767,0.297436,0.252918,0.680851,3
0.26946,0.696041,0.625755,0.14359,0.622568,0.524406,3
0.461079,0.462324,0.404427,0.030769,0.607004,0.349186,3
0.479041,0.528736,0.541247,0.123077,0.560311,0.593242,2
0.395209,0.65645,0.714286,0.448718,0.498054,0.39174,2
0.389221,0.88378,0.663984,0.289744,0.354086,0.47184,2
0.395209,0.938697,0.476861,0.5,0.097276,0.602003,1
0.389222,0.93742,0.428571,0.589744,0.214008,0.604506,0
0.407186,0.933589,0.325956,0.630769,0.350195,0.337922,1
0.485031,0.9106,0.217304,0.697436,0.521401,0.259074,2
0.550898,0.872286,0.146881,0.746154,0.70428,0.586984,3
0.568861,0.877395,0.488934,0.707692,0.435798,0.50438,2
0.497006,0.923372,0.637827,0.512821,0.287938,0.51189,2
0.443112,0.945083,0.56338,0.323077,0.245136,0.525657,2
0.425151,0.864623,0.366197,0.317949,0.361868,0.548185,1
0.485031,0.734355,0.309859,0.569231,0.501946,0.329161,1
0.562874,0.564496,0.482897,0.689744,0.463035,0.346683,2
0.479041,0.518519,0.830986,0.430769,0.346304,0.449312,3
0.431137,0.633461,1,0.312821,0.922179,0.534418,3
0.449102,0.725415,0.525151,0.561538,0.256809,0.314143,1
0.556886,0.62963,0.356137,0.861538,0.575875,0.2403,2
0.455091,0.600255,0.509054,0.45641,0.190661,0.729662,2
0.491019,0.614304,0.519115,0.353846,0.210117,0.620776,2
0.491019,0.642401,0.571429,0.276923,0.361868,0.47184,2
0.526946,0.704981,0.56338,0.315385,0.089494,0.423029,1
0.401199,0.947637,0.607646,0.528205,0.319066,0.34418,2
0.538921,0.799489,0.406439,0.782051,0.579767,0.410513,2
0.538921,0.733078,0.410463,0.841026,0.548638,0.419274,2
0.544909,0.641124,0.325956,0.897436,0.51751,0.539424,3
0.556886,0.588761,0.289738,0.894872,0.673152,0.490613,3
0.431139,0.559387,0.585513,0.484615,0.178988,0.658323,2
0.347306,0.553001,0.585513,0.482051,0.178988,0.573217,2
0.329342,0.541507,0.450704,0.607692,0.280156,0.63204,2
0.395209,0.283525,0.346076,0.369231,0.645914,0.331665,2
0.431139,0.268199,0.44668,0.282051,0.357977,0.573217,2
0.395211,0.421456,0.637827,0.546154,0.319066,0.514393,1
0.479041,0.61175,0.661972,0.671795,0.381323,0.387985,2
0.359282,0.706258,0.784708,0.592308,0.599222,0.524406,3
0.077845,0.62069,0.784708,0.433333,0.533074,0.624531,3
0.413174,0.158365,0.629779,0.451282,0.322957,0.505632,2
0.497006,0.521073,0.211268,0.210256,0.540856,0.498123,2
0.437126,0.606641,0.696177,0.310256,0.451362,0.59199,2
0.425149,0.64751,0.722334,0.510256,0.529183,0.372966,2
0.401199,0.666667,0.653924,0.579487,0.365759,0.469337,2
0.449102,0.726692,0.748491,0.438462,0.55642,0.520651,2
0.425149,0.777778,0.724346,0.361538,0.412451,0.505632,3
0.359282,0.807152,0.631791,0.538462,0.346304,0.630788,2
0.353294,0.782886,0.519115,0.671795,0.178988,0.665832,2
0.485031,0.711367,0.561368,0.553846,0.470817,0.570713,2
0.467066,0.715198,0.692153,0.15641,0.669261,0.421777,2
