@RELATION "train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14"

@ATTRIBUTE air NUMERIC
@ATTRIBUTE pres NUMERIC
@ATTRIBUTE rhum NUMERIC
@ATTRIBUTE uwnd NUMERIC
@ATTRIBUTE vwnd NUMERIC
@ATTRIBUTE WDIR NUMERIC
@ATTRIBUTE WSPD NUMERIC
@ATTRIBUTE GST NUMERIC
@ATTRIBUTE DPD NUMERIC
@ATTRIBUTE APD NUMERIC
@ATTRIBUTE PRES NUMERIC
@ATTRIBUTE ATMP NUMERIC
@ATTRIBUTE WTMP NUMERIC
@ATTRIBUTE Class_WVHT {Baja, Media, Moderada, MuyAlta}

@DATA
277.899994,101660.0,77.0,13.6,-1.499998,275.0,9.2,11.7,7.14,6.07,1015.6472,6.1,6.8,Media
277.999969,102000.0,72.0,8.9,0.100002,274.0,7.5,8.7,10.0,5.85,1019.33215,6.1,6.8,Media
277.899994,102230.0,76.0,3.1,0.8,274.0,4.7,5.6,7.69,6.3,1022.0233,6.1,6.7,Media
278.799988,102270.0,74.0,2e-06,3.800002,226.0,2.0,2.8,9.09,5.95,1022.66296,6.8,6.8,Baja
279.999969,102150.0,76.0,-9.7,3.9,109.0,7.0,8.3,10.0,6.06,1022.33014,6.2,6.8,Media
280.399963,101810.0,84.0,-16.899998,6.2,111.0,12.9,15.1,5.26,4.96,1019.53455,6.2,6.4,Moderada
280.199982,101540.0,89.0,-17.199997,5.4,106.0,14.7,18.2,7.69,5.98,1016.91046,6.8,6.6,MuyAlta
280.999969,101360.0,95.0,-18.099998,7.900002,111.0,15.8,19.1,8.33,6.72,1015.20886,7.1,6.5,MuyAlta
281.199982,101370.0,98.0,-12.399999,10.900002,121.0,14.5,18.4,10.0,6.63,1014.89624,7.5,6.4,Moderada
281.200012,101480.0,97.0,-7.5,12.500002,143.0,11.6,14.0,9.09,6.5,1015.5859,7.8,6.5,Moderada
281.100006,101480.0,99.0,-7.399999,12.4,138.0,11.7,14.4,9.09,6.37,1015.5926,7.8,6.5,Moderada
281.700012,101470.0,96.0,-2.099998,13.200002,159.0,10.6,12.9,10.0,6.46,1015.0784,7.9,6.6,Moderada
281.499969,101940.0,92.0,-0.399998,9.600001,173.0,6.2,7.7,10.0,6.87,1019.57294,6.9,6.6,Moderada
281.299988,102010.0,93.0,-0.899998,5.6,156.0,2.1,3.1,8.33,6.86,1020.28815,6.8,6.7,Moderada
281.100006,101950.0,96.0,-0.9,6.200002,155.0,5.7,6.6,8.33,7.17,1019.73175,7.0,6.7,Media
280.899994,101760.0,97.0,-0.9,10.200002,168.0,9.5,10.9,10.0,6.41,1017.86115,7.4,6.7,Moderada
280.299988,101910.0,100.0,3.6,8.700003,230.0,10.2,13.2,7.14,5.98,1019.0007,7.1,6.7,Moderada
279.399994,102280.0,96.0,6.300002,2.600002,234.0,4.6,5.7,9.09,6.5,1022.4157,6.6,6.6,Media
279.0,102590.0,92.0,4.600001,-0.599997,208.0,6.7,8.0,9.09,6.71,1025.6586,6.5,6.6,Media
278.899994,102810.0,93.0,4.000001,1.3,235.0,5.9,7.3,10.0,6.43,1027.8649,6.2,6.8,Media
278.600006,103010.0,90.0,4.000001,0.8,298.0,3.3,3.9,9.09,6.56,1029.7571,5.4,6.8,Media
278.399963,103110.0,93.0,-1.2,2.8,178.0,1.6,2.4,9.09,6.26,1031.2284,4.2,6.8,Media
278.600006,102910.0,86.0,-8.099998,6.2,122.0,4.3,5.8,9.09,6.84,1029.7795,4.3,6.8,Media
279.5,102380.0,92.0,-13.499998,7.0,121.0,9.7,11.8,9.09,5.07,1024.9619,6.1,6.8,Media
280.099976,101850.0,97.0,-9.899999,8.200002,119.0,13.0,16.8,6.25,5.41,1019.4833,6.2,6.8,Moderada
280.799988,101750.0,94.0,-3.7,8.500002,123.0,10.6,12.3,9.09,6.38,1018.0031,6.5,6.8,Moderada
280.700012,101560.0,92.0,-4.1,6.3,154.0,4.5,5.5,10.0,6.7,1016.0414,6.6,6.8,Moderada
280.299988,101480.0,99.0,-2.7,-1.3,99.0,1.6,2.4,10.0,6.86,1015.19684,6.7,6.8,Media
280.199982,101810.0,99.0,-2.8,-8.0,14.0,5.3,6.4,10.81,6.95,1018.61615,6.5,6.8,Moderada
279.299988,102350.0,99.0,-1.6,-13.5,36.0,10.4,12.4,10.81,5.82,1023.94464,6.5,6.7,Media
279.899963,102860.0,77.0,-0.2,-12.8,12.0,7.7,9.4,10.81,5.97,1028.8558,6.7,6.7,Media
279.899994,103170.0,70.0,2.4,-10.2,340.0,7.4,9.8,10.81,5.48,1031.4237,5.8,6.7,Media
279.700012,103360.0,71.0,1.9,-7.9,333.0,5.3,7.1,10.0,5.6,1033.3379,5.5,6.7,Baja
279.499969,103360.0,69.0,5.8,-6.3,312.0,5.7,7.3,10.0,5.22,1033.0729,5.3,6.7,Baja
278.299988,103360.0,72.0,5.400002,-5.2,297.0,4.4,6.2,10.81,5.48,1033.103,4.8,6.6,Baja
278.600006,103310.0,72.0,3.5,-1.9,294.0,2.8,4.2,9.09,5.52,1032.7256,4.8,6.7,Baja
277.099976,103250.0,70.0,3.4,0.2,268.0,2.7,5.3,10.0,5.99,1032.1417,4.0,6.7,Baja
277.299988,103150.0,76.0,4.500001,4.1,237.0,5.2,6.7,7.69,4.68,1031.133,4.6,6.7,Baja
278.699982,103040.0,87.0,6.300002,5.900002,209.0,7.2,8.4,3.7,4.15,1030.0034,6.0,6.7,Baja
280.0,102890.0,90.0,6.500001,7.100003,225.0,7.7,9.2,5.56,4.51,1028.5062,6.8,6.7,Media
279.700012,102760.0,99.0,10.400002,4.0,245.0,9.0,10.4,6.25,4.87,1026.957,6.9,6.7,Media
279.299988,102900.0,100.0,8.0,-2.599998,295.0,6.1,7.3,6.67,4.81,1028.4539,6.6,6.7,Baja
279.100006,103040.0,98.0,4.300003,-4.199997,337.0,4.5,5.6,6.25,5.01,1030.0488,5.8,6.7,Baja
278.299988,103180.0,100.0,1.000002,-1.099998,61.0,2.9,3.6,10.81,5.64,1031.923,5.2,6.9,Baja
279.399963,103050.0,91.0,-2.6,1.500003,114.0,5.0,6.0,11.43,5.7,1030.8273,5.2,6.9,Baja
280.099976,102780.0,83.0,-2.599998,4.000003,126.0,7.2,8.5,10.81,4.48,1028.119,5.3,6.7,Baja
280.099976,102430.0,92.0,-6.3,8.900002,132.0,8.7,10.5,3.85,4.33,1024.9305,5.9,6.7,Media
280.199982,102040.0,95.0,-3.299999,9.9,140.0,9.8,11.2,5.26,4.54,1020.83856,6.5,6.6,Media
280.100006,101990.0,97.0,5.100001,7.800003,237.0,9.1,10.9,7.14,5.35,1019.6547,6.3,6.6,Media
279.399994,102240.0,96.0,8.400002,4.800002,250.0,7.6,9.2,8.33,5.73,1021.88135,6.9,6.6,Media
279.100006,102320.0,94.0,5.1,4.3,223.0,5.5,7.6,9.09,5.8,1022.91284,6.1,6.7,Media
279.200012,102230.0,96.0,1.700001,6.7,195.0,3.4,4.3,8.33,6.35,1022.2605,5.0,6.7,Media
278.700012,101790.0,99.0,-2.2,9.2,153.0,7.3,8.9,9.09,5.55,1018.23425,5.8,6.7,Media
279.199982,101520.0,91.0,3.5,9.600001,177.0,7.1,9.0,9.09,5.38,1015.0902,6.5,6.7,Media
278.299988,101410.0,92.0,6.7,6.7,233.0,9.5,12.4,5.88,5.29,1013.73773,6.1,6.7,Media
278.799988,101360.0,87.0,7.700002,9.0,235.0,6.5,8.7,7.14,5.7,1013.1204,5.9,7.0,Media
279.100006,101140.0,85.0,3.600002,8.700002,191.0,7.4,9.6,7.14,5.64,1011.2627,5.9,7.0,Baja
278.199982,100890.0,88.0,3.300002,6.500001,206.0,4.6,6.2,6.25,5.46,1008.7494,4.7,7.0,Media
278.5,101050.0,86.0,4.900002,3.700001,8.0,0.2,0.6,7.14,6.26,1010.37195,5.2,7.0,Media
279.600006,101480.0,85.0,7.600001,2.400002,274.0,4.4,5.4,12.9,6.84,1014.26794,6.4,7.1,Media
279.100006,102010.0,86.0,5.2,2.500001,227.0,3.4,4.6,7.14,6.36,1019.76025,6.2,7.0,Baja
279.100006,102380.0,79.0,1.900002,2.600002,176.0,2.5,3.6,9.09,6.66,1023.6993,6.1,6.9,Baja
279.0,102610.0,75.0,-2.1,0.8,178.0,1.6,2.3,8.33,6.18,1026.2502,5.2,7.0,Baja
279.0,102690.0,80.0,-6.299998,1.5,122.0,4.1,4.9,16.0,7.39,1027.4442,6.5,7.2,Baja
279.399994,102610.0,94.0,-7.699998,2.1,127.0,5.3,6.3,16.0,5.91,1026.8052,6.6,7.1,Baja
280.099976,102540.0,98.0,-5.999999,3.0,143.0,5.8,7.3,10.0,6.14,1025.9973,6.7,7.0,Media
280.499969,102330.0,93.0,0.500002,5.7,165.0,4.2,4.7,10.0,6.14,1023.3833,6.8,7.0,Media
279.399994,102160.0,97.0,8.7,4.600001,223.0,4.3,5.1,12.12,9.04,1021.0597,7.0,7.1,Media
279.0,102130.0,90.0,9.9,2.500001,246.0,6.4,7.6,10.81,7.35,1020.6476,6.9,7.0,Media
279.100006,102070.0,75.0,10.500002,-1.499998,261.0,7.6,9.2,10.81,5.89,1019.9552,6.4,7.0,Media
277.499969,102050.0,68.0,8.4,-5.999999,300.0,9.7,11.8,10.0,5.84,1019.853,5.6,6.9,Media
276.799988,102080.0,60.0,9.400002,-6.2,304.0,7.6,9.2,8.33,5.44,1020.0199,4.7,7.0,Moderada
274.5,102150.0,63.0,9.000002,-6.399999,292.0,9.4,11.7,10.0,6.17,1020.76953,4.6,6.9,Moderada
274.399963,102090.0,71.0,9.500002,-2.9,291.0,8.0,9.4,8.33,6.41,1020.1414,3.8,6.9,Moderada
274.699982,102040.0,76.0,8.800001,-2.6,258.0,7.1,9.9,11.43,7.2,1019.744,4.0,6.9,Moderada
275.100006,101950.0,72.0,11.3,-1.4,275.0,12.8,15.6,8.33,5.66,1018.6917,3.6,6.9,Moderada
272.799988,101860.0,76.0,8.5,-7.199998,284.0,7.5,9.8,9.09,6.53,1017.9269,1.1,6.8,Moderada
272.499969,101740.0,73.0,5.1,-6.499999,299.0,8.0,9.8,10.0,6.52,1016.94556,1.3,6.8,Moderada
272.600006,101620.0,76.0,0.3,-8.899999,339.0,4.5,6.1,10.0,6.85,1016.03064,1.0,6.7,Media
273.999969,101190.0,74.0,-4.899999,-8.599998,41.0,6.0,9.0,10.81,6.67,1012.4216,1.4,6.8,Media
274.299988,100740.0,75.0,-9.099997,-9.1,37.0,8.3,10.6,7.69,5.58,1008.2585,1.7,6.7,Media
274.799988,100100.0,79.0,-8.699997,-10.499998,41.0,10.8,12.5,6.67,4.74,1001.8803,1.4,6.7,Media
276.0,99560.0,71.0,-10.5,-15.599997,47.0,12.6,14.9,6.25,4.96,996.62506,3.0,6.7,Moderada
277.399963,98870.0,76.0,-5.599998,-17.9,29.0,15.3,18.9,7.69,6.01,989.4731,2.7,6.5,MuyAlta
278.299988,98530.0,80.0,0.100002,-15.599998,10.0,14.7,18.5,9.09,6.57,985.71173,3.1,6.6,Moderada
277.299988,98990.0,82.0,8.500003,-9.399999,342.0,12.8,15.2,9.09,6.47,989.3562,3.4,6.5,Moderada
276.399994,99580.0,75.0,4.800002,-4.8,298.0,6.4,8.8,10.81,6.63,995.4516,3.0,6.6,Moderada
277.299988,99740.0,74.0,1.200001,-3.599998,342.0,2.4,4.5,11.43,7.66,997.2255,3.0,6.5,Moderada
276.699982,99650.0,75.0,5.400002,-4.199998,318.0,9.4,11.7,10.81,6.78,996.11255,1.3,6.5,Moderada
274.099976,100100.0,76.0,14.500002,-0.2,257.0,12.8,16.1,11.43,6.87,1000.02814,1.2,6.5,Moderada
272.999969,100500.0,71.0,9.100003,2.4,226.0,8.8,11.9,7.69,6.5,1004.3595,-0.9,6.4,Moderada
273.699982,100580.0,68.0,10.300001,3.600002,243.0,10.8,13.0,10.0,7.0,1005.0634,-0.8,6.4,Moderada
274.100006,100500.0,65.0,10.5,-1.799999,259.0,7.7,10.3,10.81,7.07,1004.2098,0.1,6.5,Moderada
272.999969,100590.0,82.0,12.700002,-4.199997,295.0,7.2,9.3,10.81,7.07,1004.9614,-0.3,6.4,MuyAlta
273.699982,100800.0,75.0,13.3,-3.2,271.0,11.6,14.8,11.43,7.18,1007.06464,0.5,6.4,MuyAlta
273.200012,101150.0,76.0,10.800001,-0.699998,278.0,13.5,16.5,10.0,6.86,1010.7433,1.9,6.4,Moderada
274.5,101300.0,74.0,3.600002,3.9,207.0,4.6,5.9,10.0,7.19,1012.72626,1.6,6.3,Media
276.599976,101230.0,71.0,-3.0,10.7,178.0,8.8,11.4,9.09,5.86,1012.57666,3.8,6.4,Media
277.700012,101090.0,79.0,-6.5,12.700002,148.0,10.3,13.1,5.56,5.18,1011.5098,4.7,6.4,Moderada
277.399994,100850.0,91.0,-10.4,12.100001,144.0,12.6,15.7,8.33,6.24,1009.46124,5.3,6.4,MuyAlta
279.299988,100480.0,96.0,-14.8,13.1,132.0,15.8,19.2,12.9,7.46,1006.15857,5.6,6.4,MuyAlta
279.699982,100410.0,98.0,-8.4,16.5,139.0,15.8,19.2,10.0,7.91,1005.00934,6.8,6.4,MuyAlta
279.399963,100990.0,90.0,-2.099998,7.6,175.0,4.7,5.7,12.12,8.24,1010.1742,6.5,6.4,MuyAlta
279.199982,101100.0,93.0,-5.3,1.600003,110.0,2.8,4.2,10.0,8.08,1011.56,6.5,6.5,Moderada
279.600006,100850.0,93.0,-7.5,-4.099997,56.0,5.3,7.0,10.0,8.18,1009.3058,6.2,6.5,Moderada
280.799988,100360.0,94.0,-11.1,-2.5,61.0,6.7,8.1,9.09,7.42,1004.69293,6.6,6.5,Media
280.499969,99800.0,97.0,-10.799998,2e-06,103.0,8.0,9.4,12.12,6.5,999.06433,6.9,6.5,Moderada
280.099976,99860.0,98.0,-1.299999,10.100001,105.0,6.9,8.9,8.33,6.31,998.9707,7.0,6.3,Moderada
280.700012,100210.0,88.0,-4.8,8.600001,189.0,10.3,12.7,9.09,6.4,1002.63525,6.8,6.5,Moderada
280.0,100100.0,95.0,-5.799998,3.5,135.0,8.1,9.9,9.09,6.99,1001.6602,7.1,6.4,Moderada
280.100006,100110.0,92.0,-3.4,2.100002,97.0,12.1,15.0,10.0,5.77,1001.659,7.0,6.3,Moderada
279.299988,100460.0,96.0,4.300002,7.2,239.0,12.3,14.6,8.33,6.04,1004.46735,5.5,6.4,Moderada
279.199982,100630.0,81.0,2e-06,6.800002,211.0,8.2,10.2,10.0,6.71,1006.40283,6.0,6.3,Moderada
279.299988,100490.0,83.0,-10.499998,5.8,124.0,6.8,8.2,7.69,6.95,1005.82806,6.3,6.3,Media
280.100006,100270.0,87.0,-13.399999,5.400003,94.0,11.3,13.8,10.0,5.52,1003.93634,6.5,6.2,Moderada
280.399994,100180.0,90.0,-12.6,7.700003,122.0,7.2,8.7,8.33,6.04,1002.9236,6.4,6.3,Moderada
279.899994,100040.0,90.0,-13.499998,2.0,108.0,7.7,8.8,10.0,6.39,1001.607,6.6,6.2,Moderada
279.100006,99530.0,96.0,-9.799998,-5.3,64.0,8.6,10.3,10.0,6.13,996.33124,6.6,6.2,Moderada
279.699982,99400.0,90.0,0.700002,-3.799999,65.0,10.6,12.8,6.25,5.75,994.29047,6.2,6.2,Moderada
280.200012,99580.0,86.0,7.700002,2.3,119.0,4.2,5.2,8.33,6.63,995.45844,6.5,6.3,Media
279.899994,99940.0,81.0,10.1,3.600002,73.0,0.8,1.5,8.33,6.3,998.86755,5.9,6.3,Media
279.200012,100330.0,78.0,9.8,3.500001,260.0,12.0,14.4,9.09,5.26,1002.6958,5.6,6.3,Media
279.0,100780.0,70.0,4.4,2.700001,236.0,7.5,8.9,8.33,5.68,1007.51556,5.9,6.3,Media
280.799988,100890.0,68.0,-2.3,4.000003,171.0,2.8,3.5,9.09,5.84,1009.1117,6.3,6.4,Baja
280.499969,100910.0,78.0,-10.799998,1.3,110.0,6.1,7.2,8.33,6.11,1010.0411,6.6,6.4,Media
280.699982,100770.0,83.0,-12.3,3.6,100.0,8.3,9.7,8.33,4.97,1008.79944,6.6,6.3,Media
280.600006,100870.0,86.0,-12.6,-0.1,96.0,8.1,9.5,9.09,6.02,1009.8335,6.8,6.3,Moderada
280.599976,100820.0,82.0,-13.799998,-1.9,85.0,8.7,10.4,10.0,6.77,1009.4255,6.8,6.4,Moderada
280.700012,100810.0,84.0,-13.5,-2.3,91.0,8.5,10.3,10.0,6.43,1009.3047,6.6,6.3,Moderada
280.399994,100740.0,87.0,-7.399999,-0.899998,80.0,7.7,9.3,11.43,6.8,1008.18164,6.3,6.3,Media
280.100006,100930.0,84.0,-6.499999,1.300002,73.0,7.1,8.3,10.81,6.6,1009.99805,6.6,6.4,Media
280.599976,100940.0,77.0,-4.999999,3.600002,100.0,5.8,6.8,11.43,6.32,1009.93054,6.8,6.4,Media
279.799988,101010.0,85.0,-4.899999,4.200002,152.0,3.5,4.2,10.0,6.56,1010.56946,6.2,6.4,Media
279.799988,100900.0,86.0,-8.699997,3.600002,114.0,5.3,6.2,10.0,6.49,1009.7993,6.2,6.3,Media
280.200012,100520.0,74.0,-15.9,1.200003,111.0,8.5,11.1,9.09,4.94,1006.52625,6.7,6.4,Media
280.0,99940.0,87.0,-20.999998,4.1,100.0,12.6,15.4,5.88,5.2,1001.19434,6.9,6.4,MuyAlta
280.5,99530.0,86.0,-20.1,5.200002,103.0,16.4,21.2,7.69,6.78,997.0851,7.0,6.6,MuyAlta
280.899963,99100.0,95.0,-15.399999,7.6,104.0,16.1,20.6,10.81,7.74,992.4892,6.9,6.5,MuyAlta
280.599976,99000.0,93.0,-6.499999,12.000002,138.0,9.6,13.4,10.81,7.63,990.7513,7.1,6.5,Moderada
280.899994,99160.0,85.0,-5.399999,13.9,150.0,10.2,12.9,9.09,6.6,992.2308,7.5,6.6,Moderada
280.5,99260.0,90.0,-3.599998,15.300001,160.0,9.6,11.5,10.81,7.05,993.0924,7.0,6.5,Moderada
278.999969,99820.0,95.0,5.400002,13.400002,177.0,10.7,13.7,9.09,7.09,998.0459,6.8,6.5,Moderada
279.600006,100440.0,85.0,3.100002,10.1,194.0,8.8,10.8,11.43,7.17,1004.327,6.7,6.6,Moderada
279.399963,100740.0,87.0,0.200002,9.000002,181.0,8.3,10.3,11.43,7.44,1007.5401,6.9,6.6,Moderada
279.399994,100810.0,89.0,1.200001,7.100001,178.0,7.0,8.4,11.43,8.0,1008.1634,6.6,6.7,Moderada
278.5,100820.0,98.0,0.700002,7.6,192.0,6.8,9.7,10.0,6.81,1008.3149,5.9,6.7,Moderada
278.899994,100770.0,82.0,0.3,7.3,182.0,6.8,8.0,10.81,7.09,1007.7913,6.1,6.7,Moderada
279.5,100360.0,84.0,-9.599998,8.8,146.0,8.8,10.2,9.09,6.53,1004.47046,6.7,6.7,Moderada
280.200012,99660.0,92.0,-12.3,10.8,134.0,13.9,17.6,11.43,6.27,997.78357,6.8,6.7,MuyAlta
281.200012,99230.0,88.0,-10.599997,8.5,126.0,14.9,18.1,9.09,6.85,993.38165,6.3,6.6,Moderada
281.200012,99020.0,88.0,-4.5,6.7,123.0,8.6,10.6,10.0,7.54,990.7934,6.6,6.4,Moderada
280.799988,99150.0,87.0,1.100002,11.600001,187.0,7.3,9.0,10.0,6.9,991.6081,6.8,6.5,Moderada
280.0,99310.0,86.0,1.3,13.200002,181.0,9.3,11.3,13.79,7.71,993.20386,6.7,6.5,Moderada
278.700012,99730.0,90.0,4.500001,11.6,183.0,8.5,10.7,11.43,7.41,997.1624,6.5,6.5,Moderada
279.100006,100120.0,82.0,3.8,8.3,193.0,8.5,11.2,11.43,7.5,1001.0723,6.3,6.4,Moderada
279.899994,100330.0,81.0,-0.299998,6.6,184.0,8.1,10.3,12.12,7.5,1003.4662,6.7,6.5,Moderada
280.299988,100230.0,85.0,-2.4,6.000001,154.0,6.4,7.7,11.43,7.52,1002.64307,6.4,6.5,Moderada
279.899994,100130.0,84.0,-1.8,6.000001,157.0,3.6,4.5,10.81,7.68,1001.56476,6.1,6.5,Moderada
279.5,100010.0,81.0,-2.499999,6.9,103.0,2.8,3.7,12.12,7.84,1000.4443,5.2,6.4,Moderada
279.399994,99950.0,86.0,-1.9,7.5,163.0,4.2,5.2,12.9,7.84,999.78094,6.5,6.8,Moderada
279.600006,99810.0,86.0,-1.499997,5.0,136.0,5.3,6.2,12.12,7.72,998.39435,6.5,6.7,Moderada
279.200012,99920.0,86.0,2.700001,0.700002,174.0,1.7,2.4,11.43,7.52,999.1203,5.3,6.6,Moderada
279.100006,100230.0,82.0,6.100001,-1.399998,181.0,0.8,3.1,12.12,7.71,1001.955,6.3,6.7,Media
278.399994,100830.0,80.0,11.000002,-0.199997,278.0,8.3,10.3,10.0,7.62,1007.5515,5.7,6.8,Media
278.299988,101210.0,74.0,10.3,0.300002,273.0,6.0,7.1,11.43,5.99,1011.34644,5.6,6.6,Moderada
278.5,101160.0,86.0,4.2,8.200002,228.0,5.4,6.9,10.0,6.66,1011.3581,5.5,6.6,Media
279.699982,100990.0,87.0,-1.5,10.600003,152.0,9.6,11.7,9.09,5.36,1010.194,6.1,6.6,Media
279.599976,100480.0,91.0,-3.2,11.200002,132.0,11.2,13.4,6.67,5.45,1005.27545,6.5,6.6,Media
279.499969,100300.0,85.0,2.400002,11.6,200.0,8.4,10.1,8.33,5.54,1002.9634,5.0,6.6,Moderada
277.600006,100260.0,98.0,2.7,10.2,144.0,11.1,14.6,8.33,6.56,1002.6665,6.1,6.8,Moderada
277.999969,100390.0,90.0,-3.4,7.100003,140.0,10.7,13.1,11.43,6.7,1004.3655,5.4,6.7,Moderada
278.399994,100580.0,77.0,-6.299998,2.800003,121.0,7.1,8.8,10.0,7.27,1006.41174,6.3,6.9,Moderada
278.899963,100820.0,78.0,-7.499999,-2.299999,68.0,6.2,7.8,12.9,7.61,1008.94476,6.4,6.9,Media
278.399994,101070.0,83.0,-5.899997,-6.799998,58.0,9.5,11.7,10.0,6.59,1011.3826,5.5,6.8,Media
278.600006,101210.0,77.0,-5.9,-10.9,17.0,7.2,8.5,10.81,5.67,1012.77716,6.1,6.8,Media
280.099976,101380.0,71.0,-0.499998,-11.399999,21.0,7.2,9.8,10.0,5.76,1014.0845,5.8,6.9,Media
279.399994,101550.0,82.0,1.300002,-10.799998,7.0,7.4,8.5,6.67,5.42,1015.6927,6.3,6.9,Media
279.600006,101610.0,85.0,3.600002,-8.399999,335.0,6.2,7.4,9.09,5.84,1015.8146,5.9,6.8,Media
279.599976,101680.0,77.0,4.100001,-6.599998,300.0,4.3,5.3,9.09,5.68,1016.462,5.8,6.8,Baja
279.600006,101660.0,69.0,4.100001,-0.299998,316.0,3.4,4.3,7.69,5.61,1016.2079,6.2,7.2,Baja
278.899994,101490.0,77.0,1.0,3.2,134.0,2.3,4.2,7.69,5.85,1014.9199,6.2,7.0,Baja
279.100006,101200.0,80.0,-0.499998,3.700001,145.0,3.1,4.5,7.69,5.81,1012.1381,5.6,7.0,Baja
279.100006,101120.0,87.0,0.100002,2.300002,153.0,4.1,5.0,7.14,5.69,1011.3218,5.7,6.9,Baja
279.399994,101200.0,78.0,3.400002,0.300002,178.0,6.9,8.2,7.14,4.48,1011.8625,6.1,6.9,Media
278.700012,101320.0,79.0,5.7,2.200001,183.0,7.7,9.2,10.0,6.18,1012.89496,6.1,6.7,Media
278.299988,101190.0,84.0,5.7,4.800002,253.0,4.3,5.5,9.09,6.45,1011.51025,5.7,6.7,Media
279.099976,100990.0,88.0,3.8,8.100001,206.0,7.3,8.7,8.33,5.39,1009.7417,5.8,6.7,Media
279.600006,100730.0,92.0,3.3,9.800001,197.0,7.6,9.1,5.26,4.79,1007.2149,6.6,6.8,Media
280.299988,100340.0,95.0,-2.399998,13.800003,172.0,10.5,12.9,5.88,5.2,1003.7974,6.4,6.8,Moderada
279.700012,99980.0,97.0,2.0,13.9,163.0,14.6,18.2,7.14,5.88,999.9491,6.7,6.7,Moderada
279.0,100310.0,84.0,4.400002,3.9,222.0,7.3,8.8,9.09,7.06,1002.8908,6.2,6.7,Moderada
278.899994,100280.0,80.0,5.000001,4.400003,227.0,5.7,7.4,10.0,7.08,1002.51666,6.3,6.9,Moderada
279.0,100460.0,76.0,5.6,-1.6,218.0,3.9,5.1,10.0,7.27,1004.24854,5.9,6.7,Moderada
278.100006,100520.0,82.0,6.7,0.1,213.0,4.5,5.9,10.81,7.43,1004.7914,5.3,6.7,Moderada
278.100006,100780.0,71.0,7.300002,-1.299999,240.0,7.8,10.6,8.33,7.09,1007.3162,5.3,6.6,Media
276.899963,100930.0,72.0,3.400002,0.1,218.0,5.8,7.0,10.0,6.66,1009.07806,6.0,6.8,Media
276.899994,100600.0,75.0,0.300002,2.100002,179.0,6.2,7.3,10.81,7.13,1006.05426,5.7,6.7,Media
277.299988,99780.0,91.0,0.600002,9.400002,180.0,11.3,13.8,12.9,5.91,997.9597,5.0,6.7,Moderada
278.5,99030.0,90.0,2.600002,13.9,170.0,13.5,16.5,7.14,5.79,990.3714,5.2,6.6,Moderada
278.899963,98980.0,71.0,9.400002,5.800003,232.0,9.3,11.4,10.81,6.42,989.2315,5.9,6.6,Moderada
278.700012,98930.0,73.0,11.2,6.100001,226.0,7.2,9.3,9.09,6.88,988.59344,4.4,6.6,Moderada
277.399963,98970.0,78.0,13.200002,5.100001,258.0,8.3,11.3,8.33,6.57,988.8406,3.6,6.5,Moderada
277.899994,98970.0,71.0,12.3,4.700002,241.0,10.6,12.5,13.79,7.5,988.9158,4.0,6.5,MuyAlta
277.399994,98980.0,69.0,15.5,4.9,241.0,11.6,14.2,12.12,7.79,988.7919,4.6,6.6,MuyAlta
277.399994,99080.0,79.0,15.100001,4.500003,239.0,7.7,9.8,12.9,7.82,989.8159,4.3,6.5,MuyAlta
277.100006,99130.0,76.0,17.800001,3.700001,243.0,13.2,15.8,12.9,8.78,990.15906,4.1,6.5,MuyAlta
276.399994,99520.0,83.0,19.0,1.900003,260.0,13.8,16.4,12.9,7.86,993.974,4.1,6.5,MuyAlta
275.899963,100020.0,82.0,19.000002,3.9,268.0,15.3,19.0,12.9,8.11,998.96497,4.3,6.5,MuyAlta
276.0,100150.0,72.0,13.0,5.8,233.0,5.9,7.2,12.12,7.95,1000.58167,2.6,6.5,Moderada
276.199982,100240.0,74.0,10.6,5.600001,240.0,7.3,10.7,11.43,7.57,1001.67914,3.8,6.4,Moderada
275.700012,100440.0,75.0,6.3,4.3,236.0,6.8,8.5,10.81,7.13,1003.968,2.9,6.5,Media
276.600006,100530.0,64.0,2.100002,5.200002,207.0,5.4,7.1,9.09,6.37,1005.1492,4.1,6.5,Media
277.299988,100330.0,53.0,1.1,5.1,113.0,3.8,4.9,10.0,6.71,1003.2636,4.2,6.5,Media
277.299988,100320.0,70.0,1.4,2.9,108.0,10.1,11.8,8.33,5.25,1003.2687,3.5,6.5,Media
278.099976,100280.0,61.0,6.4,-0.099998,308.0,1.4,2.1,10.0,6.3,1002.21326,2.0,6.5,Media
277.799988,100590.0,69.0,6.600001,-2.899998,16.0,4.9,5.9,10.0,5.98,1005.6385,5.2,6.6,Media
277.399994,100800.0,73.0,7.300002,0.800002,236.0,2.1,3.4,10.0,6.61,1007.4586,4.8,6.8,Media
277.399963,100660.0,76.0,-2.4,11.600003,189.0,8.6,10.1,10.0,6.53,1006.8571,4.8,6.7,Moderada
279.299988,99670.0,88.0,-5.199998,17.300001,141.0,17.1,21.1,5.26,5.14,997.373,5.3,6.7,MuyAlta
280.0,99580.0,79.0,14.500002,10.6,206.0,9.6,11.8,9.09,7.49,994.9176,6.7,6.6,Moderada
