@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R1,5,8'

@attribute pres numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.780332,0.690141,0.523077,0.280156,0.531915,0.467066,1
0.772669,0.702213,0.420513,0.342412,0.349186,0.437126,1
0.770115,0.65996,0.305128,0.44358,0.342929,0.389222,1
0.773946,0.68008,0.3,0.342412,0.292866,0.335329,2
0.782886,0.672032,0.294872,0.439689,0.38423,0.329341,2
0.775223,0.682093,0.384615,0.350195,0.414268,0.281437,2
0.768838,0.668008,0.392308,0.36965,0.513141,0.293413,2
0.757344,0.71831,0.423077,0.59144,0.320401,0.269461,2
0.745849,0.661972,0.274359,0.365759,0.429287,0.11976,2
0.730524,0.593561,0.292308,0.365759,0.428035,0.131737,2
0.715198,0.496982,0.230769,0.22179,0.469337,0.113772,1
0.660281,0.392354,0.238462,0.33463,0.446809,0.137725,1
0.60281,0.307847,0.225641,0.396887,0.310388,0.155689,1
0.521073,0.315895,0.189744,0.470817,0.205257,0.137725,1
0.452107,0.279678,0.058974,0.564202,0.232791,0.233533,2
0.363985,0.37827,0,0.719844,0.364205,0.215569,3
0.320562,0.492958,0.058974,0.70428,0.434293,0.239521,2
0.37931,0.661972,0.217949,0.575875,0.421777,0.257485,2
0.454662,0.587525,0.335897,0.326848,0.441802,0.233533,2
0.475096,0.515091,0.366667,0.159533,0.570713,0.233533,2
0.463602,0.599598,0.351282,0.439689,0.460576,0.131737,2
0.521073,0.782696,0.453846,0.610895,0.47184,0.125749,2
0.572158,0.674044,0.520513,0.447471,0.425532,0,2
0.582375,0.698189,0.551282,0.490272,0.48811,0.005988,2
0.572158,0.702213,0.412821,0.385214,0.496871,0.05988,2
0.583653,0.746479,0.351282,0.346304,0.496871,0.035928,3
0.610473,0.758551,0.376923,0.560311,0.510638,0.083832,3
0.655172,0.708249,0.441026,0.626459,0.470588,0.167665,2
0.67433,0.56338,0.558974,0.214008,0.51189,0.149701,1
0.66539,0.430583,0.733333,0.428016,0.345432,0.281437,1
0.64751,0.360161,0.784615,0.494163,0.260325,0.335329,2
0.616858,0.28169,0.769231,0.595331,0.392991,0.371257,3
0.569604,0.193159,0.794872,0.731518,0.545682,0.389222,3
0.560664,0.321932,0.882051,0.731518,0.602003,0.461078,3
0.634738,0.448692,0.653846,0.206226,0.643304,0.443114,3
0.648787,0.384306,0.5,0.14786,0.623279,0.443114,2
0.616858,0.34004,0.353846,0.256809,0.635795,0.42515,2
0.554278,0.267606,0.394872,0.299611,0.540676,0.449102,1
0.482759,0.273642,0.458974,0.350195,0.425532,0.467066,2
0.490421,0.464789,0.717949,0.330739,0.401752,0.473054,2
0.535121,0.394366,0.679487,0.478599,0.413016,0.461078,2
0.521073,0.374245,0.548718,0.36965,0.486859,0.479042,2
0.52235,0.422535,0.512821,0.568093,0.334168,0.473054,2
0.56705,0.577465,0.64359,0.552529,0.36796,0.383234,2
0.588761,0.490946,0.633333,0.381323,0.451815,0.413174,2
0.570881,0.279678,0.607692,0.303502,0.481852,0.431138,1
0.542784,0.221328,0.597436,0.521401,0.302879,0.443114,2
0.53129,0.237425,0.65641,0.322957,0.36796,0.437126,2
0.51341,0.219316,0.510256,0.326848,0.411765,0.449102,2
0.448276,0.293763,0.323077,0.385214,0.379224,0.449102,2
0.431673,0.50503,0.361538,0.48249,0.331665,0.42515,2
0.454662,0.645875,0.517949,0.18677,0.441802,0.443114,1
0.500639,0.694165,0.551282,0.042802,0.400501,0.407186,1
0.550447,0.688129,0.548718,0.544747,0.270338,0.389222,1
0.607918,0.579477,0.528205,0.330739,0.322904,0.407186,1
0.621967,0.444668,0.561539,0.120623,0.342929,0.431138,0
0.624521,0.273642,0.492308,0.264591,0.376721,0.449102,1
0.606641,0.243461,0.551282,0.361868,0.234043,0.449102,1
0.619413,0.237425,0.45641,0.354086,0.365457,0.461078,2
0.613027,0.21328,0.410256,0.389105,0.459324,0.461078,2
0.61175,0.219316,0.4,0.385214,0.416771,0.449102,2
0.60281,0.342052,0.435897,0.346304,0.463079,0.431138,1
0.627075,0.360161,0.492308,0.307393,0.438048,0.449102,1
0.628352,0.390342,0.551282,0.249027,0.403004,0.461078,1
0.637292,0.392354,0.566667,0.14786,0.433041,0.42515,1
0.623244,0.315895,0.551282,0.225681,0.42428,0.42515,1
0.574713,0.171026,0.489744,0.416342,0.230288,0.45509,1
0.500639,0.06841,0.564103,0.583658,0.262829,0.467066,3
0.448276,0.086519,0.592308,0.809339,0.460576,0.473054,3
0.393359,0.181087,0.653846,0.785992,0.580726,0.467066,3
0.380587,0.360161,0.766667,0.505837,0.566959,0.479042,2
0.401022,0.382294,0.815385,0.486381,0.438048,0.502994,2
0.413793,0.418511,0.851282,0.431907,0.494368,0.473054,2
0.485313,0.599598,0.802564,0.51751,0.499374,0.461078,2
0.564496,0.55332,0.717949,0.404669,0.509387,0.45509,2
0.60281,0.49497,0.689744,0.385214,0.543179,0.467066,2
0.61175,0.515091,0.641026,0.311284,0.613267,0.449102,2
0.613027,0.50503,0.653846,0.361868,0.46433,0.407186,2
0.606641,0.496982,0.646154,0.29572,0.499374,0.419162,2
0.554278,0.297787,0.684615,0.381323,0.429287,0.45509,2
0.464879,0.243461,0.735897,0.669261,0.396746,0.461078,3
0.409962,0.277666,0.676923,0.688716,0.469337,0.431138,2
0.383142,0.400402,0.630769,0.396887,0.555695,0.449102,2
0.399745,0.513078,0.75641,0.33463,0.475594,0.461078,2
0.420179,0.517103,0.797436,0.424125,0.576971,0.45509,2
0.473819,0.581489,0.75641,0.400778,0.539424,0.443114,2
0.523627,0.567404,0.671795,0.420233,0.550688,0.431138,2
0.550447,0.484909,0.628205,0.385214,0.550688,0.45509,2
0.537676,0.442656,0.612821,0.284047,0.553191,0.437126,2
0.524904,0.454728,0.612821,0.159533,0.573217,0.419162,2
0.509579,0.440644,0.635897,0.128405,0.593242,0.365269,2
0.501916,0.452716,0.651282,0.18677,0.593242,0.443114,2
0.484036,0.460765,0.587179,0.225681,0.578223,0.443114,2
0.498084,0.545272,0.476923,0.077821,0.553191,0.371257,2
0.537676,0.613682,0.423077,0.105058,0.576971,0.431138,1
0.614304,0.712274,0.453846,0.385214,0.565707,0.39521,1
0.662835,0.698189,0.466667,0.2607,0.361702,0.389222,2
0.65645,0.575453,0.669231,0.252918,0.445557,0.383234,1
0.634738,0.460765,0.730769,0.439689,0.282854,0.419162,1
0.569604,0.426559,0.746154,0.505837,0.294118,0.443114,1
0.546616,0.539235,0.75641,0.377432,0.305382,0.353293,2
0.541507,0.545272,0.720513,0.552529,0.433041,0.419162,2
0.55811,0.422535,0.641026,0.494163,0.450563,0.377246,2
0.582375,0.364185,0.530769,0.326848,0.521902,0.431138,2
0.613027,0.34004,0.4,0.287938,0.564456,0.437126,1
0.644955,0.372233,0.284615,0.439689,0.436796,0.383234,1
0.662835,0.372233,0.179487,0.315175,0.321652,0.419162,1
0.684547,0.480885,0.166667,0.365759,0.332916,0.401198,1
0.706258,0.517103,0.182051,0.315175,0.290363,0.431138,1
0.713921,0.56338,0.24359,0.272374,0.342929,0.407186,1
0.722861,0.573441,0.289744,0.190661,0.322904,0.401198,0
0.720307,0.573441,0.451282,0.151751,0.314143,0.42515,0
0.698595,0.511066,0.541026,0.14786,0.34418,0.42515,0
0.661558,0.480885,0.553846,0.159533,0.339174,0.389222,0
0.651341,0.492958,0.517949,0.178988,0.324155,0.39521,0
0.661558,0.559356,0.466667,0.303502,0.172716,0.419162,1
0.676884,0.605634,0.515385,0.342412,0.385482,0.419162,1
0.660281,0.605634,0.582051,0.198444,0.419274,0.39521,1
0.634738,0.567404,0.666667,0.322957,0.286608,0.401198,1
0.601533,0.557344,0.710256,0.338521,0.211514,0.449102,1
0.551724,0.442656,0.812821,0.486381,0.262829,0.437126,2
0.505747,0.531187,0.815385,0.692607,0.347935,0.45509,2
0.547893,0.579477,0.558974,0.326848,0.49562,0.42515,2
0.544061,0.591549,0.571795,0.272374,0.498123,0.431138,2
0.56705,0.603622,0.417949,0.182879,0.521902,0.407186,2
0.574713,0.625754,0.461538,0.214008,0.541927,0.371257,2
0.607918,0.637827,0.425641,0.396887,0.499374,0.371257,1
0.627075,0.559356,0.461538,0.256809,0.445557,0.413174,1
0.58493,0.496982,0.512821,0.268482,0.50438,0.39521,1
0.480204,0.503018,0.7,0.521401,0.35169,0.353293,2
0.384419,0.54326,0.815385,0.626459,0.336671,0.365269,2
0.378033,0.68008,0.607692,0.428016,0.415519,0.407186,2
0.371648,0.716298,0.615385,0.346304,0.473091,0.317365,2
0.376756,0.756539,0.589744,0.424125,0.434293,0.269461,2
0.376756,0.738431,0.579487,0.470817,0.550688,0.293413,3
0.378033,0.802817,0.584615,0.536965,0.586984,0.329341,3
0.390805,0.794769,0.574359,0.365759,0.590738,0.311377,3
0.39719,0.849095,0.553846,0.599222,0.710889,0.299401,3
0.446999,0.873239,0.507692,0.622568,0.595745,0.299401,3
0.510856,0.873239,0.558974,0.723735,0.627034,0.311377,3
0.527458,0.752515,0.607692,0.264591,0.607009,0.209581,2
0.538953,0.704225,0.602564,0.400778,0.559449,0.281437,2
0.564496,0.617706,0.569231,0.315175,0.50438,0.227545,1
0.57599,0.533199,0.592308,0.2607,0.409262,0.299401,1
0.550447,0.513078,0.589744,0.175097,0.451815,0.305389,1
0.54917,0.519115,0.533333,0.44358,0.269086,0.263473,1
0.544061,0.619718,0.45641,0.066148,0.400501,0.173653,1
0.583653,0.623742,0.384615,0.214008,0.360451,0.365269,1
0.610473,0.637827,0.479487,0.116732,0.439299,0.341317,1
0.592593,0.442656,0.75641,0.377432,0.429287,0.341317,2
0.466156,0.386318,0.902564,0.805447,0.255319,0.371257,3
0.454662,0.782696,0.730769,0.44358,0.549437,0.45509,2
0.473819,0.605634,0.753846,0.474708,0.518148,0.443114,3
0.463602,0.617706,0.802564,0.571984,0.534418,0.407186,3
0.499361,0.698189,0.776923,0.51751,0.620776,0.443114,3
0.556833,0.730382,0.753846,0.529183,0.737171,0.45509,3
0.615581,0.724346,0.730769,0.513619,0.640801,0.413174,3
0.67433,0.65996,0.707692,0.548638,0.609512,0.383234,2
0.698595,0.61167,0.651282,0.389105,0.514393,0.401198,2
0.720307,0.615694,0.653846,0.428016,0.525657,0.371257,2
0.731801,0.653924,0.615385,0.326848,0.46433,0.359281,2
0.763729,0.627767,0.576923,0.29572,0.423029,0.335329,1
0.781609,0.434608,0.728205,0.396887,0.345432,0.39521,2
0.740741,0.350101,0.889744,0.614786,0.301627,0.449102,3
0.666667,0.34004,0.941026,0.88716,0.40801,0.437126,3
0.650064,0.480885,0.917949,0.610895,0.635795,0.497006,3
0.660281,0.454728,0.802564,0.501946,0.673342,0.497006,3
0.643678,0.43662,0.810256,0.525292,0.579474,0.508982,3
0.601533,0.45674,0.792308,0.389105,0.609512,0.48503,2
0.632184,0.599598,0.723077,0.428016,0.501877,0.491018,3
0.685824,0.545272,0.630769,0.354086,0.583229,0.479042,2
0.678161,0.482897,0.610256,0.287938,0.509387,0.479042,2
0.648787,0.547284,0.520513,0.202335,0.566959,0.443114,2
0.62963,0.619718,0.520513,0.214008,0.662078,0.419162,2
0.648787,0.599598,0.525641,0.22179,0.610763,0.377246,2
0.688378,0.631791,0.428205,0.311284,0.558198,0.317365,2
0.729246,0.688129,0.369231,0.357977,0.389237,0.323353,2
0.775223,0.674044,0.384615,0.36965,0.420526,0.371257,2
0.808429,0.623742,0.492308,0.233463,0.438048,0.365269,1
0.800766,0.527163,0.625641,0.264591,0.404255,0.365269,1
0.727969,0.293763,0.694872,0.51751,0.266583,0.389222,2
0.58493,0.21328,0.769231,0.708171,0.286608,0.39521,3
0.496807,0.235412,0.651282,0.863813,0.508135,0.365269,3
0.48659,0.303823,0.487179,0.754864,0.545682,0.389222,3
0.542784,0.356137,0.266667,0.626459,0.536921,0.443114,3
0.609195,0.382294,0.225641,0.424125,0.549437,0.473054,2
0.664112,0.462777,0.248718,0.338521,0.499374,0.467066,2
0.662835,0.579477,0.294872,0.252918,0.451815,0.461078,1
0.661558,0.55332,0.310256,0.18677,0.381727,0.42515,1
0.653895,0.565392,0.4,0.14786,0.456821,0.389222,1
0.657727,0.547284,0.453846,0.054475,0.461827,0.401198,0
0.65645,0.535211,0.502564,0.14786,0.505632,0.449102,0
0.648787,0.45674,0.510256,0.252918,0.389237,0.461078,1
0.62069,0.394366,0.561538,0.202335,0.423029,0.431138,1
0.554278,0.231388,0.538462,0.459144,0.220275,0.443114,1
0.430396,0.156942,0.553846,0.587549,0.252816,0.467066,3
0.314176,0.249497,0.584615,0.836576,0.520651,0.443114,3
0.309068,0.43662,0.694872,0.661479,0.515645,0.443114,3
0.357599,0.474849,0.825641,0.63035,0.496871,0.437126,2
0.413793,0.454728,0.882051,0.529183,0.445557,0.413174,2
0.439336,0.372233,0.884615,0.498054,0.460576,0.39521,3
0.431673,0.336016,0.807692,0.603113,0.454318,0.461078,3
0.425287,0.338028,0.707692,0.431907,0.513141,0.461078,2
0.422733,0.362173,0.717949,0.431907,0.44806,0.491018,2
0.403576,0.37827,0.615385,0.474708,0.451815,0.479042,2
0.381865,0.464789,0.423077,0.29572,0.376721,0.461078,1
0.430396,0.525151,0.35641,0.14786,0.425532,0.467066,1
0.510856,0.605634,0.387179,0.116732,0.428035,0.497006,1
0.570881,0.603622,0.417949,0.155642,0.381727,0.491018,1
0.583653,0.56338,0.582051,0.175097,0.484355,0.473054,1
0.546616,0.476861,0.625641,0.280156,0.356696,0.45509,1
0.556833,0.597585,0.548718,0.175097,0.36796,0.389222,1
0.581098,0.647887,0.538462,0.272374,0.282854,0.401198,2
0.586207,0.641851,0.607692,0.326848,0.44806,0.449102,2
0.57599,0.704225,0.6,0.36965,0.428035,0.39521,2
0.60281,0.736419,0.54359,0.385214,0.416771,0.461078,2
0.621967,0.712274,0.425641,0.233463,0.490613,0.449102,2
0.680715,0.694165,0.366667,0.249027,0.559449,0.479042,2
0.730524,0.649899,0.405128,0.241245,0.519399,0.48503,1
0.772669,0.643863,0.441026,0.225681,0.496871,0.497006,1
0.794381,0.613682,0.44359,0.085603,0.434293,0.479042,1
0.787995,0.49497,0.507692,0.167315,0.436796,0.437126,0
0.767561,0.38833,0.54359,0.229572,0.410513,0.461078,0
0.734355,0.311871,0.579487,0.276265,0.235294,0.473054,1
0.697318,0.255533,0.54359,0.389105,0.196496,0.497006,1
0.676884,0.259557,0.44359,0.447471,0.245307,0.491018,1
0.675607,0.275654,0.351282,0.431907,0.265332,0.491018,2
0.675607,0.293763,0.284615,0.416342,0.413016,0.508982,1
0.678161,0.370221,0.215385,0.33463,0.339174,0.51497,1
0.688378,0.438632,0.217949,0.315175,0.321652,0.497006,1
0.715198,0.501006,0.215385,0.365759,0.246558,0.508982,1
0.738186,0.559356,0.264103,0.303502,0.209011,0.520958,0
0.754789,0.557344,0.307692,0.233463,0.212766,0.502994,0
0.772669,0.54326,0.323077,0.136187,0.198999,0.491018,0
0.799489,0.488934,0.433333,0.027237,0.276596,0.508982,0
0.817369,0.486921,0.525641,0.081712,0.403004,0.592814,0
0.813538,0.440644,0.597436,0.198444,0.337922,0.556886,0
0.780332,0.338028,0.648718,0.249027,0.110138,0.532934,0
0.747126,0.331992,0.682051,0.412451,0.131414,0.526946,2
0.706258,0.348089,0.723077,0.571984,0.259074,0.51497,1
0.694764,0.511066,0.689744,0.315175,0.317897,0.520958,1
0.698595,0.62173,0.605128,0.342412,0.28035,0.461078,1
0.725415,0.525151,0.561538,0.256809,0.314143,0.45509,1
0.689655,0.342052,0.674359,0.319066,0.274093,0.491018,1
0.62963,0.356137,0.861538,0.575875,0.2403,0.538922,2
0.610473,0.368209,0.879487,0.501946,0.299124,0.526946,2
0.604087,0.360161,0.702564,0.463035,0.339174,0.538922,2
0.55811,0.400402,0.615385,0.373541,0.364205,0.538922,1
0.544061,0.50503,0.692308,0.381323,0.337922,0.51497,2
0.590038,0.585513,0.805128,0.785992,0.307885,0.461078,2
0.661558,0.501006,0.805128,0.533074,0.40801,0.502994,2
0.702427,0.490946,0.766667,0.428016,0.297872,0.508982,1
0.730524,0.523139,0.748718,0.428016,0.325407,0.497006,2
0.740741,0.547284,0.694872,0.40856,0.423029,0.443114,2
0.749681,0.519115,0.694872,0.326848,0.43179,0.431138,1
0.745849,0.486921,0.671795,0.284047,0.347935,0.479042,1
0.687101,0.372233,0.712821,0.354086,0.331665,0.48503,1
0.609195,0.346076,0.741026,0.55642,0.211514,0.479042,2
0.570881,0.468813,0.723077,0.326848,0.331665,0.51497,1
0.581098,0.501006,0.723077,0.319066,0.310388,0.479042,2
0.583653,0.452716,0.576923,0.237354,0.385482,0.461078,3
0.600255,0.509054,0.45641,0.190661,0.729662,0.48503,2
0.614304,0.519115,0.353846,0.210117,0.620776,0.479042,2
0.642401,0.571429,0.276923,0.361868,0.47184,0.491018,2
0.648787,0.603622,0.294872,0.303502,0.499374,0.497006,1
0.683269,0.571429,0.282051,0.182879,0.485607,0.437126,1
0.704981,0.56338,0.315385,0.089494,0.423029,0.54491,1
0.736909,0.492958,0.338462,0.050584,0.466834,0.580838,0
0.738186,0.50503,0.464103,0.085603,0.434293,0.568862,0
0.731801,0.460765,0.548718,0.14786,0.458073,0.532934,0
0.713921,0.458752,0.623077,0.311284,0.237797,0.532934,0
0.696041,0.450704,0.65641,0.307393,0.20025,0.508982,0
0.671775,0.452716,0.682051,0.350195,0.201502,0.538922,1
0.664112,0.422535,0.661538,0.361868,0.239049,0.538922,1
0.660281,0.420523,0.664103,0.291829,0.307885,0.550898,1
0.693487,0.444668,0.607692,0.29572,0.374218,0.57485,1
0.729246,0.513078,0.489744,0.198444,0.486859,0.54491,1
0.771392,0.535211,0.402564,0.194553,0.559449,0.51497,1
0.807152,0.569416,0.397436,0.241245,0.489362,0.526946,1
0.835249,0.55332,0.41282,0.256809,0.496871,0.532934,1
0.849298,0.573441,0.358974,0.326848,0.438048,0.532934,1
0.862069,0.56338,0.412821,0.330739,0.416771,0.491018,1
0.862069,0.531187,0.38718,0.315175,0.356696,0.443114,0
0.855683,0.521127,0.425641,0.256809,0.325407,0.449102,0
0.841635,0.476861,0.379487,0.159533,0.406758,0.48503,0
0.832695,0.541247,0.412821,0.159533,0.463079,0.520958,0
0.826309,0.513078,0.44359,0.124514,0.513141,0.491018,0
0.828863,0.476861,0.461538,0.14786,0.44806,0.508982,0
0.821201,0.476861,0.446154,0.120623,0.579474,0.508982,0
0.823755,0.438632,0.446154,0.178988,0.617021,0.520958,0
0.835249,0.428571,0.448718,0.210117,0.515645,0.449102,0
0.846743,0.430583,0.482051,0.159533,0.533166,0.538922,0
0.849298,0.450704,0.494872,0.108949,0.585732,0.562874,0
0.842912,0.482897,0.535897,0.132296,0.53567,0.562874,0
0.840358,0.466801,0.515385,0.178988,0.451815,0.556886,0
0.831418,0.511066,0.525641,0.140078,0.505632,0.562874,0
0.821201,0.517103,0.474359,0.151751,0.369212,0.568862,0
0.821201,0.547284,0.471795,0.124514,0.411765,0.57485,0
0.831418,0.541247,0.458974,0.11284,0.379224,0.57485,0
0.83014,0.55332,0.464103,0.132296,0.561952,0.592814,0
0.832695,0.535211,0.469231,0.058366,0.571965,0.57485,0
0.835249,0.549296,0.466667,0.167315,0.536921,0.568862,1
0.840358,0.535211,0.466667,0.116732,0.618273,0.508982,0
0.833972,0.539235,0.523077,0.058366,0.52816,0.610778,0
0.827586,0.527163,0.515385,0.093385,0.539424,0.652695,0
0.812261,0.525151,0.582051,0.159533,0.386733,0.586826,0
0.810983,0.521127,0.579487,0.22179,0.451815,0.622754,0
0.813538,0.498994,0.641026,0.190661,0.317897,0.634731,0
0.808429,0.525151,0.553846,0.132296,0.352941,0.634731,0
0.804598,0.496982,0.515385,0.124514,0.339174,0.616766,0
0.789272,0.523139,0.517949,0.101167,0.387985,0.60479,0
0.787995,0.547284,0.407692,0.105058,0.354193,0.640719,0
0.782886,0.561368,0.448718,0.194553,0.505632,0.622754,1
0.787995,0.571429,0.410256,0.171206,0.647059,0.568862,1
0.796935,0.545272,0.405128,0.085603,0.723404,0.556886,1
0.810983,0.531187,0.394872,0.11284,0.680851,0.598802,1
0.787995,0.488934,0.366667,0.046693,0.729662,0.610778,1
0.789272,0.509054,0.35641,0.093385,0.724656,0.60479,0
0.794381,0.589537,0.376923,0.093385,0.644556,0.616766,1
0.835249,0.617706,0.394872,0.22179,0.566959,0.634731,0
0.851852,0.631791,0.394872,0.354086,0.235294,0.616766,1
0.885057,0.589537,0.346154,0.291829,0.340426,0.60479,0
0.890166,0.609658,0.402564,0.2607,0.221527,0.60479,1
0.904215,0.623742,0.366667,0.202335,0.342929,0.622754,0
0.904215,0.577465,0.34359,0.291829,0.249061,0.610778,0
0.923372,0.641851,0.346154,0.280156,0.257822,0.598802,0
0.922095,0.625754,0.323077,0.322957,0.214018,0.580838,1
0.923372,0.609658,0.328205,0.342412,0.291615,0.610778,1
0.904215,0.649899,0.325641,0.36965,0.275344,0.598802,1
0.891443,0.657948,0.358974,0.350195,0.300375,0.586826,1
0.869732,0.649899,0.34359,0.404669,0.259074,0.610778,1
0.854406,0.653924,0.34359,0.389105,0.281602,0.628743,1
0.83014,0.649899,0.364103,0.389105,0.180225,0.622754,1
0.814815,0.68008,0.325641,0.389105,0.254068,0.54491,1
0.800766,0.684105,0.358974,0.396887,0.212766,0.562874,0
0.790549,0.633803,0.330769,0.346304,0.216521,0.598802,1
0.776501,0.615694,0.369231,0.354086,0.195244,0.568862,0
0.759898,0.674044,0.410256,0.330739,0.191489,0.556886,0
0.748404,0.645875,0.410256,0.342412,0.193992,0.57485,1
0.734355,0.643863,0.382051,0.33463,0.284105,0.592814,1
0.720307,0.635815,0.428205,0.276265,0.294118,0.556886,1
0.708812,0.615694,0.430769,0.272374,0.35169,0.532934,1
0.697318,0.60161,0.451282,0.225681,0.324155,0.580838,0
0.697318,0.607646,0.48718,0.284047,0.285357,0.616766,0
0.675607,0.583501,0.535897,0.229572,0.284105,0.610778,0
0.67433,0.549296,0.453846,0.198444,0.291615,0.598802,0
0.651341,0.511066,0.523077,0.058366,0.339174,0.610778,0
0.641124,0.533199,0.6,0.182879,0.441802,0.634731,0
0.621967,0.577465,0.664103,0.299611,0.132666,0.60479,0
0.615581,0.523139,0.715385,0.354086,0.162703,0.652695,1
0.572158,0.29175,0.758974,0.51751,0.140175,0.676647,2
0.480204,0.289738,0.866667,0.669261,0.312891,0.682635,2
0.452107,0.458753,0.907692,0.509728,0.411765,0.652695,2
0.478927,0.583501,0.823077,0.498054,0.389237,0.628743,2
0.517241,0.511066,0.735897,0.490272,0.364205,0.634731,2
0.530013,0.56338,0.658974,0.416342,0.439299,0.634731,2
0.578544,0.651911,0.569231,0.225681,0.415519,0.628743,1
0.633461,0.609658,0.625641,0.237354,0.550688,0.628743,1
0.681992,0.539235,0.65641,0.175097,0.491865,0.640719,1
0.692209,0.539235,0.648718,0.202335,0.42428,0.640719,1
0.688378,0.535211,0.689744,0.326848,0.385482,0.640719,1
0.679438,0.541247,0.689744,0.330739,0.261577,0.640719,1
0.678161,0.496982,0.633333,0.330739,0.326658,0.640719,1
0.667944,0.537223,0.579487,0.338521,0.276596,0.628743,1
0.66539,0.573441,0.51282,0.210117,0.395494,0.634731,0
0.675607,0.655936,0.397436,0.284047,0.239049,0.622754,0
0.720307,0.684105,0.438462,0.268482,0.274093,0.628743,0
0.771392,0.67002,0.494872,0.268482,0.201502,0.664671,0
0.807152,0.637827,0.476923,0.237354,0.217772,0.658683,0
0.826309,0.597585,0.533333,0.225681,0.230288,0.646707,0
0.844189,0.595573,0.571795,0.175097,0.326658,0.646707,0
0.842912,0.523139,0.689744,0.272374,0.245307,0.658683,0
0.812261,0.498994,0.746154,0.338521,0.210263,0.658683,1
0.770115,0.474849,0.8,0.478599,0.180225,0.652695,2
0.722861,0.496982,0.848718,0.564202,0.34418,0.628743,2
0.687101,0.531187,0.769231,0.478599,0.345432,0.658683,2
0.652618,0.668008,0.646154,0.428016,0.399249,0.646707,1
0.660281,0.732394,0.589744,0.377432,0.32791,0.598802,1
0.670498,0.65996,0.589744,0.385214,0.359199,0.580838,2
0.65645,0.655936,0.646154,0.287938,0.644556,0.610778,2
0.643678,0.682093,0.571795,0.303502,0.505632,0.616766,2
0.675607,0.690141,0.484615,0.33463,0.613267,0.57485,1
0.739464,0.655936,0.410256,0.198444,0.534418,0.640719,2
0.813538,0.651911,0.44359,0.241245,0.544431,0.682635,1
0.841635,0.637827,0.448718,0.206226,0.506884,0.670659,1
0.87484,0.639839,0.489744,0.287938,0.439299,0.664671,1
0.897829,0.625755,0.394872,0.233463,0.356696,0.658683,1
0.929757,0.641851,0.346154,0.202335,0.428035,0.670659,1
0.927203,0.643863,0.323077,0.194553,0.415519,0.676647,1
0.91954,0.676056,0.3,0.291829,0.32791,0.664671,0
0.908046,0.609658,0.341026,0.276265,0.230288,0.676647,0
0.88378,0.674044,0.338462,0.190661,0.292866,0.658683,0
0.854406,0.62173,0.323077,0.237354,0.229036,0.622754,0
0.827586,0.651911,0.289744,0.214008,0.255319,0.622754,0
0.812261,0.551308,0.302564,0.202335,0.1602,0.748503,0
0.793103,0.529175,0.274359,0.178988,0.196496,0.778443,0
0.779055,0.490946,0.266667,0.132296,0.251564,0.766467,0
0.757344,0.523139,0.307692,0.136187,0.227785,0.760479,0
0.744572,0.519115,0.289744,0.194553,0.185232,0.802395,0
0.726692,0.555332,0.292308,0.319066,0.085106,0.814371,0
0.713921,0.529175,0.317949,0.11284,0.155194,0.796407,0
0.707535,0.54326,0.31282,0.128405,0.148936,0.760479,0
0.720307,0.555332,0.4,0.077821,0.170404,0.826347,0
0.715198,0.458753,0.433333,0.241245,0.142678,0.760479,0
0.720307,0.515091,0.451282,0.284047,0.060075,0.628743,0
0.731801,0.478873,0.479487,0.326848,0.051314,0.730539,0
0.740741,0.519115,0.484615,0.202335,0.098874,0.730539,0
0.729246,0.555332,0.446154,0.245136,0.093867,0.712575,0
0.717752,0.668008,0.492308,0.346304,0.042553,0.700599,0
0.715198,0.68008,0.451282,0.357977,0.09637,0.730539,0
