@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R7'

@attribute air numeric
@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.544909,0.652618,0.702564,0.520891,0.396887,0.687109,3
0.455091,0.708812,0.48718,0.710306,0.233463,0.708385,3
0.443112,0.712644,0.410256,0.142061,0.128405,0.667084,2
0.443114,0.664112,0.305128,0.164345,0.365759,0.624531,2
0.479043,0.582375,0.382051,0.061281,0.474708,0.475594,2
0.473054,0.544061,0.369231,0.038997,0.206226,0.491865,2
0.395211,0.545338,0.361538,0.941504,0.525292,0.361702,2
0.401199,0.588761,0.333333,0.857939,0.55642,0.366708,2
0.365269,0.651341,0.369231,0.807799,0.540856,0.362954,2
0.323354,0.720307,0.420513,0.766017,0.439689,0.371715,1
0.32934,0.763729,0.461538,0.763231,0.322957,0.34418,1
0.323354,0.793103,0.479487,0.763231,0.202335,0.400501,1
0.377246,0.798212,0.55641,0.629526,0.093385,0.356696,0
0.449101,0.782886,0.558974,0.303621,0.307393,0.370463,1
0.473052,0.739464,0.617949,0.309192,0.571984,0.232791,2
0.461077,0.704981,0.597436,0.295265,0.692607,0.360451,3
0.508981,0.681992,0.661538,0.309192,0.727626,0.453066,3
0.520958,0.683269,0.738462,0.337047,0.700389,0.441802,2
0.520959,0.697318,0.779487,0.398329,0.529183,0.425532,2
0.514971,0.697318,0.776923,0.384401,0.544747,0.409262,2
0.550899,0.696041,0.797436,0.442897,0.486381,0.420526,2
0.538921,0.756066,0.705128,0.481894,0.284047,0.47184,2
0.526946,0.765006,0.602564,0.43454,0.105058,0.470588,2
0.514971,0.757344,0.617949,0.431755,0.241245,0.509387,1
0.502994,0.733078,0.720513,0.467967,0.40856,0.414268,2
0.467066,0.752235,0.682051,0.640669,0.498054,0.360451,2
0.413174,0.799489,0.525641,0.651811,0.206226,0.425532,1
0.389222,0.83908,0.44359,0.579387,0.29572,0.451815,1
0.383234,0.867178,0.492308,0.654596,0.268482,0.416771,1
0.365271,0.89272,0.479487,0.830084,0.136187,0.433041,1
0.353292,0.905492,0.530769,0.495822,0.077821,0.395494,1
0.365271,0.879949,0.617949,0.339833,0.210117,0.468085,1
0.419162,0.812261,0.638462,0.337047,0.44358,0.246558,1
0.455089,0.744572,0.669231,0.331476,0.638132,0.289111,2
0.497006,0.731801,0.676923,0.342618,0.463035,0.410513,2
0.491019,0.707535,0.620513,0.428969,0.198444,0.450563,2
0.467066,0.697318,0.425641,0.275766,0.077821,0.470588,1
0.461077,0.739464,0.253846,0.038997,0.233463,0.481852,2
0.407186,0.808429,0.112821,0.100279,0.466926,0.340426,1
0.443112,0.873563,0.130769,0.033426,0.350195,0.359199,1
0.443114,0.913155,0.197436,0.947075,0.365759,0.297872,1
0.431139,0.93742,0.25641,0.927577,0.2607,0.312891,0
0.419161,0.93742,0.297436,0.869081,0.268482,0.265332,0
0.347306,0.93742,0.325641,0.827298,0.225681,0.297872,0
0.365271,0.931034,0.410256,0.818942,0.14786,0.302879,0
0.275449,0.923372,0.464103,0.746518,0.190661,0.361702,0
0.287426,0.9106,0.564103,0.660167,0.245136,0.197747,0
0.371257,0.896552,0.610256,0.582173,0.311284,0.131414,0
0.449102,0.877395,0.641026,0.626741,0.342412,0.176471,1
0.431139,0.860792,0.561538,0.682451,0.389105,0.221527,1
0.407186,0.878672,0.392308,0.821727,0.268482,0.214018,0
0.395211,0.896552,0.351282,0.938719,0.202335,0.239049,0
0.347306,0.914432,0.430769,0.169916,0.124514,0.317897,0
0.413172,0.897829,0.497436,0.317549,0.217899,0.325407,0
0.455089,0.863346,0.561539,0.350975,0.315175,0.172716,0
0.455089,0.818646,0.68718,0.367688,0.392996,0.153942,1
0.461077,0.768838,0.71282,0.389972,0.420233,0.180225,1
0.455091,0.762452,0.658974,0.660167,0.40856,0.281602,1
0.413174,0.794381,0.582051,0.696379,0.342412,0.329161,1
0.395211,0.804598,0.569231,0.62117,0.280156,0.337922,1
0.401199,0.793103,0.630769,0.543175,0.151751,0.406758,1
0.371259,0.736909,0.694872,0.426184,0.330739,0.306633,1
0.401197,0.702427,0.705128,0.493036,0.33463,0.285357,1
0.347306,0.688378,0.630769,0.649025,0.466926,0.274093,1
0.377246,0.681992,0.689744,0.654596,0.322957,0.325407,1
0.395211,0.653895,0.682051,0.532033,0.357977,0.317897,0
0.341317,0.621967,0.625641,0.573816,0.225681,0.295369,1
0.359282,0.642401,0.553846,0.022284,0.007782,0.395494,1
0.425151,0.697318,0.520513,0.763231,0.194553,0.468085,1
0.395211,0.765006,0.523077,0.632312,0.163424,0.40801,0
0.395211,0.812261,0.525641,0.490251,0.124514,0.445557,0
0.389222,0.841635,0.479487,0.495822,0.07393,0.385482,0
0.389222,0.851852,0.497436,0.339833,0.175097,0.536921,0
0.413174,0.841635,0.51282,0.35376,0.229572,0.35169,0
0.455089,0.832695,0.535897,0.398329,0.268482,0.380476,1
0.479041,0.805875,0.605128,0.45961,0.167315,0.380476,1
0.413174,0.784163,0.576923,0.62117,0.182879,0.743429,1
0.389222,0.780332,0.523077,0.685237,0.280156,0.531915,1
0.395211,0.772669,0.420513,0.727019,0.342412,0.349186,1
0.2994,0.770115,0.305128,0.835655,0.44358,0.342929,1
0.257486,0.773946,0.3,0.846797,0.342412,0.292866,2
0.119762,0.782886,0.294872,0.81337,0.439689,0.38423,2
0.113772,0.775223,0.384615,0.810585,0.350195,0.414268,2
0.131737,0.768838,0.392308,0.718663,0.36965,0.513141,2
0.15569,0.757344,0.423077,0.766017,0.59144,0.320401,2
0.017965,0.745849,0.274359,0.791086,0.365759,0.429287,2
0,0.730524,0.292308,0.832869,0.365759,0.428035,2
0.00599,0.715198,0.230769,0.94429,0.22179,0.469337,1
0.08982,0.660281,0.238462,0.114206,0.33463,0.446809,1
0.107785,0.60281,0.225641,0.103064,0.396887,0.310388,1
0.137725,0.521073,0.189744,0.114206,0.470817,0.205257,1
0.209582,0.452107,0.058974,0.130919,0.564202,0.232791,2
0.293412,0.363985,0,0.08078,0.719844,0.364205,3
0.347306,0.320562,0.058974,0.027855,0.70428,0.434293,2
0.287426,0.37931,0.217949,0.952646,0.575875,0.421777,2
0.233534,0.454662,0.335897,0.830084,0.326848,0.441802,2
0.287426,0.475096,0.366667,0.952646,0.159533,0.570713,2
0.251497,0.463602,0.351282,0.885794,0.439689,0.460576,2
0.095809,0.521073,0.453846,0.715877,0.610895,0.47184,2
0.02994,0.572158,0.520513,0.629526,0.447471,0.425532,2
0.071857,0.582375,0.551282,0.67688,0.490272,0.48811,2
0.09581,0.572158,0.412821,0.721448,0.385214,0.496871,2
0.02994,0.583653,0.351282,0.821727,0.346304,0.496871,3
0.071857,0.610473,0.376923,0.754875,0.560311,0.510638,3
0.041919,0.655172,0.441026,0.774373,0.626459,0.470588,2
0.119762,0.67433,0.558974,0.576602,0.214008,0.51189,1
0.245509,0.66539,0.733333,0.495822,0.428016,0.345432,1
0.311379,0.64751,0.784615,0.412256,0.494163,0.260325,2
0.293414,0.616858,0.769231,0.401114,0.595331,0.392991,3
0.407186,0.569604,0.794872,0.367688,0.731518,0.545682,3
0.431137,0.560664,0.882051,0.387187,0.731518,0.602003,3
0.413172,0.634738,0.653846,0.487465,0.206226,0.643304,3
0.401197,0.648787,0.5,0.306407,0.14786,0.623279,2
0.425151,0.616858,0.353846,0.155989,0.256809,0.635795,2
0.497006,0.554278,0.394872,0.169916,0.299611,0.540676,1
0.479041,0.482759,0.458974,0.286908,0.350195,0.425532,2
0.455089,0.490421,0.717949,0.292479,0.330739,0.401752,2
0.491019,0.535121,0.679487,0.526462,0.478599,0.413016,2
0.449102,0.521073,0.548718,0.376045,0.36965,0.486859,2
0.455091,0.52235,0.512821,0.270195,0.568093,0.334168,2
0.407186,0.56705,0.64359,0.665738,0.552529,0.36796,2
0.401197,0.588761,0.633333,0.587744,0.381323,0.451815,2
0.407186,0.570881,0.607692,0.345404,0.303502,0.481852,1
0.455091,0.542784,0.597436,0.261838,0.521401,0.302879,2
0.473054,0.53129,0.65641,0.339833,0.322957,0.36796,2
0.443114,0.51341,0.510256,0.300836,0.326848,0.411765,2
0.395211,0.448276,0.323077,0.178273,0.385214,0.379224,2
0.431137,0.431673,0.361538,0.181058,0.48249,0.331665,2
0.461079,0.454662,0.517949,0.331476,0.18677,0.441802,1
0.443114,0.500639,0.551282,0.203343,0.042802,0.400501,1
0.401199,0.550447,0.548718,0.724234,0.544747,0.270338,1
0.389222,0.607918,0.528205,0.657382,0.330739,0.322904,1
0.497006,0.621967,0.561539,0.476323,0.120623,0.342929,0
0.479041,0.624521,0.492308,0.306407,0.264591,0.376721,1
0.491017,0.606641,0.551282,0.278552,0.361868,0.234043,1
0.485031,0.619413,0.45641,0.267409,0.354086,0.365457,2
0.485029,0.613027,0.410256,0.236769,0.389105,0.459324,2
0.491019,0.61175,0.4,0.253482,0.385214,0.416771,2
0.473054,0.60281,0.435897,0.222841,0.346304,0.463079,1
0.455091,0.627075,0.492308,0.203343,0.307393,0.438048,1
0.485029,0.628352,0.551282,0.278552,0.249027,0.403004,1
0.437126,0.637292,0.566667,0.423398,0.14786,0.433041,1
0.437126,0.623244,0.551282,0.317549,0.225681,0.42428,1
0.461079,0.574713,0.489744,0.309192,0.416342,0.230288,1
0.449102,0.500639,0.564103,0.278552,0.583658,0.262829,3
0.479043,0.448276,0.592308,0.286908,0.809339,0.460576,3
0.502992,0.393359,0.653846,0.289694,0.785992,0.580726,3
0.485029,0.380587,0.766667,0.384401,0.505837,0.566959,2
0.502994,0.401022,0.815385,0.417827,0.486381,0.438048,2
0.479043,0.413793,0.851282,0.445682,0.431907,0.494368,2
0.389221,0.485313,0.802564,0.493036,0.51751,0.499374,2
0.425151,0.564496,0.717949,0.54039,0.404669,0.509387,2
0.413172,0.60281,0.689744,0.504178,0.385214,0.543179,2
0.413174,0.61175,0.641026,0.495822,0.311284,0.613267,2
0.359282,0.613027,0.653846,0.534819,0.361868,0.46433,2
0.383234,0.606641,0.646154,0.506964,0.29572,0.499374,2
0.419162,0.554278,0.684615,0.406685,0.381323,0.429287,2
0.461079,0.464879,0.735897,0.373259,0.669261,0.396746,3
0.520959,0.409962,0.676923,0.350975,0.688716,0.469337,2
0.520959,0.383142,0.630769,0.342618,0.396887,0.555695,2
0.497006,0.399745,0.75641,0.520891,0.33463,0.475594,2
0.449102,0.420179,0.797436,0.504178,0.424125,0.576971,2
0.371259,0.473819,0.75641,0.509749,0.400778,0.539424,2
0.395211,0.523627,0.671795,0.537604,0.420233,0.550688,2
0.443114,0.550447,0.628205,0.512535,0.385214,0.550688,2
0.467066,0.537676,0.612821,0.428969,0.284047,0.553191,2
0.443114,0.524904,0.612821,0.437326,0.159533,0.573217,2
0.419162,0.509579,0.635897,0.286908,0.128405,0.593242,2
0.413174,0.501916,0.651282,0.454039,0.18677,0.593242,2
0.425151,0.484036,0.587179,0.37883,0.225681,0.578223,2
0.401199,0.498084,0.476923,0.48468,0.077821,0.553191,2
0.395211,0.537676,0.423077,0.504178,0.105058,0.576971,1
0.353294,0.614304,0.453846,0.774373,0.385214,0.565707,1
0.347306,0.662835,0.466667,0.760446,0.2607,0.361702,2
0.359282,0.65645,0.669231,0.635097,0.252918,0.445557,1
0.431137,0.634738,0.730769,0.423398,0.439689,0.282854,1
0.425149,0.569604,0.746154,0.367688,0.505837,0.294118,1
0.419161,0.546616,0.75641,0.557103,0.377432,0.305382,2
0.305391,0.541507,0.720513,0.401114,0.552529,0.433041,2
0.32934,0.55811,0.641026,0.389972,0.494163,0.450563,2
0.353294,0.582375,0.530769,0.337047,0.326848,0.521902,2
0.383232,0.613027,0.4,0.189415,0.287938,0.564456,1
0.353294,0.644955,0.284615,0.16156,0.439689,0.436796,1
0.365271,0.662835,0.179487,0.047354,0.315175,0.321652,1
0.455089,0.684547,0.166667,0.058496,0.365759,0.332916,1
0.413174,0.706258,0.182051,0.019499,0.315175,0.290363,1
0.425151,0.713921,0.24359,0.933148,0.272374,0.342929,1
0.425149,0.722861,0.289744,0.835655,0.190661,0.322904,0
0.425151,0.720307,0.451282,0.880223,0.151751,0.314143,0
0.383234,0.698595,0.541026,0.373259,0.14786,0.34418,0
0.395211,0.661558,0.553846,0.4039,0.159533,0.339174,0
0.395211,0.651341,0.517949,0.426184,0.178988,0.324155,0
0.413174,0.661558,0.466667,0.495822,0.303502,0.172716,1
0.371259,0.676884,0.515385,0.509749,0.342412,0.385482,1
0.347306,0.660281,0.582051,0.704735,0.198444,0.419274,1
0.395209,0.634738,0.666667,0.573816,0.322957,0.286608,1
0.425151,0.601533,0.710256,0.548747,0.338521,0.211514,1
0.467066,0.551724,0.812821,0.479109,0.486381,0.262829,2
0.431139,0.505747,0.815385,0.454039,0.692607,0.347935,2
0.389222,0.547893,0.558974,0.618384,0.326848,0.49562,2
0.383234,0.544061,0.571795,0.632312,0.272374,0.498123,2
0.389222,0.56705,0.417949,0.607242,0.182879,0.521902,2
0.335331,0.574713,0.461538,0.593315,0.214008,0.541927,2
0.335331,0.607918,0.425641,0.668524,0.396887,0.499374,1
0.263472,0.627075,0.461538,0.607242,0.256809,0.445557,1
0.263474,0.58493,0.512821,0.498607,0.268482,0.50438,1
0.287426,0.480204,0.7,0.501393,0.521401,0.35169,2
0.359282,0.384419,0.815385,0.473538,0.626459,0.336671,2
0.383232,0.378033,0.607692,0.64624,0.428016,0.415519,2
0.371259,0.371648,0.615385,0.629526,0.346304,0.473091,2
0.293412,0.376756,0.589744,0.718663,0.424125,0.434293,2
0.323354,0.376756,0.579487,0.671309,0.470817,0.550688,3
0.293414,0.378033,0.584615,0.671309,0.536965,0.586984,3
0.293414,0.390805,0.574359,0.665738,0.365759,0.590738,3
0.275451,0.39719,0.553846,0.67688,0.599222,0.710889,3
0.233534,0.446999,0.507692,0.724234,0.622568,0.595745,3
0.203592,0.510856,0.558974,0.746518,0.723735,0.627034,3
0.209582,0.527458,0.607692,0.649025,0.264591,0.607009,2
0.221557,0.538953,0.602564,0.668524,0.400778,0.559449,2
0.191619,0.564496,0.569231,0.657382,0.315175,0.50438,1
0.245511,0.57599,0.592308,0.576602,0.2607,0.409262,1
0.287426,0.550447,0.589744,0.314763,0.175097,0.451815,1
0.287426,0.54917,0.533333,0.300836,0.44358,0.269086,1
0.335329,0.544061,0.45641,0.857939,0.066148,0.400501,1
0.317366,0.583653,0.384615,0.044568,0.214008,0.360451,1
0.293414,0.610473,0.479487,0.657382,0.116732,0.439299,1
0.293412,0.592593,0.75641,0.526462,0.377432,0.429287,2
0.407186,0.466156,0.902564,0.392758,0.805447,0.255319,3
0.449102,0.454662,0.730769,0.573816,0.44358,0.549437,2
0.413174,0.473819,0.753846,0.520891,0.474708,0.518148,3
0.365269,0.463602,0.802564,0.529248,0.571984,0.534418,3
0.413174,0.499361,0.776923,0.582173,0.51751,0.620776,3
0.359281,0.556833,0.753846,0.5961,0.529183,0.737171,3
0.371259,0.615581,0.730769,0.607242,0.513619,0.640801,3
0.299402,0.67433,0.707692,0.640669,0.548638,0.609512,2
0.329342,0.698595,0.651282,0.559889,0.389105,0.514393,2
0.341319,0.720307,0.653846,0.587744,0.428016,0.525657,2
0.323354,0.731801,0.615385,0.610028,0.326848,0.46433,2
0.269462,0.763729,0.576923,0.590529,0.29572,0.423029,1
0.341319,0.781609,0.728205,0.476323,0.396887,0.345432,2
0.413172,0.740741,0.889744,0.431755,0.614786,0.301627,3
0.461079,0.666667,0.941026,0.43454,0.88716,0.40801,3
0.449101,0.650064,0.917949,0.476323,0.610895,0.635795,3
0.491019,0.660281,0.802564,0.462396,0.501946,0.673342,3
0.532934,0.643678,0.810256,0.440111,0.525292,0.579474,3
0.479043,0.601533,0.792308,0.440111,0.389105,0.609512,2
0.479043,0.632184,0.723077,0.576602,0.428016,0.501877,3
0.443114,0.685824,0.630769,0.493036,0.354086,0.583229,2
0.425151,0.678161,0.610256,0.48468,0.287938,0.509387,2
0.389221,0.648787,0.520513,0.498607,0.202335,0.566959,2
0.365269,0.62963,0.520513,0.5961,0.214008,0.662078,2
0.365269,0.648787,0.525641,0.671309,0.22179,0.610763,2
0.323352,0.688378,0.428205,0.779944,0.311284,0.558198,2
0.317366,0.729246,0.369231,0.899721,0.357977,0.389237,2
0.311379,0.775223,0.384615,0.816156,0.36965,0.420526,2
0.281439,0.808429,0.492308,0.718663,0.233463,0.438048,1
0.221559,0.800766,0.625641,0.523677,0.264591,0.404255,1
0.305391,0.727969,0.694872,0.412256,0.51751,0.266583,2
0.341319,0.58493,0.769231,0.37883,0.708171,0.286608,3
0.425149,0.496807,0.651282,0.306407,0.863813,0.508135,3
0.413174,0.48659,0.487179,0.253482,0.754864,0.545682,3
0.401199,0.542784,0.266667,0.18663,0.626459,0.536921,3
0.407186,0.609195,0.225641,0.114206,0.424125,0.549437,2
0.419162,0.664112,0.248718,0.033426,0.338521,0.499374,2
0.467066,0.662835,0.294872,0.963788,0.252918,0.451815,1
0.413174,0.661558,0.310256,0.988858,0.18677,0.381727,1
0.377246,0.653895,0.4,0.852368,0.14786,0.456821,1
0.401199,0.657727,0.453846,0.682451,0.054475,0.461827,0
0.389222,0.65645,0.502564,0.493036,0.14786,0.505632,0
0.383234,0.648787,0.510256,0.431755,0.252918,0.389237,1
0.419162,0.62069,0.561538,0.448468,0.202335,0.423029,1
0.443114,0.554278,0.538462,0.289694,0.459144,0.220275,1
0.455089,0.430396,0.553846,0.267409,0.587549,0.252816,3
0.502992,0.314176,0.584615,0.275766,0.836576,0.520651,3
0.550898,0.309068,0.694872,0.356546,0.661479,0.515645,3
0.538921,0.357599,0.825641,0.43454,0.63035,0.496871,2
0.467066,0.413793,0.882051,0.462396,0.529183,0.445557,2
0.455091,0.439336,0.884615,0.4039,0.498054,0.460576,3
0.443112,0.431673,0.807692,0.364903,0.603113,0.454318,3
0.461077,0.425287,0.707692,0.37883,0.431907,0.513141,2
0.461079,0.422733,0.717949,0.334262,0.431907,0.44806,2
0.485031,0.403576,0.615385,0.29805,0.474708,0.451815,2
0.377246,0.381865,0.423077,0.225627,0.29572,0.376721,1
0.419162,0.430396,0.35641,0.064067,0.14786,0.425532,1
0.395209,0.510856,0.387179,0.835655,0.116732,0.428035,1
0.413174,0.570881,0.417949,0.704735,0.155642,0.381727,1
0.383234,0.583653,0.582051,0.487465,0.175097,0.484355,1
0.383234,0.546616,0.625641,0.473538,0.280156,0.356696,1
0.419162,0.556833,0.548718,0.345404,0.175097,0.36796,1
0.431139,0.581098,0.538462,0.373259,0.272374,0.282854,2
0.389222,0.586207,0.607692,0.637883,0.326848,0.44806,2
0.395211,0.57599,0.6,0.668524,0.36965,0.428035,2
0.389222,0.60281,0.54359,0.721448,0.385214,0.416771,2
0.401199,0.621967,0.425641,0.793872,0.233463,0.490613,2
0.335331,0.680715,0.366667,0.774373,0.249027,0.559449,2
0.383234,0.730524,0.405128,0.927577,0.241245,0.519399,1
0.341319,0.772669,0.441026,0.855153,0.225681,0.496871,1
0.395211,0.794381,0.44359,0.715877,0.085603,0.434293,1
0.365271,0.787995,0.507692,0.526462,0.167315,0.436796,0
0.389222,0.767561,0.54359,0.328691,0.229572,0.410513,0
0.425151,0.734355,0.579487,0.317549,0.276265,0.235294,1
0.443114,0.697318,0.54359,0.314763,0.389105,0.196496,1
0.401197,0.676884,0.44359,0.256267,0.447471,0.245307,1
0.467066,0.675607,0.351282,0.220056,0.431907,0.265332,2
0.461079,0.675607,0.284615,0.164345,0.416342,0.413016,1
0.467066,0.678161,0.215385,0.128134,0.33463,0.339174,1
0.508983,0.688378,0.217949,0.038997,0.315175,0.321652,1
0.502994,0.715198,0.215385,0.997214,0.365759,0.246558,1
0.502994,0.738186,0.264103,0.963788,0.303502,0.209011,0
0.485031,0.754789,0.307692,0.935933,0.233463,0.212766,0
0.479043,0.772669,0.323077,0.977716,0.136187,0.198999,0
0.479043,0.799489,0.433333,0.181058,0.027237,0.276596,0
0.532934,0.817369,0.525641,0.398329,0.081712,0.403004,0
0.514969,0.813538,0.597436,0.376045,0.198444,0.337922,0
0.514971,0.780332,0.648718,0.387187,0.249027,0.110138,0
0.514971,0.747126,0.682051,0.373259,0.412451,0.131414,2
0.502994,0.706258,0.723077,0.364903,0.571984,0.259074,1
0.532934,0.694764,0.689744,0.481894,0.315175,0.317897,1
0.520959,0.698595,0.605128,0.654596,0.342412,0.28035,1
0.449102,0.725415,0.561538,0.520891,0.256809,0.314143,1
0.473054,0.689655,0.674359,0.359331,0.319066,0.274093,1
0.556886,0.62963,0.861538,0.389972,0.575875,0.2403,2
0.580838,0.610473,0.879487,0.401114,0.501946,0.299124,2
0.556886,0.604087,0.702564,0.37883,0.463035,0.339174,2
0.550899,0.55811,0.615385,0.35376,0.373541,0.364205,1
0.479043,0.544061,0.692308,0.392758,0.381323,0.337922,2
0.461077,0.590038,0.805128,0.545961,0.785992,0.307885,2
0.485029,0.661558,0.805128,0.493036,0.533074,0.40801,2
0.443114,0.702427,0.766667,0.467967,0.428016,0.297872,1
0.413174,0.730524,0.748718,0.490251,0.428016,0.325407,2
0.395211,0.740741,0.694872,0.51532,0.40856,0.423029,2
0.425151,0.749681,0.694872,0.493036,0.326848,0.43179,1
0.443114,0.745849,0.671795,0.495822,0.284047,0.347935,1
0.485029,0.687101,0.712821,0.445682,0.354086,0.331665,1
0.491019,0.609195,0.741026,0.356546,0.55642,0.211514,2
0.502994,0.570881,0.723077,0.406685,0.326848,0.331665,1
0.449102,0.581098,0.723077,0.559889,0.319066,0.310388,2
0.491017,0.583653,0.576923,0.387187,0.237354,0.385482,3
0.455091,0.600255,0.45641,0.220056,0.190661,0.729662,2
0.491019,0.614304,0.353846,0.008357,0.210117,0.620776,2
0.491019,0.642401,0.276923,0.930362,0.361868,0.47184,2
0.467066,0.648787,0.294872,0.810585,0.303502,0.499374,1
0.538923,0.683269,0.282051,0.061281,0.182879,0.485607,1
0.526946,0.704981,0.315385,0.027855,0.089494,0.423029,1
0.544911,0.736909,0.338462,0.83844,0.050584,0.466834,0
0.532934,0.738186,0.464103,0.462396,0.085603,0.434293,0
0.520959,0.731801,0.548718,0.387187,0.14786,0.458073,0
0.479043,0.713921,0.623077,0.504178,0.311284,0.237797,0
0.556886,0.696041,0.65641,0.512535,0.307393,0.20025,0
0.479041,0.671775,0.682051,0.462396,0.350195,0.201502,1
0.508983,0.664112,0.661538,0.462396,0.361868,0.239049,1
0.491019,0.660281,0.664103,0.409471,0.291829,0.307885,1
0.532934,0.693487,0.607692,0.406685,0.29572,0.374218,1
0.526946,0.729246,0.489744,0.440111,0.198444,0.486859,1
0.508983,0.771392,0.402564,0.799443,0.194553,0.559449,1
0.538921,0.807152,0.397436,0.874652,0.241245,0.489362,1
0.491019,0.835249,0.41282,0.866295,0.256809,0.496871,1
0.520959,0.849298,0.358974,0.869081,0.326848,0.438048,1
0.514971,0.862069,0.412821,0.83844,0.330739,0.416771,1
0.497006,0.862069,0.38718,0.896936,0.315175,0.356696,0
0.550899,0.855683,0.425641,0.902507,0.256809,0.325407,0
0.497006,0.841635,0.379487,0.005571,0.159533,0.406758,0
0.514971,0.832695,0.412821,0.849582,0.159533,0.463079,0
0.473054,0.826309,0.44359,0.986072,0.124514,0.513141,0
0.502994,0.828863,0.461538,0.211699,0.14786,0.44806,0
0.514969,0.821201,0.446154,0.233983,0.120623,0.579474,0
0.491019,0.823755,0.446154,0.228412,0.178988,0.617021,0
0.491019,0.835249,0.448718,0.245125,0.210117,0.515645,0
0.550899,0.846743,0.482051,0.278552,0.159533,0.533166,0
0.514971,0.849298,0.494872,0.272981,0.108949,0.585732,0
0.556886,0.842912,0.535897,0.334262,0.132296,0.53567,0
0.550899,0.840358,0.515385,0.339833,0.178988,0.451815,0
0.598803,0.831418,0.525641,0.395543,0.140078,0.505632,0
0.514969,0.821201,0.474359,0.420613,0.151751,0.369212,0
0.568863,0.821201,0.471795,0.479109,0.124514,0.411765,0
0.502994,0.831418,0.458974,0.465181,0.11284,0.379224,0
0.574851,0.83014,0.464103,0.623955,0.132296,0.561952,0
0.532934,0.832695,0.469231,0.061281,0.058366,0.571965,0
0.556886,0.835249,0.466667,0.774373,0.167315,0.536921,1
0.526946,0.840358,0.466667,0.935933,0.116732,0.618273,0
0.556886,0.833972,0.523077,0.64624,0.058366,0.52816,0
0.532934,0.827586,0.515385,0.479109,0.093385,0.539424,0
0.544911,0.812261,0.582051,0.582173,0.159533,0.386733,0
0.520958,0.810983,0.579487,0.442897,0.22179,0.451815,0
0.568861,0.813538,0.641026,0.465181,0.190661,0.317897,0
0.580838,0.808429,0.553846,0.470752,0.132296,0.352941,0
0.568861,0.804598,0.515385,0.548747,0.124514,0.339174,0
0.568861,0.789272,0.517949,0.64624,0.101167,0.387985,0
0.598801,0.787995,0.407692,0.785515,0.105058,0.354193,0
0.568863,0.782886,0.448718,0.927577,0.194553,0.505632,1
0.550899,0.787995,0.410256,0.902507,0.171206,0.647059,1
0.574851,0.796935,0.405128,0.877437,0.085603,0.723404,1
0.604791,0.810983,0.394872,0.961003,0.11284,0.680851,1
0.598803,0.787995,0.366667,0.128134,0.046693,0.729662,1
0.556886,0.789272,0.35641,0.941504,0.093385,0.724656,0
0.574849,0.794381,0.376923,0.802228,0.093385,0.644556,1
0.622753,0.835249,0.394872,0.690808,0.22179,0.566959,0
0.598803,0.851852,0.394872,0.83844,0.354086,0.235294,1
0.520958,0.885057,0.346154,0.860724,0.291829,0.340426,0
0.502992,0.890166,0.402564,0.788301,0.2607,0.221527,1
0.502994,0.904215,0.366667,0.788301,0.202335,0.342929,0
0.479043,0.904215,0.34359,0.802228,0.291829,0.249061,0
0.407186,0.923372,0.346154,0.835655,0.280156,0.257822,0
0.479041,0.922095,0.323077,0.855153,0.322957,0.214018,1
0.526946,0.923372,0.328205,0.852368,0.342412,0.291615,1
0.532934,0.904215,0.325641,0.846797,0.36965,0.275344,1
0.532934,0.891443,0.358974,0.818942,0.350195,0.300375,1
0.574849,0.869732,0.34359,0.86351,0.404669,0.259074,1
0.646706,0.854406,0.34359,0.832869,0.389105,0.281602,1
0.586826,0.83014,0.364103,0.821727,0.389105,0.180225,1
