@relation test-weka.filters.unsupervised.attribute.Remove-R16-17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A+0.650031)/(16.050012+0.650031)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-96020)/(103850-96020)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-48)/(100-48)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A+24.399998)/(25.300001+24.399998)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A+17.9)/(21.10002+17.9)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A+0)/(359-0)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-0.1)/(19.7-0.1)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-0.4)/(26.1-0.4)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-2.94)/(17.39-2.94)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-3.1)/(11.09-3.1)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-95880)/(103830-95880)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A+0.9)/(15.8+0.9)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-unset-class-temporarily

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.538923,0.54023,0.615385,0.394366,0.794871,0.37883,0.530612,0.486381,0.425606,0.456821,0.54717,0.580838,0.267327,?
0.538923,0.546616,0.788462,0.311871,0.635897,0.359331,0.5,0.44358,0.425606,0.455569,0.572327,0.57485,0.247525,?
0.568863,0.49553,0.942308,0.372233,0.417949,0.253482,0.367347,0.322957,0.488581,0.465582,0.530818,0.568862,0.247525,?
0.580839,0.431673,0.865385,0.414487,0.587179,0.337047,0.367347,0.322957,0.37301,0.414268,0.4,0.57485,0.237624,?
0.520959,0.501916,0.846154,0.420523,0.741025,0.412256,0.44898,0.396887,0.544637,0.466834,0.513208,0.568862,0.237624,?
0.508983,0.528736,0.769231,0.313883,0.582051,0.303621,0.397959,0.357977,0.544637,0.444305,0.549686,0.568862,0.237624,?
0.538923,0.527458,0.75,0.34004,0.546154,0.339833,0.362245,0.346304,0.488581,0.42428,0.552201,0.57485,0.247525,?
0.568863,0.537676,0.769231,0.346076,0.489743,0.261838,0.25,0.225681,0.488581,0.405507,0.559748,0.586826,0.247525,?
0.598803,0.482759,0.980769,0.492958,0.274359,0.986072,0.321429,?,?,?,0.509434,0.556886,0.257426,?
0.622754,0.452107,0.961538,0.466801,0.333333,0.08078,0.341837,0.299611,0.290657,0.204005,0.464151,0.598802,0.277228,?
0.640719,0.457216,0.884615,0.468813,0.458974,0.178273,0.382653,0.346304,0.32872,0.227785,0.464151,0.634731,0.29703,?
0.550899,0.498084,0.961538,0.464789,0.530769,0.264624,0.346939,0.299611,0.32872,0.249061,0.500629,0.586826,0.277228,?
0.508983,0.54917,1,0.434608,0.582051,0.345404,0.290816,0.264591,0.37301,0.337922,0.550943,0.550898,0.287129,?
0.556886,0.597701,0.846154,0.464789,0.617948,0.456825,0.204082,0.175097,0.32872,0.277847,0.591195,0.54491,0.277228,?
0.610779,0.628352,0.769231,0.496982,0.625641,0.417827,0.290816,0.252918,0.32872,0.292866,0.626415,0.60479,0.306931,?
0.556886,0.671775,0.903846,0.545272,0.671795,0.604457,?,?,?,?,?,?,?,?
0.550898,0.696041,0.903846,0.531187,0.653846,0.501393,0.204082,0.171206,0.290657,0.20776,0.701887,0.550898,0.306931,?
0.568863,0.694764,0.826923,0.523139,0.676923,0.504178,0.341837,0.315175,0.37301,0.201502,0.708176,0.592814,0.316832,?
0.568863,0.703704,0.903846,0.579477,0.676923,0.571031,0.25,0.237354,0.20346,0.210263,0.703145,0.586826,0.316832,?
0.544911,0.715198,0.865385,0.655936,0.584615,0.654596,0.397959,0.357977,0.37301,0.266583,0.718239,0.568862,0.316832,?
0.526946,0.738186,0.846154,0.663984,0.530769,0.693593,0.367347,0.33463,0.587543,0.521902,0.734591,0.568862,0.306931,?
0.520959,0.735632,0.865385,0.613682,0.574359,0.674095,0.311224,0.264591,0.425606,0.420526,0.734591,0.556886,0.316832,?
0.491019,0.707535,0.903846,0.569417,0.617948,0.593315,0.326531,0.276265,0.544637,0.419274,0.710692,0.538922,0.316832,?
0.497006,0.687101,0.923077,0.593561,0.630769,0.632312,0.316327,0.284047,0.544637,0.396746,0.690566,0.538922,0.306931,?
0.520959,0.675607,0.846154,0.579477,0.658974,0.629526,0.290816,0.249027,0.488581,0.312891,0.683019,0.532934,0.306931,?
0.550899,0.652618,0.788462,0.523139,0.682051,0.54039,0.265306,0.225681,0.425606,0.316646,0.672956,0.532934,0.316832,?
0.532934,0.62069,0.865385,0.490946,0.692307,0.465181,0.346939,0.307393,0.425606,0.289111,0.641509,0.538922,0.316832,?
0.497006,0.613027,0.903846,0.533199,0.633333,0.440111,0.27551,0.229572,0.37301,0.30413,0.630189,0.550898,0.306931,?
0.538923,0.610473,0.634615,0.482897,0.571795,0.406685,0.27551,0.233463,0.544637,0.382979,0.632704,0.556886,0.316832,?
0.580839,0.616858,0.538462,0.450704,0.523077,0.345404,0.153061,0.128405,0.488581,0.459324,0.638994,0.57485,0.366337,?
0.556886,0.621967,0.538462,0.392354,0.448718,0.16156,0.193878,0.175097,0.488581,0.540676,0.637736,0.580838,0.376238,?
0.526946,0.600255,0.730769,0.37827,0.392308,0.16156,0.260204,0.229572,0.544637,0.39174,0.620126,0.580838,0.336634,?
0.574851,0.573436,0.673077,0.356137,0.330769,0.167131,0.336735,0.291829,0.425606,0.236546,0.596226,0.60479,0.336634,?
0.574849,0.55811,0.711538,0.408451,0.330769,0.142061,0.362245,0.326848,0.488581,0.173967,0.588679,0.622754,0.366337,?
0.580839,0.544061,0.730769,0.404427,0.266667,0.066852,0.413265,0.357977,0.229066,0.214018,0.568553,0.622754,0.366337,?
0.520959,0.532567,0.865385,0.426559,0.389743,0.267409,0.25,0.206226,0.290657,0.269086,0.557233,0.550898,0.356436,?
0.580839,0.538953,0.557692,0.496982,0.320513,0.064067,0.255102,0.22179,0.229066,0.237797,0.555975,0.592814,0.366337,?
0.604791,0.550447,0.576923,0.56338,0.384615,0.935933,0.173469,0.14786,0.258131,0.261577,0.56478,0.598802,0.405941,?
0.562874,0.572158,0.692308,0.605634,0.407692,0.844011,0.290816,0.256809,0.258131,0.221527,0.573585,0.592814,0.405941,?
0.520958,0.616858,0.923077,0.631791,0.507692,0.796657,0.357143,0.315175,0.290657,0.128911,0.608805,0.60479,0.376238,?
0.610779,0.661558,0.596154,0.623742,0.553846,0.662953,0.331633,0.272374,0.073356,0.100125,0.651572,0.610778,0.376238,?
0.610779,0.699872,0.5,0.55332,0.561538,0.674095,0.27551,0.245136,0.142561,0.136421,0.703145,0.616766,0.405941,?
0.592814,0.715198,0.403846,0.468813,0.553846,0.590529,0.096939,0.085603,0.425606,0.415519,0.720755,0.610778,0.415842,?
0.544911,0.725415,0.615385,0.404427,0.535897,0.545961,0.076531,0.081712,0.425606,0.382979,0.739623,0.598802,0.405941,?
0.616766,0.739464,0.576923,0.370221,0.520513,0.328691,0.204082,0.229572,0.37301,0.43179,0.749686,0.640719,0.415842,?
0.652693,0.753512,0.5,0.336016,0.523077,0.337047,0.27551,0.233463,0.425606,0.329161,0.76478,0.658683,0.445545,?
0.634729,0.735632,0.576923,0.338028,0.538461,0.334262,0.30102,0.256809,0.425606,0.274093,0.758491,0.664671,0.445545,?
0.598801,0.730524,0.673077,0.293763,0.541025,0.303621,0.341837,0.29572,0.635294,0.20776,0.755975,0.652695,0.425743,?
0.652694,0.692209,0.576923,0.275654,0.435897,0.29805,0.357143,0.303502,0.181315,0.197747,0.732075,0.658683,0.425743,?
0.610779,0.641124,0.711538,0.227364,0.407692,0.245125,0.5,0.435798,0.125952,0.146433,0.683019,0.658683,0.425743,?
0.616766,0.555556,0.826923,0.249497,0.451282,0.214485,0.52551,0.505837,0.20346,0.245307,0.593711,0.658683,0.405941,?
0.592812,0.508301,0.980769,0.400402,0.594872,0.236769,0.505102,0.455253,0.258131,0.245307,0.518239,0.622754,0.39604,?
0.622754,0.510856,0.884615,0.523139,0.715384,0.582173,0.418367,0.373541,0.37301,0.349186,0.52327,0.622754,0.39604,?
0.652694,0.523627,0.75,0.478873,0.746154,0.476323,0.387755,0.357977,0.37301,0.277847,0.559748,0.646707,0.405941,?
0.592814,0.544061,0.980769,0.470825,0.625641,0.45961,0.25,0.206226,0.229066,0.284105,0.563522,0.634731,0.39604,?
0.568863,0.572158,1,0.488934,0.551282,0.420613,0.147959,0.128405,0.290657,0.324155,0.589937,0.634731,0.39604,?
0.616766,0.614304,0.826923,0.523139,0.476923,0.29805,0.158163,0.132296,0.32872,0.356696,0.625157,0.652695,0.405941,?
0.652694,0.667944,0.711538,0.559356,0.482051,0.197772,0.112245,0.101167,0.425606,0.479349,0.677987,0.694611,0.49505,?
0.652693,0.710089,0.673077,0.585513,0.433333,0.947075,0.102041,0.097276,0.425606,0.466834,0.715723,0.706587,0.475248,?
0.616766,0.762452,0.711538,0.583501,0.44359,0.830084,0.147959,0.140078,0.37301,0.510638,0.761006,0.688623,0.475248,?
0.622753,0.812261,0.730769,0.571429,0.392308,0.871866,0.234694,0.194553,0.425606,0.380476,0.808805,0.682635,0.435644,?
0.664671,0.846743,0.673077,0.527163,0.433333,0.810585,0.137755,0.116732,0.37301,0.436796,0.844025,0.706587,0.524752,?
0.664671,0.868455,0.596154,0.523139,0.433333,0.877437,0.127551,0.108949,0.32872,0.294118,0.864151,0.706587,0.50495,?
0.634731,0.888889,0.634615,0.513078,0.441025,0.938719,0.122449,0.097276,0.750865,0.430538,0.885535,0.694611,0.514851,?
0.664671,0.90166,0.653846,0.448692,0.410256,0.97493,0.19898,0.175097,0.229066,0.216521,0.904403,0.700599,0.50495,?
0.712575,0.905492,0.557692,0.416499,0.428205,0.08078,0.081633,0.07393,0.750865,0.484355,0.906918,0.742515,0.623762,?
0.682634,0.863346,0.538462,0.366197,0.474359,0.272981,0.117347,0.097276,0.903806,0.569462,0.885535,0.748503,0.623762,?
0.652694,0.832695,0.576923,0.27163,0.523077,0.295265,0.331633,0.276265,0.258131,0.070088,0.860377,0.712575,0.544554,?
0.682633,0.786718,0.692308,0.21328,0.54359,0.278552,0.55102,0.494163,0.125952,0.126408,0.816352,0.706587,0.49505,?
0.706586,0.727969,0.788462,0.235412,0.574359,0.267409,0.637755,0.575875,0.258131,0.286608,0.763522,0.712575,0.465347,?
0.676646,0.660281,0.942308,0.307847,0.61282,0.306407,0.484694,0.435798,0.32872,0.321652,0.693082,0.682635,0.445545,?
0.640719,0.633461,0.980769,0.410463,0.617948,0.467967,0.336735,0.357977,0.258131,0.309136,0.665409,0.634731,0.435644,?
0.67066,0.642401,0.884615,0.434608,0.535897,0.259053,0.229592,0.202335,0.258131,0.252816,0.656604,0.658683,0.435644,?
0.652694,0.661558,0.923077,0.509054,0.417949,0.114206,0.132653,0.124514,0.425606,0.426783,0.659119,0.670659,0.465347,?
0.634731,0.676884,0.980769,0.537223,0.348718,0.052925,0.147959,0.136187,0.425606,0.428035,0.675472,0.688623,0.475248,?
0.628743,0.694764,0.980769,0.549296,0.31282,0.011142,0.239796,0.210117,0.32872,0.302879,0.700629,0.682635,0.465347,?
0.67066,0.726692,0.884615,0.597586,0.294872,0.913649,0.331633,0.280156,0.32872,0.225282,0.730818,0.694611,0.455446,?
0.658681,0.761175,0.865385,0.623742,0.35641,0.869081,0.22449,0.198444,0.821453,0.285357,0.763522,0.712575,0.485149,?
0.622754,0.781609,0.903846,0.649899,0.387179,0.774373,0.321429,0.29572,0.750865,0.205257,0.781132,0.676647,0.485149,?
0.568861,0.791826,0.903846,0.657948,0.423077,0.793872,0.387755,0.365759,0.125952,0.163955,0.793711,0.60479,0.475248,?
0.574851,0.807152,0.788462,0.645875,0.494872,0.721448,0.341837,0.29572,0.229066,0.206508,0.807547,0.628743,0.475248,?
0.580838,0.817369,0.807692,0.631791,0.571795,0.674095,0.352041,0.299611,0.258131,0.175219,0.812579,0.652695,0.475248,?
0.610779,0.805875,0.826923,0.609658,0.620513,0.640669,0.372449,0.342412,0.229066,0.168961,0.807547,0.658683,0.475248,?
0.592814,0.807152,0.903846,0.583501,0.635897,0.612813,0.367347,0.33463,0.635294,0.375469,0.793711,0.664671,0.485149,?
0.658681,0.787995,0.788462,0.561368,0.694871,0.557103,0.372449,0.326848,0.488581,0.350438,0.788679,0.670659,0.485149,?
0.646706,0.781609,0.807692,0.507042,0.687179,0.573816,0.367347,0.322957,0.544637,0.36796,0.781132,0.658683,0.49505,?
0.634731,0.750958,0.846154,0.474849,0.717948,0.506964,0.392857,0.338521,0.544637,0.349186,0.767296,0.652695,0.485149,?
0.610778,0.720307,0.923077,0.426559,0.735897,0.43454,0.44898,0.420233,0.488581,0.307885,0.732075,0.658683,0.485149,?
0.640719,0.703704,0.903846,0.390342,0.753846,0.462396,0.510204,0.455253,0.488581,0.345432,0.713208,0.664671,0.475248,?
0.652694,0.683269,0.865385,0.348089,0.761538,0.398329,0.535714,0.486381,0.425606,0.359199,0.70566,0.682635,0.445545,?
0.622753,0.655172,0.961538,0.303823,0.738461,0.398329,0.540816,0.470817,0.425606,0.347935,0.68805,0.682635,0.445545,?
0.622754,0.624521,1,0.336016,0.705128,0.359331,0.510204,0.466926,0.488581,0.436796,0.655346,0.682635,0.425743,?
0.682633,0.62069,0.923077,0.376258,0.66923,0.359331,0.520408,0.466926,0.544637,0.403004,0.623899,0.682635,0.425743,?
0.67066,0.619413,0.903846,0.50503,0.643589,0.451253,0.341837,0.319066,0.488581,0.453066,0.620126,0.682635,0.435644,?
0.628743,0.630907,1,0.557344,0.602564,0.532033,0.255102,0.237354,0.488581,0.484355,0.631447,0.634731,0.435644,?
0.604791,0.630907,1,0.527163,0.553846,0.518106,0.168367,0.159533,0.488581,0.478098,0.641509,0.598802,0.435644,?
0.622754,0.632184,0.961538,0.519115,0.502564,0.448468,0.132653,0.116732,0.488581,0.475594,0.636478,0.628743,0.435644,?
0.67066,0.627075,0.884615,0.515091,0.482051,0,0,0,0.425606,0.463079,0.626415,0.634731,0.49505,?
0.634731,0.600255,0.923077,0.577465,0.487179,0.665738,0.05102,0.054475,0.425606,0.454318,0.605031,0.646707,0.49505,?
0.610779,0.59387,0.961538,0.587525,0.55641,0.660167,0.137755,0.116732,0.425606,0.441802,0.598742,0.640719,0.465347,?
0.634731,0.61175,0.903846,0.607646,0.587179,0.679666,0.188776,0.151751,0.32872,0.435544,0.603774,0.634731,0.455446,?
0.634731,0.628352,0.884615,0.623742,0.633333,0.643454,0.19898,0.182879,0.32872,0.34418,0.631447,0.670659,0.465347,?
0.616766,0.644955,0.903846,0.631791,0.605128,0.665738,0.255102,0.217899,0.32872,0.310388,0.645283,0.658683,0.465347,?
0.592814,0.651341,0.923077,0.619718,0.592307,0.660167,0.290816,0.249027,0.32872,0.231539,0.657862,0.646707,0.455446,?
0.598803,0.660281,0.865385,0.565392,0.61282,0.601671,0.22449,0.194553,0.20346,0.269086,0.667925,0.658683,0.465347,?
0.658683,0.675607,0.730769,0.559356,0.61282,0.495822,0.204082,0.171206,0.32872,0.301627,0.685535,0.688623,0.50495,?
0.664671,0.684547,0.730769,0.559356,0.569231,0.437326,0.096939,0.085603,0.37301,0.326658,0.685535,0.658683,0.49505,?
0.616766,0.688378,0.903846,0.573441,0.587179,0.543175,0.158163,0.143969,0.258131,0.371715,0.68805,0.670659,0.49505,?
0.646706,0.697318,0.807692,0.581489,0.574359,0.573816,0.076531,0.081712,0.32872,0.390488,0.685535,0.670659,0.485149,?
0.634731,0.713921,0.884615,0.587525,0.582051,0.662953,0.173469,0.14786,0.37301,0.377972,0.703145,0.688623,0.50495,?
0.652694,0.704981,0.865385,0.575453,0.579487,0.610028,0.25,0.214008,0.37301,0.312891,0.708176,0.688623,0.50495,?
0.622754,0.716475,0.942308,0.537223,0.56923,0.548747,0.147959,0.120623,0.290657,0.335419,0.725786,0.688623,0.514851,?
0.67066,0.731801,0.788462,0.535211,0.543589,0.526462,0.107143,0.085603,0.290657,0.317897,0.743396,0.694611,0.50495,?
0.724551,0.754789,0.653846,0.488934,0.497436,0.612813,0.02551,0.023346,0.229066,0.252816,0.768553,0.742515,0.60396,?
0.712575,0.765006,0.653846,0.476861,0.469231,0.264624,0.066327,0.050584,0.821453,0.401752,0.773585,0.736527,0.613861,?
0.67066,0.765006,0.711538,0.406439,0.415384,0.116992,0.173469,0.151751,0.903806,0.337922,0.778616,0.736527,0.574257,?
0.724551,0.759898,0.673077,0.390342,0.402564,0.233983,0.234694,0.202335,0.821453,0.475594,0.778616,0.742515,0.554455,?
0.718563,0.752235,0.634615,0.374245,0.392308,0.194986,0.285714,0.249027,0.821453,0.162703,0.779874,0.760479,0.594059,?
0.67066,0.740741,0.730769,0.354125,0.394872,0.228412,0.229592,0.194553,0.750865,0.138924,0.76478,0.724551,0.574257,?
0.688623,0.724138,0.846154,0.317907,0.41282,0.222841,0.280612,0.241245,0.750865,0.126408,0.753459,0.736527,0.574257,?
0.7006,0.719029,0.884615,0.336016,0.464102,0.220056,0.265306,0.22179,0.821453,0.156446,0.742138,0.760479,0.564356,?
0.712573,0.727969,0.769231,0.331992,0.533333,0.311978,0.326531,0.29572,0.062976,0.072591,0.745912,0.754491,0.584158,?
0.670658,0.717752,0.846154,0.368209,0.630769,0.362117,0.387755,0.330739,0.32872,0.214018,0.739623,0.736527,0.574257,?
0.694611,0.725415,0.769231,0.38833,0.620513,0.339833,0.341837,0.29572,0.290657,0.245307,0.735849,0.730539,0.564356,?
0.688623,0.722861,0.807692,0.406439,0.661538,0.4039,0.377551,0.322957,0.32872,0.251564,0.739623,0.712575,0.564356,?
0.67066,0.740741,0.807692,0.414487,0.658974,0.445682,0.403061,0.350195,0.32872,0.215269,0.759748,0.736527,0.574257,?
0.676646,0.748404,0.846154,0.390342,0.628205,0.417827,0.285714,0.241245,0.229066,0.252816,0.768553,0.724551,0.554455,?
0.652694,0.757344,0.923077,0.392354,0.589743,0.451253,0.173469,0.140078,0.689273,0.216521,0.772327,0.718563,0.554455,?
0.694611,0.744572,0.769231,0.458752,0.551282,0.367688,0.158163,0.124514,0.689273,0.352941,0.763522,0.730539,0.564356,?
0.688623,0.752235,0.826923,0.472837,0.54359,0.387187,0.056122,0.042802,0.689273,0.244055,0.759748,0.754491,0.673267,?
0.664671,0.739464,0.865385,0.545272,0.487179,0.688022,0.076531,0.066148,0.689273,0.349186,0.74717,0.724551,0.683168,?
0.646706,0.731801,0.884615,0.581489,0.515384,0.727019,0.137755,0.11284,0.750865,0.360451,0.72956,0.730539,0.633663,?
0.682634,0.738186,0.730769,0.539235,0.541025,0.718663,0.122449,0.11284,0.689273,0.416771,0.732075,0.718563,0.594059,?
0.724551,0.735632,0.692308,0.444668,0.56923,0.537604,0.234694,0.210117,0.689273,0.356696,0.738365,0.748503,0.633663,?
0.712575,0.710089,0.807692,0.38833,0.61282,0.445682,0.260204,0.214008,0.37301,0.156446,0.730818,0.712575,0.623762,?
0.688623,0.687101,0.923077,0.376258,0.589743,0.367688,0.382653,0.330739,0.125952,0.142678,0.70566,0.736527,0.60396,?
0.742515,0.671775,0.846154,0.418511,0.579487,0.325905,0.459184,0.416342,0.290657,0.214018,0.684277,0.718563,0.584158,?
0.754491,0.659004,0.807692,0.541247,0.541025,0.303621,0.352041,0.315175,0.32872,0.24781,0.657862,0.748503,0.584158,?
0.718563,0.628352,0.865385,0.653924,0.551282,0.637883,0.209184,0.178988,0.32872,0.361702,0.628931,0.718563,0.584158,?
0.646706,0.62069,1,0.605634,0.533333,0.699164,0.403061,0.342412,0.290657,0.250313,0.616352,0.706587,0.584158,?
0.694609,0.627075,0.884615,0.561368,0.474359,0.626741,0.22449,0.198444,0.32872,0.350438,0.622642,0.694611,0.584158,?
0.748503,0.651341,0.711538,0.498994,0.417949,0.548747,0.112245,0.089494,0.32872,0.335419,0.640252,0.724551,0.633663,?
0.718561,0.652618,0.788462,0.515091,0.369231,0.16156,0.061224,0.062257,0.290657,0.392991,0.661635,0.742515,0.643564,?
0.706586,0.66539,0.769231,0.496982,0.351282,0.220056,0.096939,0.097276,0.290657,0.406758,0.671698,0.754491,0.623762,?
0.772455,0.678161,0.711538,0.470825,0.317949,0.05571,0.255102,0.233463,0.37301,0.275344,0.691824,0.778443,0.613861,?
0.79042,0.685824,0.596154,0.454728,0.338461,0.075209,0.30102,0.256809,0.32872,0.24781,0.710692,0.790419,0.663366,?
0.76048,0.702427,0.673077,0.440644,0.282051,0.058496,0.352041,0.338521,0.32872,0.20776,0.724528,0.814371,0.633663,?
0.736526,0.717752,0.788462,0.466801,0.284615,0.027855,0.214286,0.182879,0.290657,0.197747,0.733333,0.796407,0.60396,?
0.754491,0.738186,0.730769,0.480885,0.279487,0.94429,0.285714,0.2607,0.290657,0.202753,0.742138,0.784431,0.623762,?
0.760478,0.747126,0.711538,0.537223,0.346154,0.774373,0.076531,0.062257,0.290657,0.235294,0.755975,0.790419,0.663366,?
0.736526,0.750958,0.711538,0.551308,0.433333,0.746518,0.234694,0.194553,0.750865,0.241552,0.755975,0.772455,0.653465,?
0.7006,0.759898,0.846154,0.513078,0.507692,0.56546,0.066327,0.058366,0.20346,0.256571,0.766038,0.760479,0.653465,?
0.754489,0.768838,0.730769,0.523139,0.517949,0.473538,0.117347,0.097276,0.903806,0.300375,0.778616,0.784431,0.663366,?
0.742515,0.772669,0.653846,0.49497,0.546154,0.451253,0.127551,0.108949,0.903806,0.357947,0.781132,0.832335,0.742574,?
0.772455,0.770115,0.634615,0.470825,0.530769,0.476323,0.102041,0.081712,1,0.396746,0.778616,0.820359,0.712871,?
0.706586,0.763729,0.788462,0.517103,0.505128,0.766017,0.168367,0.140078,0.821453,0.444305,0.76478,0.778443,0.693069,?
0.736526,0.750958,0.730769,0.54326,0.535897,0.598886,0.158163,0.155642,0.821453,0.372966,0.757233,0.748503,0.673267,?
0.736526,0.754789,0.711538,0.56338,0.582051,0.51532,0.183673,0.163424,0.750865,0.397997,0.759748,0.748503,0.693069,?
0.706586,0.745849,0.846154,0.559356,0.564102,0.67688,0.229592,0.206226,0.821453,0.297872,0.750943,0.724551,0.673267,?
0.658683,0.747126,1,0.55332,0.582051,0.64624,0.209184,0.202335,0.750865,0.284105,0.761006,0.712575,0.673267,?
0.712573,0.765006,0.903846,0.533199,0.541025,0.70195,0.112245,0.116732,0.750865,0.296621,0.777358,0.688623,0.673267,?
0.730538,0.794381,0.865385,0.525151,0.530769,0.590529,0.163265,0.151751,0.821453,0.269086,0.803774,0.766467,0.70297,?
0.718561,0.809706,0.942308,0.501006,0.541025,0.610028,0.178571,0.151751,0.821453,0.374218,0.818868,0.742515,0.70297,?
0.676646,0.831418,0.980769,0.517103,0.497436,0.512535,0.137755,0.116732,0.821453,0.419274,0.83522,0.718563,0.70297,?
0.724549,0.841635,0.865385,0.511066,0.476923,0.451253,0.127551,0.105058,0.750865,0.426783,0.841509,0.742515,0.70297,?
0.79042,0.849298,0.730769,0.555332,0.474359,0.629526,0.142857,0.120623,0.750865,0.405507,0.845283,0.802395,0.772277,?
0.766466,0.833972,0.788462,0.593561,0.438461,0.699164,0.183673,0.151751,0.750865,0.357947,0.827673,0.790419,0.752475,?
0.712575,0.817369,0.923077,0.583501,0.492307,0.752089,0.127551,0.120623,0.750865,0.389237,0.815094,0.772455,0.732673,?
0.730538,0.790549,0.865385,0.597585,0.505128,0.654596,0.183673,0.159533,0.750865,0.291615,0.788679,0.796407,0.712871,?
0.754491,0.767561,0.788462,0.577465,0.610256,0.610028,0.285714,0.237354,0.181315,0.076345,0.767296,0.808383,0.742574,?
0.730538,0.721584,0.846154,0.539235,0.694871,0.568245,0.367347,0.350195,0.160554,0.126408,0.725786,0.772455,0.693069,?
0.736526,0.675607,0.846154,0.490946,0.764102,0.520891,0.443878,0.385214,0.229066,0.193992,0.69434,0.742515,0.673267,?
0.736526,0.636015,0.846154,0.422535,0.75641,0.445682,0.489796,0.439689,0.229066,0.256571,0.656604,0.766467,0.653465,?
0.736526,0.621967,0.865385,0.400402,0.766666,0.462396,0.617347,0.564202,0.258131,0.282854,0.626415,0.778443,0.633663,?
0.742515,0.58493,0.942308,0.380282,0.720513,0.417827,0.540816,0.486381,0.32872,0.301627,0.612579,0.784431,0.633663,?
0.754489,0.574713,0.923077,0.311871,0.684615,0.359331,0.596939,0.529183,0.290657,0.269086,0.593711,0.796407,0.633663,?
0.766466,0.564496,0.903846,0.323944,0.653846,0.356546,0.602041,0.552529,0.290657,0.320401,0.578616,0.784431,0.584158,?
0.778441,0.574713,0.865385,0.334004,0.638461,0.350975,0.5,0.439689,0.32872,0.329161,0.587421,0.790419,0.60396,?
0.76048,0.565773,0.961538,0.323944,0.574359,0.339833,0.530612,0.486381,0.290657,0.285357,0.58239,0.796407,0.613861,?
0.754489,0.551724,0.942308,0.307847,0.505128,0.259053,0.581633,0.533074,0.32872,0.291615,0.569811,0.802395,0.594059,?
0.778443,0.54023,0.884615,0.305835,0.489743,0.261838,0.581633,0.525292,0.32872,0.295369,0.563522,0.802395,0.594059,?
0.766466,0.555556,0.980769,0.356137,0.464102,0.225627,0.377551,0.330739,0.32872,0.329161,0.56478,0.802395,0.594059,?
0.772453,0.550447,0.923077,0.434608,0.420513,0.194986,0.168367,0.143969,0.32872,0.347935,0.568553,0.778443,0.594059,?
0.772453,0.572158,0.923077,0.501006,0.366667,0.058496,0.260204,0.22179,0.32872,0.342929,0.581132,0.790419,0.623762,?
0.778443,0.627075,0.980769,0.521127,0.353846,0.058496,0.326531,0.287938,0.32872,0.257822,0.631447,0.808383,0.613861,?
0.808383,0.687101,0.807692,0.511066,0.358974,0.064067,0.30102,0.264591,0.258131,0.270338,0.695597,0.844311,0.643564,?
0.79042,0.754789,0.826923,0.458753,0.384615,0.111421,0.158163,0.124514,0.32872,0.340426,0.753459,0.814371,0.663366,?
0.76048,0.786718,0.903846,0.476861,0.430769,0.130919,0.086735,0.070039,0.258131,0.316646,0.793711,0.796407,0.643564,?
0.772453,0.807152,0.846154,0.432596,0.482051,0.208914,0.117347,0.101167,0.290657,0.399249,0.825157,0.820359,0.683168,?
0.796406,0.817369,0.769231,0.376258,0.494872,0.275766,0.25,0.233463,0.425606,0.205257,0.828931,0.826347,0.693069,?
0.784431,0.798212,0.826923,0.352113,0.484615,0.275766,0.255102,0.229572,0.229066,0.236546,0.820126,0.820359,0.683168,?
0.748501,0.790549,0.903846,0.344064,0.469231,0.24234,0.265306,0.237354,0.544637,0.155194,0.807547,0.826347,0.683168,?
0.796406,0.780332,0.807692,0.338028,0.446154,0.208914,0.239796,0.214008,0.635294,0.192741,0.803774,0.820359,0.693069,?
0.81437,0.765006,0.730769,0.364185,0.433333,0.267409,0.25,0.206226,0.544637,0.141427,0.783648,0.808383,0.683168,?
0.796406,0.736909,0.788462,0.37827,0.464102,0.231198,0.188776,0.167315,0.181315,0.221527,0.766038,0.808383,0.673267,?
0.730538,0.724138,0.903846,0.38833,0.420513,0.264624,0.295918,0.303502,0.142561,0.121402,0.745912,0.766467,0.673267,?
