@relation 'train-weka.filters.unsupervised.attribute.Remove-R11,16-17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)/(MAX-MIN)-V-R13-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R2-3,9'

@attribute air numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute PRES numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.497006,0.676923,0.342618,0.463035,0.410513,0.744693,2
0.491019,0.620513,0.428969,0.198444,0.450563,0.720018,2
0.467066,0.425641,0.275766,0.077821,0.470588,0.709394,1
0.461077,0.253846,0.038997,0.233463,0.481852,0.752404,2
0.407186,0.112821,0.100279,0.466926,0.340426,0.819429,1
0.443112,0.130769,0.033426,0.350195,0.359199,0.881205,1
0.443114,0.197436,0.947075,0.365759,0.297872,0.913506,1
0.431139,0.25641,0.927577,0.2607,0.312891,0.937584,0
0.419161,0.297436,0.869081,0.268482,0.265332,0.93425,0
0.347306,0.325641,0.827298,0.225681,0.297872,0.934629,0
0.365271,0.410256,0.818942,0.14786,0.302879,0.929882,0
0.275449,0.464103,0.746518,0.190661,0.361702,0.922537,0
0.287426,0.564103,0.660167,0.245136,0.197747,0.909849,0
0.371257,0.610256,0.582173,0.311284,0.131414,0.89564,0
0.449102,0.641026,0.626741,0.342412,0.176471,0.876808,1
0.431139,0.561538,0.682451,0.389105,0.221527,0.857321,1
0.407186,0.392308,0.821727,0.268482,0.214018,0.87615,0
0.395211,0.351282,0.938719,0.202335,0.239049,0.896211,0
0.347306,0.430769,0.169916,0.124514,0.317897,0.919786,0
0.413172,0.497436,0.317549,0.217899,0.325407,0.906004,0
0.455089,0.561539,0.350975,0.315175,0.172716,0.871937,0
0.455089,0.68718,0.367688,0.392996,0.153942,0.83183,1
0.461077,0.71282,0.389972,0.420233,0.180225,0.780359,1
0.455091,0.658974,0.660167,0.40856,0.281602,0.765468,1
0.413174,0.582051,0.696379,0.342412,0.329161,0.793476,1
0.395211,0.569231,0.62117,0.280156,0.337922,0.806451,1
0.401199,0.630769,0.543175,0.151751,0.406758,0.798245,1
0.371259,0.694872,0.426184,0.330739,0.306633,0.747601,1
0.401197,0.705128,0.493036,0.33463,0.285357,0.708053,1
0.347306,0.630769,0.649025,0.466926,0.274093,0.691041,1
0.377246,0.689744,0.654596,0.322957,0.325407,0.683275,1
0.395211,0.682051,0.532033,0.357977,0.317897,0.659908,0
0.341317,0.625641,0.573816,0.225681,0.295369,0.628294,1
0.359282,0.553846,0.022284,0.007782,0.395494,0.648704,1
0.425151,0.520513,0.763231,0.194553,0.468085,0.69771,1
0.395211,0.523077,0.632312,0.163424,0.40801,0.766796,0
0.395211,0.525641,0.490251,0.124514,0.445557,0.816343,0
0.389222,0.479487,0.495822,0.07393,0.385482,0.84843,0
0.389222,0.497436,0.339833,0.175097,0.536921,0.863449,0
0.413174,0.51282,0.35376,0.229572,0.35169,0.855411,0
0.455089,0.535897,0.398329,0.268482,0.380476,0.845249,1
0.479041,0.605128,0.45961,0.167315,0.380476,0.812369,1
0.413174,0.576923,0.62117,0.182879,0.743429,0.783141,1
0.389222,0.523077,0.685237,0.280156,0.531915,0.777957,1
0.395211,0.420513,0.727019,0.342412,0.349186,0.769248,1
0.2994,0.305128,0.835655,0.44358,0.342929,0.767962,1
0.257486,0.3,0.846797,0.342412,0.292866,0.770062,2
0.119762,0.294872,0.81337,0.439689,0.38423,0.779491,2
0.113772,0.384615,0.810585,0.350195,0.414268,0.77159,2
0.131737,0.392308,0.718663,0.36965,0.513141,0.766591,2
0.15569,0.423077,0.766017,0.59144,0.320401,0.753355,2
0.017965,0.274359,0.791086,0.365759,0.429287,0.743735,2
0,0.292308,0.832869,0.365759,0.428035,0.731391,2
0.00599,0.230769,0.94429,0.22179,0.469337,0.719882,1
0.08982,0.238462,0.114206,0.33463,0.446809,0.674486,1
0.107785,0.225641,0.103064,0.396887,0.310388,0.622119,1
0.137725,0.189744,0.114206,0.470817,0.205257,0.541891,1
0.209582,0.058974,0.130919,0.564202,0.232791,0.475787,2
0.293412,0,0.08078,0.719844,0.364205,0.385825,3
0.347306,0.058974,0.027855,0.70428,0.434293,0.338512,2
0.287426,0.217949,0.952646,0.575875,0.421777,0.384355,2
0.233534,0.335897,0.830084,0.326848,0.441802,0.461026,2
0.287426,0.366667,0.952646,0.159533,0.570713,0.48334,2
0.251497,0.351282,0.885794,0.439689,0.460576,0.46934,2
0.095809,0.453846,0.715877,0.610895,0.47184,0.518593,2
0.02994,0.520513,0.629526,0.447471,0.425532,0.573075,2
0.071857,0.551282,0.67688,0.490272,0.48811,0.58193,2
0.09581,0.412821,0.721448,0.385214,0.496871,0.571192,2
0.02994,0.351282,0.821727,0.346304,0.496871,0.580647,3
0.071857,0.376923,0.754875,0.560311,0.510638,0.607102,3
0.041919,0.441026,0.774373,0.626459,0.470588,0.653375,2
0.119762,0.558974,0.576602,0.214008,0.51189,0.678318,1
0.245509,0.733333,0.495822,0.428016,0.345432,0.676436,1
0.311379,0.784615,0.412256,0.494163,0.260325,0.663016,2
0.293414,0.769231,0.401114,0.595331,0.392991,0.637248,3
0.407186,0.794872,0.367688,0.731518,0.545682,0.595705,3
0.431137,0.882051,0.387187,0.731518,0.602003,0.58125,3
0.413172,0.653846,0.487465,0.206226,0.643304,0.646216,3
0.401197,0.5,0.306407,0.14786,0.623279,0.663648,2
0.425151,0.353846,0.155989,0.256809,0.635795,0.635293,2
0.497006,0.394872,0.169916,0.299611,0.540676,0.57727,1
0.479041,0.458974,0.286908,0.350195,0.425532,0.50647,2
0.455089,0.717949,0.292479,0.330739,0.401752,0.505292,2
0.491019,0.679487,0.526462,0.478599,0.413016,0.551387,2
0.449102,0.548718,0.376045,0.36965,0.486859,0.539122,2
0.455091,0.512821,0.270195,0.568093,0.334168,0.539107,2
0.407186,0.64359,0.665738,0.552529,0.36796,0.574432,2
0.401197,0.633333,0.587744,0.381323,0.451815,0.598778,2
0.407186,0.607692,0.345404,0.303502,0.481852,0.591548,1
0.455091,0.597436,0.261838,0.521401,0.302879,0.567753,2
0.473054,0.65641,0.339833,0.322957,0.36796,0.555014,2
0.443114,0.510256,0.300836,0.326848,0.411765,0.538453,2
0.395211,0.323077,0.178273,0.385214,0.379224,0.472091,2
0.431137,0.361538,0.181058,0.48249,0.331665,0.446421,2
0.461079,0.517949,0.331476,0.18677,0.441802,0.461112,1
0.443114,0.551282,0.203343,0.042802,0.400501,0.503994,1
0.401199,0.548718,0.724234,0.544747,0.270338,0.552148,1
0.389222,0.528205,0.657382,0.330739,0.322904,0.612774,1
0.497006,0.561539,0.476323,0.120623,0.342929,0.632852,0
0.479041,0.492308,0.306407,0.264591,0.376721,0.644542,1
0.491017,0.551282,0.278552,0.361868,0.234043,0.628924,1
0.485031,0.45641,0.267409,0.354086,0.365457,0.641931,2
0.485029,0.410256,0.236769,0.389105,0.459324,0.636799,2
0.491019,0.4,0.253482,0.385214,0.416771,0.635279,2
0.473054,0.435897,0.222841,0.346304,0.463079,0.621153,1
0.455091,0.492308,0.203343,0.307393,0.438048,0.644001,1
0.485029,0.551282,0.278552,0.249027,0.403004,0.643151,1
0.437126,0.566667,0.423398,0.14786,0.433041,0.651188,1
0.437126,0.551282,0.317549,0.225681,0.42428,0.641501,1
0.461079,0.489744,0.309192,0.416342,0.230288,0.60033,1
0.449102,0.564103,0.278552,0.583658,0.262829,0.533262,3
0.479043,0.592308,0.286908,0.809339,0.460576,0.481574,3
0.502992,0.653846,0.289694,0.785992,0.580726,0.423764,3
0.485029,0.766667,0.384401,0.505837,0.566959,0.401903,2
0.502994,0.815385,0.417827,0.486381,0.438048,0.420513,2
0.479043,0.851282,0.445682,0.431907,0.494368,0.431351,2
0.389221,0.802564,0.493036,0.51751,0.499374,0.493659,2
0.425151,0.717949,0.54039,0.404669,0.509387,0.572667,2
0.413172,0.689744,0.504178,0.385214,0.543179,0.613083,2
0.413174,0.641026,0.495822,0.311284,0.613267,0.620923,2
0.359282,0.653846,0.534819,0.361868,0.46433,0.622829,2
0.383234,0.646154,0.506964,0.29572,0.499374,0.616243,2
0.419162,0.684615,0.406685,0.381323,0.429287,0.574471,2
0.461079,0.735897,0.373259,0.669261,0.396746,0.490359,3
0.520959,0.676923,0.350975,0.688716,0.469337,0.434989,2
0.520959,0.630769,0.342618,0.396887,0.555695,0.402433,2
0.497006,0.75641,0.520891,0.33463,0.475594,0.412681,2
0.449102,0.797436,0.504178,0.424125,0.576971,0.432753,2
0.371259,0.75641,0.509749,0.400778,0.539424,0.482546,2
0.395211,0.671795,0.537604,0.420233,0.550688,0.531727,2
0.443114,0.628205,0.512535,0.385214,0.550688,0.561839,2
0.467066,0.612821,0.428969,0.284047,0.553191,0.551485,2
0.443114,0.612821,0.437326,0.159533,0.573217,0.537922,2
0.419162,0.635897,0.286908,0.128405,0.593242,0.523828,2
0.413174,0.651282,0.454039,0.18677,0.593242,0.515484,2
0.425151,0.587179,0.37883,0.225681,0.578223,0.498042,2
0.401199,0.476923,0.48468,0.077821,0.553191,0.507174,2
0.395211,0.423077,0.504178,0.105058,0.576971,0.54283,1
0.353294,0.453846,0.774373,0.385214,0.565707,0.613226,1
0.347306,0.466667,0.760446,0.2607,0.361702,0.660962,2
0.359282,0.669231,0.635097,0.252918,0.445557,0.661108,1
0.431137,0.730769,0.423398,0.439689,0.282854,0.646465,1
0.425149,0.746154,0.367688,0.505837,0.294118,0.584597,1
0.419161,0.75641,0.557103,0.377432,0.305382,0.555514,2
0.305391,0.720513,0.401114,0.552529,0.433041,0.55178,2
0.32934,0.641026,0.389972,0.494163,0.450563,0.573151,2
0.353294,0.530769,0.337047,0.326848,0.521902,0.59889,2
0.383232,0.4,0.189415,0.287938,0.564456,0.630752,1
0.353294,0.284615,0.16156,0.439689,0.436796,0.661416,1
0.365271,0.179487,0.047354,0.315175,0.321652,0.678958,1
0.455089,0.166667,0.058496,0.365759,0.332916,0.695403,1
0.413174,0.182051,0.019499,0.315175,0.290363,0.715631,1
0.425151,0.24359,0.933148,0.272374,0.342929,0.717165,1
0.425149,0.289744,0.835655,0.190661,0.322904,0.725308,0
0.425151,0.451282,0.880223,0.151751,0.314143,0.722112,0
0.383234,0.541026,0.373259,0.14786,0.34418,0.705911,0
0.395211,0.553846,0.4039,0.159533,0.339174,0.670919,0
0.395211,0.517949,0.426184,0.178988,0.324155,0.660652,0
0.413174,0.466667,0.495822,0.303502,0.172716,0.667453,1
0.371259,0.515385,0.509749,0.342412,0.385482,0.68044,1
0.347306,0.582051,0.704735,0.198444,0.419274,0.663022,1
0.395209,0.666667,0.573816,0.322957,0.286608,0.640776,1
0.425151,0.710256,0.548747,0.338521,0.211514,0.608992,1
0.467066,0.812821,0.479109,0.486381,0.262829,0.566005,2
0.431139,0.815385,0.454039,0.692607,0.347935,0.517599,2
0.389222,0.558974,0.618384,0.326848,0.49562,0.554601,2
0.383234,0.571795,0.632312,0.272374,0.498123,0.549895,2
0.389222,0.417949,0.607242,0.182879,0.521902,0.57168,2
0.335331,0.461538,0.593315,0.214008,0.541927,0.578508,2
0.335331,0.425641,0.668524,0.396887,0.499374,0.610267,1
0.263472,0.461538,0.607242,0.256809,0.445557,0.632428,1
0.263474,0.512821,0.498607,0.268482,0.50438,0.594393,1
0.287426,0.7,0.501393,0.521401,0.35169,0.492575,2
0.359282,0.815385,0.473538,0.626459,0.336671,0.397125,2
0.383232,0.607692,0.64624,0.428016,0.415519,0.382786,2
0.371259,0.615385,0.629526,0.346304,0.473091,0.37476,2
0.293412,0.589744,0.718663,0.424125,0.434293,0.377869,2
0.323354,0.579487,0.671309,0.470817,0.550688,0.378815,3
0.293414,0.584615,0.671309,0.536965,0.586984,0.377257,3
0.293414,0.574359,0.665738,0.365759,0.590738,0.390137,3
0.275451,0.553846,0.67688,0.599222,0.710889,0.394454,3
0.233534,0.507692,0.724234,0.622568,0.595745,0.44244,3
0.203592,0.558974,0.746518,0.723735,0.627034,0.50522,3
0.209582,0.607692,0.649025,0.264591,0.607009,0.525556,2
0.221557,0.602564,0.668524,0.400778,0.559449,0.53936,2
0.191619,0.569231,0.657382,0.315175,0.50438,0.568151,1
0.245511,0.592308,0.576602,0.2607,0.409262,0.583009,1
0.287426,0.589744,0.314763,0.175097,0.451815,0.559291,1
0.287426,0.533333,0.300836,0.44358,0.269086,0.559355,1
0.335329,0.45641,0.857939,0.066148,0.400501,0.546079,1
0.317366,0.384615,0.044568,0.214008,0.360451,0.589164,1
0.293414,0.479487,0.657382,0.116732,0.439299,0.612058,1
0.293412,0.75641,0.526462,0.377432,0.429287,0.604492,2
0.407186,0.902564,0.392758,0.805447,0.255319,0.485195,3
0.449102,0.730769,0.573816,0.44358,0.549437,0.454309,2
0.413174,0.753846,0.520891,0.474708,0.518148,0.481233,3
0.365269,0.802564,0.529248,0.571984,0.534418,0.470985,3
0.413174,0.776923,0.582173,0.51751,0.620776,0.502289,3
0.359281,0.753846,0.5961,0.529183,0.737171,0.557361,3
0.371259,0.730769,0.607242,0.513619,0.640801,0.614806,3
0.299402,0.707692,0.640669,0.548638,0.609512,0.675653,2
0.329342,0.651282,0.559889,0.389105,0.514393,0.701376,2
0.341319,0.653846,0.587744,0.428016,0.525657,0.722282,2
0.323354,0.615385,0.610028,0.326848,0.46433,0.731574,2
0.269462,0.576923,0.590529,0.29572,0.423029,0.764275,1
0.341319,0.728205,0.476323,0.396887,0.345432,0.790993,2
0.413172,0.889744,0.431755,0.614786,0.301627,0.755503,3
0.461079,0.941026,0.43454,0.88716,0.40801,0.684463,3
0.449101,0.917949,0.476323,0.610895,0.635795,0.661435,3
0.491019,0.802564,0.462396,0.501946,0.673342,0.672393,3
0.532934,0.810256,0.440111,0.525292,0.579474,0.657053,3
0.479043,0.792308,0.440111,0.389105,0.609512,0.614503,2
0.479043,0.723077,0.576602,0.428016,0.501877,0.637321,3
0.443114,0.630769,0.493036,0.354086,0.583229,0.69225,2
0.425151,0.610256,0.48468,0.287938,0.509387,0.687548,2
0.389221,0.520513,0.498607,0.202335,0.566959,0.655747,2
0.365269,0.520513,0.5961,0.214008,0.662078,0.632851,2
0.365269,0.525641,0.671309,0.22179,0.610763,0.651545,2
0.323352,0.428205,0.779944,0.311284,0.558198,0.688348,2
0.317366,0.369231,0.899721,0.357977,0.389237,0.726018,2
0.311379,0.384615,0.816156,0.36965,0.420526,0.772667,2
0.281439,0.492308,0.718663,0.233463,0.438048,0.807291,1
0.221559,0.625641,0.523677,0.264591,0.404255,0.804987,1
0.305391,0.694872,0.412256,0.51751,0.266583,0.745101,2
0.341319,0.769231,0.37883,0.708171,0.286608,0.609738,3
0.425149,0.651282,0.306407,0.863813,0.508135,0.52274,3
0.413174,0.487179,0.253482,0.754864,0.545682,0.509691,3
0.401199,0.266667,0.18663,0.626459,0.536921,0.562293,3
0.407186,0.225641,0.114206,0.424125,0.549437,0.625965,2
0.419162,0.248718,0.033426,0.338521,0.499374,0.676254,2
0.467066,0.294872,0.963788,0.252918,0.451815,0.665406,1
0.413174,0.310256,0.988858,0.18677,0.381727,0.665211,1
0.377246,0.4,0.852368,0.14786,0.456821,0.657781,1
0.401199,0.453846,0.682451,0.054475,0.461827,0.662608,0
0.389222,0.502564,0.493036,0.14786,0.505632,0.663081,0
0.383234,0.510256,0.431755,0.252918,0.389237,0.659675,1
0.419162,0.561538,0.448468,0.202335,0.423029,0.634665,1
0.443114,0.538462,0.289694,0.459144,0.220275,0.578201,1
0.455089,0.553846,0.267409,0.587549,0.252816,0.460477,3
0.502992,0.584615,0.275766,0.836576,0.520651,0.343086,3
0.550898,0.694872,0.356546,0.661479,0.515645,0.328796,3
0.538921,0.825641,0.43454,0.63035,0.496871,0.374075,2
0.467066,0.882051,0.462396,0.529183,0.445557,0.429831,2
0.455091,0.884615,0.4039,0.498054,0.460576,0.458535,3
0.443112,0.807692,0.364903,0.603113,0.454318,0.453381,3
0.461077,0.707692,0.37883,0.431907,0.513141,0.446426,2
0.461079,0.717949,0.334262,0.431907,0.44806,0.443236,2
0.485031,0.615385,0.29805,0.474708,0.451815,0.423815,2
0.377246,0.423077,0.225627,0.29572,0.376721,0.398974,1
0.419162,0.35641,0.064067,0.14786,0.425532,0.443345,1
0.395209,0.387179,0.835655,0.116732,0.428035,0.515405,1
0.413174,0.417949,0.704735,0.155642,0.381727,0.575366,1
0.383234,0.582051,0.487465,0.175097,0.484355,0.590994,1
0.383234,0.625641,0.473538,0.280156,0.356696,0.558911,1
0.419162,0.548718,0.345404,0.175097,0.36796,0.563725,1
0.431139,0.538462,0.373259,0.272374,0.282854,0.585294,2
0.389222,0.607692,0.637883,0.326848,0.44806,0.589943,2
0.395211,0.6,0.668524,0.36965,0.428035,0.57671,2
0.389222,0.54359,0.721448,0.385214,0.416771,0.601502,2
0.401199,0.425641,0.793872,0.233463,0.490613,0.621023,2
0.335331,0.366667,0.774373,0.249027,0.559449,0.679868,2
0.383234,0.405128,0.927577,0.241245,0.519399,0.729626,1
0.341319,0.441026,0.855153,0.225681,0.496871,0.771618,1
0.395211,0.44359,0.715877,0.085603,0.434293,0.794043,1
0.365271,0.507692,0.526462,0.167315,0.436796,0.794118,0
0.389222,0.54359,0.328691,0.229572,0.410513,0.779628,0
0.425151,0.579487,0.317549,0.276265,0.235294,0.750878,1
0.443114,0.54359,0.314763,0.389105,0.196496,0.717616,1
0.401197,0.44359,0.256267,0.447471,0.245307,0.698269,1
0.467066,0.351282,0.220056,0.431907,0.265332,0.696037,2
0.461079,0.284615,0.164345,0.416342,0.413016,0.695384,1
0.467066,0.215385,0.128134,0.33463,0.339174,0.694766,1
0.508983,0.217949,0.038997,0.315175,0.321652,0.701989,1
0.502994,0.215385,0.997214,0.365759,0.246558,0.721603,1
0.502994,0.264103,0.963788,0.303502,0.209011,0.741542,0
0.485031,0.307692,0.935933,0.233463,0.212766,0.757987,0
0.479043,0.323077,0.977716,0.136187,0.198999,0.775657,0
0.479043,0.433333,0.181058,0.027237,0.276596,0.807016,0
0.532934,0.525641,0.398329,0.081712,0.403004,0.823927,0
0.514969,0.597436,0.376045,0.198444,0.337922,0.822569,0
0.514971,0.648718,0.387187,0.249027,0.110138,0.79468,0
0.514971,0.682051,0.373259,0.412451,0.131414,0.762928,2
0.502994,0.723077,0.364903,0.571984,0.259074,0.722923,1
0.532934,0.689744,0.481894,0.315175,0.317897,0.703236,1
0.520959,0.605128,0.654596,0.342412,0.28035,0.701382,1
0.449102,0.561538,0.520891,0.256809,0.314143,0.732425,1
0.473054,0.674359,0.359331,0.319066,0.274093,0.706427,1
0.556886,0.861538,0.389972,0.575875,0.2403,0.64736,2
0.580838,0.879487,0.401114,0.501946,0.299124,0.627692,2
0.556886,0.702564,0.37883,0.463035,0.339174,0.621845,2
0.550899,0.615385,0.35376,0.373541,0.364205,0.574776,1
0.479043,0.692308,0.392758,0.381323,0.337922,0.5562,2
0.461077,0.805128,0.545961,0.785992,0.307885,0.597526,2
0.485029,0.805128,0.493036,0.533074,0.40801,0.670869,2
0.443114,0.766667,0.467967,0.428016,0.297872,0.711798,1
0.413174,0.748718,0.490251,0.428016,0.325407,0.737786,2
0.395211,0.694872,0.51532,0.40856,0.423029,0.746685,2
0.425151,0.694872,0.493036,0.326848,0.43179,0.756211,1
0.443114,0.671795,0.495822,0.284047,0.347935,0.753926,1
0.485029,0.712821,0.445682,0.354086,0.331665,0.70182,1
0.491019,0.741026,0.356546,0.55642,0.211514,0.62747,2
0.502994,0.723077,0.406685,0.326848,0.331665,0.583528,1
0.449102,0.723077,0.559889,0.319066,0.310388,0.591728,2
0.491017,0.576923,0.387187,0.237354,0.385482,0.596811,3
0.455091,0.45641,0.220056,0.190661,0.729662,0.611395,2
0.491019,0.353846,0.008357,0.210117,0.620776,0.625438,2
0.491019,0.276923,0.930362,0.361868,0.47184,0.647285,2
0.467066,0.294872,0.810585,0.303502,0.499374,0.65265,1
0.538923,0.282051,0.061281,0.182879,0.485607,0.690643,1
0.526946,0.315385,0.027855,0.089494,0.423029,0.712171,1
0.544911,0.338462,0.83844,0.050584,0.466834,0.742928,0
0.532934,0.464103,0.462396,0.085603,0.434293,0.745168,0
0.520959,0.548718,0.387187,0.14786,0.458073,0.741262,0
0.479043,0.623077,0.504178,0.311284,0.237797,0.724016,0
0.556886,0.65641,0.512535,0.307393,0.20025,0.706311,0
0.479041,0.682051,0.462396,0.350195,0.201502,0.68327,1
0.508983,0.661538,0.462396,0.361868,0.239049,0.677195,1
0.491019,0.664103,0.409471,0.291829,0.307885,0.67369,1
0.532934,0.607692,0.406685,0.29572,0.374218,0.705214,1
0.526946,0.489744,0.440111,0.198444,0.486859,0.736725,1
0.508983,0.402564,0.799443,0.194553,0.559449,0.775684,1
0.538921,0.397436,0.874652,0.241245,0.489362,0.808705,1
0.491019,0.41282,0.866295,0.256809,0.496871,0.837166,1
0.520959,0.358974,0.869081,0.326848,0.438048,0.849843,1
0.514971,0.412821,0.83844,0.330739,0.416771,0.862922,1
0.497006,0.38718,0.896936,0.315175,0.356696,0.863703,0
0.550899,0.425641,0.902507,0.256809,0.325407,0.857777,0
0.497006,0.379487,0.005571,0.159533,0.406758,0.849985,0
0.514971,0.412821,0.849582,0.159533,0.463079,0.834647,0
0.473054,0.44359,0.986072,0.124514,0.513141,0.828997,0
0.502994,0.461538,0.211699,0.14786,0.44806,0.836177,0
0.514969,0.446154,0.233983,0.120623,0.579474,0.828428,0
0.491019,0.446154,0.228412,0.178988,0.617021,0.833081,0
0.491019,0.448718,0.245125,0.210117,0.515645,0.844813,0
0.550899,0.482051,0.278552,0.159533,0.533166,0.855697,0
0.514971,0.494872,0.272981,0.108949,0.585732,0.857735,0
0.556886,0.535897,0.334262,0.132296,0.53567,0.8498,0
0.550899,0.515385,0.339833,0.178988,0.451815,0.848328,0
0.598803,0.525641,0.395543,0.140078,0.505632,0.837274,0
0.514969,0.474359,0.420613,0.151751,0.369212,0.827458,0
0.568863,0.471795,0.479109,0.124514,0.411765,0.825434,0
0.502994,0.458974,0.465181,0.11284,0.379224,0.836102,0
0.574851,0.464103,0.623955,0.132296,0.561952,0.833307,0
0.532934,0.469231,0.061281,0.058366,0.571965,0.839048,0
0.556886,0.466667,0.774373,0.167315,0.536921,0.838008,1
0.526946,0.466667,0.935933,0.116732,0.618273,0.842797,0
0.556886,0.523077,0.64624,0.058366,0.52816,0.837372,0
0.532934,0.515385,0.479109,0.093385,0.539424,0.832595,0
0.544911,0.582051,0.582173,0.159533,0.386733,0.817414,0
0.520958,0.579487,0.442897,0.22179,0.451815,0.817327,0
0.568861,0.641026,0.465181,0.190661,0.317897,0.82044,0
0.580838,0.553846,0.470752,0.132296,0.352941,0.814161,0
0.568861,0.515385,0.548747,0.124514,0.339174,0.811315,0
0.568861,0.517949,0.64624,0.101167,0.387985,0.794566,0
0.598801,0.407692,0.785515,0.105058,0.354193,0.791614,0
0.568863,0.448718,0.927577,0.194553,0.505632,0.785614,1
0.550899,0.410256,0.902507,0.171206,0.647059,0.790278,1
0.574851,0.405128,0.877437,0.085603,0.723404,0.799755,1
0.604791,0.394872,0.961003,0.11284,0.680851,0.813718,1
0.598803,0.366667,0.128134,0.046693,0.729662,0.796381,1
0.556886,0.35641,0.941504,0.093385,0.724656,0.793409,0
0.574849,0.376923,0.802228,0.093385,0.644556,0.795396,1
0.622753,0.394872,0.690808,0.22179,0.566959,0.835084,0
0.598803,0.394872,0.83844,0.354086,0.235294,0.850428,1
0.520958,0.346154,0.860724,0.291829,0.340426,0.884784,0
0.502992,0.402564,0.788301,0.2607,0.221527,0.889084,1
0.502994,0.366667,0.788301,0.202335,0.342929,0.902006,0
0.479043,0.34359,0.802228,0.291829,0.249061,0.904175,0
0.407186,0.346154,0.835655,0.280156,0.257822,0.920309,0
0.479041,0.323077,0.855153,0.322957,0.214018,0.919483,1
0.526946,0.328205,0.852368,0.342412,0.291615,0.921609,1
0.532934,0.325641,0.846797,0.36965,0.275344,0.901054,1
0.532934,0.358974,0.818942,0.350195,0.300375,0.888192,1
0.574849,0.34359,0.86351,0.404669,0.259074,0.86704,1
0.646706,0.34359,0.832869,0.389105,0.281602,0.852024,1
0.586826,0.364103,0.821727,0.389105,0.180225,0.828928,1
0.634729,0.325641,0.860724,0.389105,0.254068,0.812473,1
0.628743,0.358974,0.832869,0.396887,0.212766,0.798748,0
0.664671,0.330769,0.849582,0.346304,0.216521,0.790506,1
0.598803,0.369231,0.830084,0.354086,0.195244,0.777875,0
0.640719,0.410256,0.805014,0.330739,0.191489,0.759067,0
0.634731,0.410256,0.791086,0.342412,0.193992,0.749125,1
0.652693,0.382051,0.796657,0.33463,0.284105,0.735164,1
0.640719,0.428205,0.799443,0.276265,0.294118,0.721686,1
0.580839,0.430769,0.777159,0.272374,0.35169,0.711349,1
0.592812,0.451282,0.740947,0.225681,0.324155,0.700757,0
0.676646,0.48718,0.793872,0.284047,0.285357,0.700236,0
0.628743,0.535897,0.791086,0.229572,0.284105,0.679972,0
0.604791,0.453846,0.855153,0.198444,0.291615,0.679816,0
0.598803,0.523077,0.392758,0.058366,0.339174,0.660519,0
0.616766,0.6,0.45961,0.182879,0.441802,0.649807,0
0.616766,0.664103,0.584958,0.299611,0.132666,0.628625,0
0.604789,0.715385,0.493036,0.354086,0.162703,0.625165,1
0.706586,0.758974,0.373259,0.51751,0.140175,0.593625,2
0.712573,0.866667,0.398329,0.669261,0.312891,0.503967,2
0.706586,0.907692,0.451253,0.509728,0.411765,0.468108,2
0.634729,0.823077,0.476323,0.498054,0.389237,0.488675,2
0.658683,0.735897,0.506964,0.490272,0.364205,0.52923,2
0.610779,0.658974,0.45961,0.416342,0.439299,0.539779,2
0.640719,0.569231,0.598886,0.225681,0.415519,0.582069,1
0.610778,0.625641,0.607242,0.237354,0.550688,0.63809,1
0.640719,0.65641,0.512535,0.175097,0.491865,0.689045,1
0.634729,0.648718,0.526462,0.202335,0.42428,0.69917,1
0.652693,0.689744,0.493036,0.326848,0.385482,0.696054,1
0.580839,0.689744,0.518106,0.330739,0.261577,0.687236,1
0.634731,0.633333,0.454039,0.330739,0.326658,0.688026,1
0.682634,0.579487,0.470752,0.338521,0.276596,0.675932,1
0.676646,0.51282,0.707521,0.210117,0.395494,0.670474,0
0.568861,0.397436,0.802228,0.284047,0.239049,0.676989,0
0.604789,0.438462,0.777159,0.268482,0.274093,0.719292,0
